match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_aerialLost,stat_shotOffTarget,stat_accurateCross,stat_penaltyConceded,stat_keyPass,stat_wasFouled,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_wonContest,stat_totalOffside,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_penaltyWon,player_sofascoreId
11453211,home,Damac FC,Moustapha Zeghba,moustapha-zeghba,M. Zeghba,G,1,190.0,852,M,888378,EUR,659145600,G,30,30,False,23.0,21.0,4.0,2.0,0.0,19.0,19.0,2.0,4.0,1.0,7.0,3.0,1.0,3.0,90.0,31.0,7.2,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453211,home,Damac FC,Alhwsawi Sanousi Mohammed,alhwsawi-sanousi-mohammed,A. S. Mohammed,D,12,172.0,20,M,1085415,EUR,902707200,D,21,21,False,49.0,42.0,,,0.0,22.0,24.0,20.0,26.0,1.0,8.0,,,,90.0,76.0,7.0,10.0,0,Alhwsawi Sanousi Mohammed,,1.0,2.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11453211,home,Damac FC,Noor Al-Rashidi,noor-al-rashidi,N. Al-Rashidi,D,4,179.0,18,M,1065328,EUR,794966400,D,4,4,False,66.0,62.0,8.0,5.0,0.0,49.0,50.0,13.0,16.0,3.0,7.0,,,,90.0,74.0,6.7,5.0,0,Noor Al-Rashidi,,,,2.0,1.0,1.0,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11453211,home,Damac FC,Farouk Chafaï,farouk-chafai,F. Chafaï,D,5,182.0,329,M,880083,EUR,646099200,D,15,15,False,82.0,74.0,9.0,6.0,0.0,50.0,53.0,24.0,29.0,2.0,5.0,,,,90.0,92.0,7.0,8.0,1,,,,3.0,3.0,5.0,1.0,,,1.0,2.0,1.0,,1.0,True,1.0,1.0,,,,,,,,,,,,,,
11453211,home,Damac FC,Abdulrahman Al-Obaid,abdulrahman-al-obaid,A. Al-Obaid,D,13,172.0,51,M,818705,EUR,736128000,D,2,2,False,42.0,35.0,5.0,2.0,0.0,13.0,13.0,23.0,32.0,,4.0,,,,59.0,55.0,6.3,10.0,1,,,3.0,1.0,3.0,1.0,1.0,,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
11453211,home,Damac FC,Bader Munshi,bader-munshi,B. Munshi,M,16,178.0,9,M,1102071,EUR,929836800,M,16,16,False,44.0,43.0,3.0,3.0,0.0,25.0,25.0,18.0,19.0,,4.0,,,,69.0,50.0,6.9,2.0,0,Bader Munshi,,,,5.0,3.0,2.0,,,1.0,1.0,1.0,1.0,2.0,,2.0,,,,2.0,2.0,,,,,,,,,,
11453211,home,Damac FC,Ramzi Sawlan,sawlan-ramzi,R. Sawlan,D,15,,23,M,965309,EUR,892857600,M,51,51,False,11.0,8.0,1.0,,0.0,2.0,4.0,6.0,7.0,,2.0,,,,90.0,31.0,7.3,11.0,5,,,,5.0,8.0,9.0,1.0,3.0,,,2.0,2.0,3.0,3.0,,1.0,3.0,,,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,
11453211,home,Damac FC,Tarek Hamed,hamed-tarek,T. Hamed,M,8,165.0,561,M,560168,EUR,593654400,M,8,8,False,133.0,118.0,23.0,16.0,0.0,52.0,53.0,66.0,81.0,,6.0,,,,90.0,144.0,7.4,18.0,1,,,1.0,,6.0,1.0,3.0,1.0,,2.0,,,1.0,1.0,,1.0,1.0,,,3.0,1.0,,,,,,,,,,
11453211,home,Damac FC,Nicolae Stanciu,nicolae-stanciu,N. Stanciu,M,8,171.0,4005,M,108673,EUR,736732800,M,31,31,False,36.0,25.0,6.0,3.0,0.0,11.0,11.0,15.0,28.0,,2.0,,,,58.0,47.0,6.7,16.0,2,,,3.0,,4.0,2.0,,2.0,,,,,,1.0,,,1.0,1.0,,,1.0,2.0,,1.0,,1.0,,,,,
11453211,home,Damac FC,Abdullah Al-Qahtani,abdullah-al-qahtani,A. Al-Qahtani,M,7,172.0,38,M,974064,EUR,854668800,M,7,7,False,15.0,12.0,1.0,1.0,0.0,5.0,5.0,7.0,11.0,1.0,,,,,45.0,23.0,6.4,7.0,0,,,1.0,1.0,4.0,2.0,,1.0,,,,,,,,1.0,,,,1.0,,3.0,,,,1.0,,,,,
