match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_bigChanceMissed,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_outfielderBlock,stat_fouls,stat_totalCross,stat_dispossessed,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_keyPass,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,captain,stat_penaltyMiss,stat_totalOffside,stat_clearanceOffLine,stat_penaltySave,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_hitWoodwork,stat_blockedScoringAttempt,stat_penaltyConceded
12437631,home,Celta Vigo,Iván Villar,ivan-villar,I. Villar,G,1,183,223,M,848980,EUR,868406400,G,1,1,False,26.0,18.0,11.0,3.0,0.0,18.0,22.0,4.0,1.0,1.0,2.0,12.0,1.0,2.0,3.0,1.0,90.0,36.0,6.9,8.0,4.12e-05,0,-0.3439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437631,home,Celta Vigo,Javi Rodríguez,javi-rodriguez,J. Rodríguez,D,32,178,597,M,1526627,EUR,1056585600,D,32,32,False,66.0,59.0,7.0,5.0,0.0,38.0,39.0,27.0,3.0,5.0,2.0,,,,,,75.0,76.0,6.9,8.0,0.0140166,1,,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437631,home,Celta Vigo,Jailson,jailson,Jailson,D,,187,384,M,794861,EUR,810432000,D,16,16,False,66.0,63.0,2.0,1.0,0.0,50.0,52.0,14.0,3.0,4.0,4.0,,,,,,90.0,76.0,7.0,3.0,0.00272534,0,,13.0,,,,,,1.0,,,,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12437631,home,Celta Vigo,Carlos Domínguez,carlos-dominguez,C. Domínguez,D,24,187,207,M,1069703,EUR,981849600,D,24,24,False,66.0,62.0,8.0,5.0,0.0,39.0,41.0,25.0,1.0,7.0,7.0,1.0,,,,,90.0,81.0,7.5,4.0,0.00756992,0,,23.0,,,4.0,2.0,,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12437631,home,Celta Vigo,Hugo Álvarez,hugo-alvarez,H. Álvarez,M,23,176,698,M,1154935,EUR,1057104000,M,30,30,False,40.0,33.0,2.0,2.0,0.0,18.0,23.0,19.0,,3.0,2.0,7.0,,,,,90.0,69.0,6.8,14.0,0.0123211,0,,15.0,,,1.0,,3.0,2.0,,Hugo Álvarez,,1.0,3.0,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
12437631,home,Celta Vigo,Damián Rodríguez,damian-rodriguez,D. Rodríguez,M,23,180,272,M,1216080,EUR,1047859200,M,25,25,False,59.0,54.0,5.0,3.0,0.0,21.0,23.0,38.0,,,1.0,3.0,,,,,90.0,65.0,6.7,7.0,0.0801556,0,,34.0,,,,,,,,,,2.0,7.0,,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12437631,home,Celta Vigo,Fran Beltrán,fran-beltran,F. Beltrán,M,8,170,770,M,835484,EUR,918000000,M,8,8,False,40.0,37.0,4.0,3.0,0.0,17.0,19.0,22.0,1.0,4.0,1.0,3.0,,,,,90.0,50.0,7.2,7.0,0.0385923,1,,21.0,,,2.0,,1.0,,0.0212,,,,2.0,,,,1.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,0.4638,,,,,,,,,,,,,
12437631,home,Celta Vigo,Óscar Mingueza,oscar-mingueza,Ó. Mingueza,M,3,184,3812,M,859773,EUR,926553600,M,3,3,False,35.0,27.0,2.0,,1.0,10.0,11.0,26.0,,,2.0,1.0,,,,,45.0,49.0,7.6,11.0,0.0772533,1,,17.0,,,,,,,0.1084,,,,3.0,,,1.0,2.0,,,1.0,,1.0,1.0,,1.0,1.0,0.3346,,,,,,,,,,,,,
12437631,home,Celta Vigo,Iago Aspas,iago-aspas,I. Aspas,F,10,176,5000,M,19356,EUR,554774400,F,10,10,False,26.0,19.0,5.0,3.0,1.0,2.0,4.0,24.0,,3.0,,2.0,,,,,87.0,45.0,8.1,15.0,0.210568,2,,19.0,1.0,,,,3.0,1.0,0.9828,,,1.0,5.0,,,,2.0,3.0,2.0,,1.0,3.0,3.0,2.0,2.0,1.0,1.0438,i.aspas10,True,1.0,,,,,,,,,,
12437631,home,Celta Vigo,Anastasios Douvikas,douvikas-anastasios,A. Douvikas,F,11,184,4342,M,894863,EUR,933552000,F,9,9,False,15.0,10.0,,,0.0,4.0,4.0,11.0,,3.0,1.0,1.0,,,,,66.0,25.0,6.6,9.0,0.00972171,0,,6.0,,,2.0,1.0,1.0,1.0,,,,,4.0,2.0,,1.0,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,
