match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotOffTarget,stat_interceptionWon,stat_challengeLost,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_hitWoodwork,player_sofascoreId,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_bigChanceCreated,stat_errorLeadToAShot,stat_bigChanceMissed
12437656,home,Osasuna,Sergio Herrera,sergio-herrera,S. Herrera,G,1,192,995,M,294377,EUR,736646400,G,1,1,False,True,22.0,8.0,18.0,4.0,0.0,4.0,4.0,4.0,18.0,1.0,7.0,2.0,1.0,1.0,90.0,30.0,7.0,14.0,0.00119978,0,0.0574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437656,home,Osasuna,Jesús Areso,jesus-areso,J. Areso,D,12,183,656,M,910267,EUR,930873600,D,12,12,False,,25.0,20.0,1.0,,0.0,6.0,7.0,16.0,24.0,2.0,7.0,,,,80.0,59.0,6.8,20.0,0.148668,1,,,,6.0,2.0,1.0,1.0,7.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0075,2.0,,,,,,,,,,,,,,
12437656,home,Osasuna,Alejandro Catena,alejandro-catena,A. Catena,D,24,194,940,M,900792,EUR,783302400,D,24,24,False,,40.0,35.0,10.0,5.0,0.0,23.0,23.0,12.0,17.0,6.0,3.0,,,,90.0,55.0,7.6,5.0,0.00338572,1,,,,,,1.0,3.0,3.0,6.0,,,,1.0,2.0,,,1.0,2.0,0.0395,,1.0,3.0,,,,,,,,,,,,
12437656,home,Osasuna,Jorge Herrando,herrando-jorge,J. Herrando,D,5,192,259,M,944225,EUR,983318400,D,5,5,False,,29.0,23.0,4.0,2.0,0.0,13.0,16.0,10.0,13.0,2.0,,,,,90.0,36.0,7.1,6.0,0.00456052,0,,,,,,3.0,2.0,3.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
12437656,home,Osasuna,Abel Bretones,abel-bretones,A. Bretones,D,23,188,428,M,1010165,EUR,966816000,D,23,23,False,,28.0,16.0,9.0,2.0,0.0,6.0,9.0,10.0,20.0,3.0,4.0,,,,90.0,56.0,7.0,18.0,0.0167149,0,,,,1.0,,1.0,1.0,4.0,5.0,,2.0,,1.0,4.0,3.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,
12437656,home,Osasuna,Lucas Torró,lucas-torro,L. Torró,M,6,190,714,M,187313,EUR,774576000,M,6,6,False,,41.0,29.0,8.0,4.0,0.0,16.0,18.0,13.0,23.0,2.0,4.0,,,,90.0,52.0,6.7,14.0,0.0104984,1,,,,,,1.0,6.0,7.0,9.0,2.0,,1.0,,2.0,,,1.0,3.0,0.0326,,,2.0,1.0,,,,,,,,,,,
12437656,home,Osasuna,Rubén García,ruben-garcia,R. García,M,14,171,1085,M,260031,EUR,742608000,M,14,14,False,,27.0,23.0,2.0,2.0,0.0,7.0,7.0,16.0,23.0,,7.0,,,,71.0,44.0,7.8,12.0,0.0237281,1,,,,3.0,,3.0,,7.0,4.0,2.0,2.0,,,2.0,2.0,2.0,1.0,,0.0783,1.0,,1.0,1.0,1.0,1.0,1.0,0.216,,,,,,,
12437656,home,Osasuna,Jon Moncayola,jon-moncayola,J. Moncayola,M,7,182,703,M,976141,EUR,895017600,M,7,7,False,,40.0,32.0,4.0,1.0,0.0,10.0,12.0,22.0,33.0,2.0,5.0,,,,90.0,59.0,7.4,15.0,0.0276222,2,,,,5.0,,2.0,1.0,4.0,6.0,,,,,5.0,3.0,1.0,,1.0,0.0654,2.0,2.0,1.0,1.0,,,,,,,,,,,
12437656,home,Osasuna,Aimar Oroz,aimar-oroz,A. Oroz,M,10,177,1253,M,985329,EUR,1006819200,M,10,10,False,,22.0,18.0,1.0,,0.0,5.0,5.0,13.0,19.0,,3.0,,,,79.0,41.0,7.2,10.0,0.0286323,5,,,,2.0,,3.0,,9.0,4.0,2.0,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,0.2577,2.0,2.0,,2.0,,2.0,,0.1214,1.0,,,,,,
12437656,home,Osasuna,Bryan Zaragoza,bryan-zaragoza,B. Zaragoza,F,97,165,5285,M,1084730,EUR,999993600,M,19,19,False,,18.0,14.0,4.0,4.0,0.0,6.0,7.0,9.0,16.0,,2.0,,,,90.0,41.0,7.0,15.0,0.0258859,2,,,,5.0,1.0,2.0,,8.0,6.0,2.0,4.0,,,2.0,1.0,3.0,2.0,1.0,0.0419,1.0,2.0,,1.0,2.0,,,,,bryanzaragoza,,,,,
12437656,home,Osasuna,Ante Budimir,ante-budimir,A. Budimir,F,17,190,8134,M,37318,EUR,680140800,F,17,17,False,,9.0,4.0,,,0.0,1.0,1.0,3.0,9.0,,3.0,,,,79.0,22.0,6.7,10.0,0.0136253,1,,,,1.0,,7.0,2.0,9.0,2.0,2.0,,,,,,2.0,,,0.025,,,,,,1.0,,0.2173,,budimir_ante,,,,,
12437656,home,Osasuna,Moi Gómez,moi-gomez,M. Gómez,M,16,174,627,M,149370,EUR,772329600,M,16,16,True,,7.0,7.0,,,0.0,4.0,4.0,3.0,3.0,,,,,,19.0,12.0,6.7,1.0,0.00261591,0,,,,,,,1.0,3.0,3.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,
12437656,home,Osasuna,Iker Muñoz,iker-munoz,I. Muñoz,M,8,179,228,M,1119586,EUR,1036454400,M,18,18,True,,,,,,0.0,,,,,,,,,,4.0,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437656,home,Osasuna,Raúl García de Haro,raul-garcia-de-haro,R. García,F,9,192,691,M,997280,EUR,973209600,F,9,9,True,,2.0,1.0,,,0.0,,,1.0,2.0,,,,,,11.0,5.0,6.5,2.0,0.00079107,0,,,,,,,1.0,2.0,2.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,
12437656,home,Osasuna,Nacho Vidal,nacho-vidal,N. Vidal,D,22,180,317,M,844752,EUR,790905600,D,2,2,True,,2.0,1.0,,,0.0,1.0,2.0,,,,1.0,,,,10.0,8.0,6.5,1.0,0.00025795,0,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12437656,home,Osasuna,Pablo Ibáñez,pablo-ibanez-lumbreras,P. Ibáñez,M,19,179,350,M,1084381,EUR,883612800,M,8,8,True,,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,14.0,5.0,6.8,,0.00020962,1,,,,,,,,,,,,,,,,,,,0.0206,,,1.0,,,1.0,,0.0411,,,,,,,
12437656,home,Osasuna,Aitor Fernández,aitor-fernandez,A. Fernández,G,13,182,248,M,99516,EUR,673228800,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437656,home,Osasuna,Dimitrios Stamatakis,stamatakis-dimitrios,D. Stamatakis,G,31,191,130,M,1163077,EUR,1051056000,G,32,32,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437656,home,Osasuna,Juan Cruz,juan-cruz,J. Cruz,D,3,180,216,M,897902,EUR,712281600,D,3,3,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437656,home,Osasuna,Unai García,unai-garcia,U. García,D,4,182,118,M,330675,EUR,715392000,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,Unai,García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437656,home,Osasuna,Javi Martínez,javi-martinez,J. Martínez,M,5,180,87,M,913732,EUR,945820800,M,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437656,home,Osasuna,Iker Benito,iker-benito,I. Benito,F,2,176,194,M,1086346,EUR,1028937600,F,27,27,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437656,away,Mallorca,Dominik Greif,dominik-greif,D. Greif,G,1,197,925,M,791046,EUR,860284800,G,1,1,False,,27.0,15.0,16.0,4.0,0.0,12.0,12.0,3.0,15.0,,9.0,,4.0,,90.0,36.0,7.2,12.0,0.0013994,0,-0.4042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
12437656,away,Mallorca,Pablo Maffeo,pablo-maffeo,P. Maffeo,D,23,173,2206,M,788216,EUR,868665600,D,23,23,False,,23.0,15.0,2.0,1.0,0.0,11.0,14.0,7.0,17.0,2.0,3.0,,,,90.0,54.0,7.2,14.0,0.0883762,1,,,,8.0,3.0,,2.0,1.0,8.0,,3.0,,,3.0,,,,,0.0161,2.0,1.0,,1.0,3.0,,,,,,,,,,
12437656,away,Mallorca,Martin Valjent,martin-valjent,M. Valjent,D,24,187,757,M,300522,EUR,818640000,D,24,24,False,,52.0,47.0,10.0,8.0,0.0,33.0,34.0,14.0,18.0,9.0,5.0,,,,90.0,67.0,7.2,5.0,0.0141009,0,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,
12437656,away,Mallorca,Antonio Raíllo,antonio-raillo,A. Raíllo,D,21,186,793,M,807116,EUR,686880000,D,21,21,False,True,57.0,51.0,7.0,4.0,0.0,33.0,34.0,18.0,23.0,12.0,2.0,,,,90.0,73.0,7.1,6.0,0.00651029,0,,,,,,2.0,6.0,4.0,8.0,,,,,1.0,,,1.0,2.0,,,,1.0,,,,,,,,,,,,
12437656,away,Mallorca,Johan Mojica,johan-mojica,J. Mojica,D,22,185,3950,M,344847,EUR,714355200,D,22,22,False,,45.0,34.0,9.0,4.0,0.0,8.0,13.0,29.0,41.0,4.0,5.0,,,,90.0,80.0,7.1,26.0,0.698709,0,,,,9.0,3.0,,2.0,5.0,4.0,,5.0,,1.0,,,4.0,,1.0,,3.0,,,1.0,2.0,,,,,,,,1.0,,
12437656,away,Mallorca,Samú Costa,samuel-costa,S. Costa,M,12,183,1427,M,988351,EUR,975283200,M,12,12,False,,48.0,35.0,8.0,4.0,0.0,19.0,26.0,17.0,23.0,6.0,7.0,,,,90.0,70.0,7.0,16.0,0.0971808,2,,,,1.0,1.0,2.0,5.0,6.0,10.0,1.0,1.0,2.0,,2.0,1.0,1.0,3.0,2.0,0.0937,1.0,,2.0,,,,,,,,,,,,
12437656,away,Mallorca,Omar Mascarell,omar-mascarell,O. Mascarell,M,5,181,553,M,255999,EUR,728611200,M,5,5,False,,22.0,19.0,3.0,1.0,0.0,13.0,16.0,6.0,6.0,5.0,2.0,,,,62.0,40.0,6.7,5.0,0.00770047,0,,,,,,1.0,2.0,4.0,7.0,1.0,1.0,,1.0,4.0,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,
12437656,away,Mallorca,Sergi Darder,sergi-darder,S. Darder,M,10,180,979,M,110783,EUR,756518400,M,10,10,False,,28.0,23.0,6.0,5.0,0.0,8.0,9.0,15.0,21.0,2.0,2.0,,,,85.0,45.0,6.9,14.0,0.052304,2,,,,2.0,,,,4.0,4.0,3.0,3.0,1.0,,2.0,2.0,2.0,,,0.029,,,,,2.0,1.0,,0.0574,,,,,,,
12437656,away,Mallorca,Takuma Asano,takuma-asano,T. Asano,M,11,173,2033,M,309546,EUR,784425600,F,11,11,False,,9.0,8.0,2.0,1.0,0.0,2.0,2.0,6.0,9.0,1.0,3.0,,,,62.0,24.0,6.5,8.0,0.0162093,2,,,,2.0,,1.0,1.0,4.0,4.0,,3.0,,,,,3.0,2.0,1.0,0.2017,,2.0,,,1.0,,,,,,,,,,1.0
