match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,captain,stat_aerialWon,stat_totalTackle,stat_wonTackle,stat_shotOffTarget,stat_outfielderBlock,stat_unsuccessfulTouch,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_accurateCross,stat_totalOffside,stat_bigChanceCreated,stat_punches
14053842,home,Excelsior,Stijn van Gassel,,,stijn-van-gassel,S. van Gassel,G,1,185,168,M,367118,EUR,845596800,G,1,1,False,44.0,20.0,34.0,12.0,0.0,11.0,16.0,9.0,28.0,10.0,1.0,2.0,3.0,5.0,90.0,55.0,7.3,24.0,0.00362938,102.34028694731,17.0,51.87255439862,0.0,0.8147,0,0.2546,0.06,-0.06,-0.28,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053842,home,Excelsior,Ilias Bronkhorst,Ilias,Bronkhorst,ilias-bronkhorst,I. Bronkhorst,D,2,185,71,M,899644,EUR,863222400,D,2,2,False,36.0,29.0,5.0,3.0,0.0,13.0,16.0,16.0,20.0,2.0,,,,,69.0,50.0,7.6,10.0,0.0586033,68.537712799951,10.0,5.6841641951402,0.0,,1,,0.05,-0.51,-0.05,,1.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.019,0.1586,1.0,0.55,,,,,,,,,,,,,,,,,
14053842,home,Excelsior,Casper Widell,,,widell-casper,C. Widell,D,4,192,136,M,1031721,EUR,1052092800,D,4,4,False,65.0,62.0,9.0,8.0,0.0,38.0,38.0,24.0,27.0,5.0,,,,,90.0,78.0,6.8,4.0,0.0203292,159.65690026725,27.0,24.896467095986,0.0,,0,,0.28,0.08,-0.33,,,1.0,4.0,3.0,2.0,1.0,,,6.0,,,,,,,,True,1.0,2.0,2.0,,,,,,,,,,,,,
14053842,home,Excelsior,Lewis Schouten,,,lewis-schouten,L. Schouten,D,14,191,151,M,1145987,EUR,1075852800,D,14,14,False,44.0,40.0,5.0,3.0,0.0,18.0,19.0,22.0,25.0,2.0,,,,,84.0,55.0,7.5,5.0,0.013145,112.56452427221,18.0,69.993507426846,1.0,,1,,0.12,0.05,0.84,,,1.0,2.0,4.0,,,,,2.0,1.0,1.0,1.0,0.0704,,,-0.19,,2.0,1.0,,1.0,2.0,1.0,16.442999876921,16.444336289434,,,,,,,,
14053842,home,Excelsior,Rick Meissen,Rick Meijssen,,rick-meissen,R. Meissen,D,3,193,45,M,1048906,EUR,1014508800,D,3,3,False,66.0,55.0,14.0,8.0,0.0,39.0,41.0,16.0,25.0,11.0,,,,,90.0,77.0,6.5,12.0,0.00994635,203.12310795448,23.0,80.911006433313,1.0,,0,,0.08,0.12,-0.34,,,1.0,2.0,3.0,1.0,,,,4.0,4.0,,,,,,,,2.0,1.0,1.0,,,1.0,35.580634022154,45.623463437139,,,,,,,,
14053842,home,Excelsior,Arthur Zagre,Arthur,Zagre,zagre-arthur,A. Zagre,D,12,168,416,M,910053,EUR,1002153600,D,12,12,False,37.0,33.0,4.0,3.0,0.0,21.0,22.0,12.0,15.0,5.0,,,,,90.0,60.0,6.1,12.0,0.020511,69.903242148628,13.0,-22.356539708243,0.0,,0,,0.0,0.03,-0.4,,1.0,,4.0,4.0,1.0,2.0,,,,2.0,,1.0,,,,,,,1.0,1.0,,,1.0,,,3.0,3.0,,,,,,
14053842,home,Excelsior,Derensili Sanches Fernandes,,,derensili-sanches-fernandes,D. S. Fernandes,M,30,176,147,M,1046142,EUR,991008000,M,30,30,False,23.0,23.0,1.0,1.0,0.0,11.0,11.0,12.0,12.0,3.0,,,,,79.0,46.0,7.2,5.0,0.02547,137.06708486546,17.0,58.548286435777,1.0,,4,,-0.18,0.39,0.14,,1.0,1.0,5.0,10.0,1.0,,,,1.0,1.0,,1.0,0.3928,,1.0,-0.52,,,1.0,,1.0,,1.0,18.968041056334,22.217130777848,11.0,9.0,3.0,,,,,
14053842,home,Excelsior,Irakli Yegoian,Irakli Yegoian,,yegoian-irakli,I. Yegoian,M,23,168,317,M,1384483,EUR,1079654400,M,23,23,False,51.0,45.0,5.0,2.0,0.0,24.0,27.0,21.0,24.0,12.0,,,,,90.0,69.0,7.4,9.0,0.0596881,312.26490150631,33.0,114.03512666518,4.0,,3,,0.25,0.6,-0.15,,,1.0,3.0,4.0,,1.0,1.0,,,3.0,,1.0,0.2308,0.2178,1.0,0.17,,,,,1.0,,2.0,16.475954200947,66.047763240453,4.0,4.0,1.0,,,,,
14053842,home,Excelsior,Lennard Hartjes,,,lennard-hartjes,L. Hartjes,M,20,170,136,M,1126595,EUR,1049673600,M,20,20,False,28.0,23.0,3.0,3.0,0.0,15.0,18.0,8.0,10.0,4.0,,,,,84.0,36.0,7.0,5.0,0.0324587,131.37934662706,13.0,37.420508887948,2.0,,1,,-0.01,0.14,0.14,,,1.0,1.0,7.0,,,,,3.0,1.0,1.0,,0.1237,,,-0.55,,4.0,2.0,1.0,1.0,,,29.628260067356,49.849852070151,,,,1.0,,,,
14053842,home,Excelsior,Gyan de Regt,,,gyan-de-regt,G. d. Regt,M,11,176,361,M,1126966,EUR,1061164800,M,11,11,False,21.0,16.0,1.0,,0.0,7.0,9.0,9.0,12.0,1.0,,,,,90.0,44.0,6.3,21.0,0.21279,181.64383954823,14.0,84.743682618687,3.0,,0,,0.13,0.26,-0.17,,11.0,2.0,5.0,1.0,1.0,1.0,,,,,,,,,2.0,,,,1.0,,,,5.0,45.979394095806,84.594040188133,1.0,,,,2.0,1.0,,
