match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,captain,stat_aerialLost,stat_bigChanceCreated,stat_shotOffTarget,stat_ownGoals,stat_unsuccessfulTouch,stat_totalContest,stat_outfielderBlock,stat_accurateCross,stat_wonContest,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_penaltyMiss,stat_penaltyWon,stat_hitWoodwork,stat_totalOffside,stat_penaltyConceded,stat_penaltySave,stat_penaltyFaced,stat_errorLeadToAShot,stat_goals
12117029,home,Palmeiras,Weverton,weverton,Weverton,G,1,189,7138,M,Weverton,243529,EUR,566352000,G,21,21,False,26.0,24.0,6.0,4.0,0.0,23.0,24.0,1.0,2.0,11.0,1.0,4.0,5.0,90.0,41.0,7.4,2.0,0.00074777,0,0.3368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117029,home,Palmeiras,Mayke,mayke,Mayke,D,12,178,2322,M,,273329,EUR,721353600,D,12,12,False,58.0,49.0,2.0,2.0,0.0,26.0,30.0,23.0,29.0,5.0,,,,90.0,80.0,7.1,10.0,0.00881139,1,,1.0,3.0,2.0,8.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,0.0178,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12117029,home,Palmeiras,Gustavo Gómez,gustavo-gomez,G. Gómez,D,15,185,8380,M,gustavogomez,220833,EUR,736646400,D,15,15,False,70.0,61.0,9.0,4.0,0.0,36.0,40.0,25.0,30.0,5.0,,,,90.0,89.0,7.4,11.0,0.0108492,3,,,9.0,5.0,13.0,,2.0,4.0,1.0,3.0,3.0,1.0,,0.1676,1.0,,,True,5.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12117029,home,Palmeiras,Luan Garcia,luan,L. Garcia,D,13,186,749,M,,250351,EUR,736992000,D,13,13,False,21.0,20.0,3.0,2.0,0.0,13.0,13.0,7.0,8.0,2.0,,,,57.0,30.0,6.7,2.0,0.00647786,0,,,,1.0,2.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,
12117029,home,Palmeiras,Joaquín Piquerez,joaquin-piquerez,J. Piquerez,D,22,183,6392,M,,881110,EUR,903916800,D,22,22,False,27.0,23.0,3.0,2.0,0.0,6.0,7.0,18.0,25.0,6.0,,,,90.0,49.0,6.9,10.0,0.127738,3,,5.0,2.0,2.0,5.0,,1.0,2.0,2.0,,,2.0,,0.1094,2.0,,,,1.0,,2.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,
12117029,home,Palmeiras,Gabriel Menino,gabriel-menino,G. Menino,M,25,176,2791,M,,974556,EUR,970185600,M,25,25,False,54.0,51.0,1.0,,0.0,30.0,31.0,21.0,24.0,2.0,,,,64.0,64.0,6.3,7.0,0.00668792,0,,1.0,1.0,7.0,4.0,2.0,,1.0,,1.0,1.0,1.0,3.0,,,,,,1.0,,,,2.0,2.0,,,1.0,,,,,,,,,,,,,
12117029,home,Palmeiras,Zé Rafael,ze-rafael,Z. Rafael,M,6,175,2603,M,,329069,EUR,740188800,M,8,8,False,33.0,27.0,2.0,1.0,0.0,14.0,15.0,13.0,18.0,5.0,,,,81.0,43.0,7.0,7.0,0.0178058,0,,,1.0,1.0,4.0,1.0,,,1.0,1.0,1.0,1.0,,,2.0,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,
12117029,home,Palmeiras,Estêvão,estevao,Estêvão,M,41,176,196577,M,Estêvão,1597265,EUR,1177372800,M,41,41,False,25.0,20.0,2.0,1.0,0.0,4.0,4.0,16.0,22.0,6.0,,,,65.0,43.0,7.0,14.0,0.0434923,3,,1.0,,5.0,4.0,,,,,1.0,1.0,1.0,,0.1072,1.0,Estêvão,,,,,1.0,,3.0,5.0,,,2.0,2.0,2.0,0.1796,,,,,,,,,,
12117029,home,Palmeiras,Raphael Veiga,raphael-veiga,R. Veiga,M,23,176,17123,M,raphaelveiga,840020,EUR,803520000,M,23,23,False,34.0,28.0,5.0,2.0,0.0,12.0,12.0,17.0,30.0,1.0,,,,90.0,52.0,6.1,16.0,0.0562098,4,,8.0,,3.0,2.0,2.0,1.0,,,1.0,,,1.0,0.8531,,,,,,,2.0,,3.0,1.0,,1.0,1.0,,1.0,0.9834,1.0,1.0,,,,,,,,
12117029,home,Palmeiras,Rony,rony,Rony,F,11,167,5631,M,Rony,835260,EUR,800150400,M,10,10,False,9.0,5.0,,,0.0,3.0,3.0,2.0,6.0,1.0,,,,58.0,18.0,6.5,6.0,0.0515107,2,,,,3.0,3.0,,,1.0,,,,2.0,,0.4269,,,,,1.0,,1.0,,,1.0,,,1.0,2.0,1.0,0.4191,1.0,,,,,,,,,
