match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,player_sofascoreId,stat_outfielderBlock,stat_aerialLost,stat_ownGoals,stat_wonTackle,stat_keyPass,captain,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_hitWoodwork,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_punches,stat_errorLeadToAShot
14083131,home,Getafe,David Soria,david-soria,D. Soria,G,13,192.0,676,M,604258,EUR,733881600,G,13,13,False,31.0,17.0,30.0,16.0,0.0,1.0,1.0,16.0,30.0,5.0,5.0,6.0,90.0,38.0,9.9,15.0,0.00593453,28.614778848433,6.0,20.16,5.67,1.7966,0,1.0868,0.18,0.0,-0.05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083131,home,Getafe,Juan Iglesias,juan-iglesias,J. Iglesias,D,21,185.0,520,M,949707,EUR,899424000,D,21,21,False,18.0,13.0,4.0,,0.0,6.0,6.0,7.0,12.0,2.0,,,87.0,49.0,6.5,14.0,0.0329463,103.05401588195,11.0,59.85,18.48,,1,,-0.23,0.34,-0.24,,,,6.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0955,-0.21,,,,,,,,,,,,,,,,,,
14083131,home,Getafe,Abdelkabir Abqar,abqar-abdelkabir,A. Abqar,D,3,188.0,4060,M,1101232,EUR,921024000,D,3,3,False,25.0,15.0,8.0,4.0,0.0,8.0,8.0,7.0,17.0,2.0,,,76.0,39.0,7.4,12.0,0.005627,82.768591016922,8.0,11.025,18.48,,0,,0.06,0.06,0.69,,,,1.0,,,1.0,2.0,,,,,6.0,,,1.0,2.0,1.0,,,abdel.abqar,2.0,,,,,,,,,,,,,,,,
14083131,home,Getafe,Domingos Duarte,domingos-duarte,D. Duarte,D,22,191.0,695,M,576276,EUR,794793600,D,22,22,False,32.0,27.0,7.0,3.0,0.0,18.0,19.0,9.0,13.0,4.0,,,90.0,40.0,6.2,5.0,0.00647742,45.898999847936,6.0,-9.45,3.36,,0,,0.27,0.01,-0.71,,,,,,1.0,3.0,3.0,1.0,,,,2.0,1.0,,,2.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,
14083131,home,Getafe,Diego Rico,diego-rico,D. Rico,D,16,181.0,662,M,350560,EUR,730425600,D,16,16,False,30.0,14.0,11.0,2.0,0.0,5.0,8.0,9.0,22.0,2.0,,,90.0,66.0,6.6,23.0,0.0462558,47.305688281047,7.0,-0.945,5.04,,0,,0.21,-0.31,-0.12,,,,3.0,1.0,2.0,4.0,5.0,1.0,1.0,,,3.0,1.0,3.0,4.0,,,,,,1.0,2.0,,2.0,1.0,,,,,,,,,,,,
14083131,home,Getafe,Djené,djene,Djené,D,2,178.0,2527,M,307702,EUR,694137600,M,2,2,False,31.0,27.0,2.0,2.0,0.0,12.0,12.0,15.0,19.0,3.0,,,90.0,44.0,6.6,9.0,0.0180445,49.303269108713,7.0,4.305,8.82,,0,,0.21,0.11,0.24,,,,,,1.0,8.0,3.0,1.0,,,,4.0,,,2.0,2.0,2.0,,,,1.0,2.0,,,,True,3.0,,,,,,,,,,
14083131,home,Getafe,Adrian Liso,liso-adrian,A. Liso,F,23,182.0,1047,M,1515554,EUR,1112400000,M,23,23,False,16.0,6.0,,,0.0,2.0,3.0,4.0,13.0,3.0,,,76.0,32.0,6.6,18.0,0.0403683,45.304573877309,6.0,10.815,8.505,,1,,-0.07,0.25,-0.04,,,,2.0,,4.0,7.0,7.0,1.0,1.0,1.0,1.0,,1.0,,4.0,2.0,1.0,0.0396,-0.24,,,3.0,,,1.0,,2.0,,,,,,,,,,
14083131,home,Getafe,Luis Milla,luis-milla,L. Milla,M,5,175.0,1429,M,811629,EUR,781488000,M,5,5,False,36.0,30.0,1.0,,0.0,7.0,8.0,23.0,28.0,6.0,,,89.0,60.0,7.3,14.0,0.179364,69.854424799185,9.0,8.61,11.55,,3,,0.38,0.07,-0.05,,,,8.0,2.0,3.0,4.0,8.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,,3.0,,0.0687,-0.11,,1.0,,,1.0,3.0,,,1.0,2.0,,,,,,,,
14083131,home,Getafe,Mauro Arambarri,mauro-arambarri,M. Arambarri,M,8,175.0,1414,M,385888,EUR,812419200,M,8,8,False,16.0,10.0,1.0,,0.0,5.0,6.0,5.0,10.0,7.0,,,90.0,33.0,7.1,9.0,0.0286411,36.667427176976,3.0,35.7,21.945,,3,,0.21,0.04,0.17,,,,,,3.0,5.0,9.0,1.0,1.0,,1.0,2.0,1.0,3.0,2.0,3.0,2.0,0.4422,-0.35,,,2.0,,2.0,,,,,2.0,1.0,,,,,,,
14083131,home,Getafe,Mario Martín,martin-mario,M. Martín,M,6,177.0,16546,M,1154549,EUR,1078444800,M,6,6,False,19.0,11.0,,,0.0,1.0,2.0,10.0,17.0,2.0,,,86.0,39.0,5.5,18.0,0.0180477,64.160082520849,10.0,9.4500000000001,9.975,,0,,-0.21,0.01,-0.22,,,,2.0,,5.0,20.0,6.0,4.0,2.0,,,1.0,,1.0,1.0,,1.0,,,,,8.0,,1.0,1.0,,5.0,,,,,,,,,,
