match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_outfielderBlock,stat_totalCross,stat_accurateCross,stat_totalOffside,stat_hitWoodwork,stat_errorLeadToAShot,stat_goodHighClaim,stat_punches,stat_clearanceOffLine,stat_bigChanceCreated,stat_goals
12499404,home,1. FC Heidenheim,Budu Zivzivadze,budu-zivzivadze,B. Zivzivadze,F,11,189,2844,M,149728,EUR,763257600,F,12,12,False,8.0,8.0,,,0.0,4.0,4.0,4.0,2.0,,,,,,,45.0,10.0,6.6,,0.0157027,0,,,4.0,4.0,,5.0,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,
12499404,home,1. FC Heidenheim,Leo Scienza,leo-scienza,L. Scienza,M,13,175,987,M,1386651,EUR,905644800,M,8,8,True,26.0,23.0,4.0,3.0,0.0,4.0,4.0,29.0,6.0,2.0,,,,,,57.0,43.0,8.0,8.0,0.517719,3,,,22.0,1.0,,2.0,,3.0,3.0,,,2.0,,,,0.111,,4.0,,1.0,3.0,1.0,,,,7.0,3.0,,1.0,,,,,,
12499404,home,1. FC Heidenheim,Adrian Beck,adrian-beck,A. Beck,M,21,186,112,M,845742,EUR,865814400,M,21,21,True,23.0,21.0,,,0.0,6.0,6.0,18.0,1.0,2.0,1.0,1.0,,,,45.0,31.0,6.9,4.0,0.0636385,2,,,15.0,,,,,,,,,2.0,,1.0,1.0,0.1376,,,,,,,,,,1.0,,,,,,,,,
12499404,home,1. FC Heidenheim,Marvin Pieringer,marvin-pieringer,M. Pieringer,F,18,189,327,M,909485,EUR,938995200,F,18,18,True,10.0,8.0,,,0.0,,,10.0,1.0,,,,,,,45.0,14.0,6.8,3.0,0.0926102,0,,,8.0,1.0,,2.0,,,,,,,,,1.0,,,3.0,,,1.0,1.0,,,,,,,,,,,,,
12499404,home,1. FC Heidenheim,Stefan Schimmer,stefan-schimmer,S. Schimmer,F,9,185,103,M,842922,EUR,767491200,F,9,9,True,4.0,1.0,,,0.0,1.0,2.0,2.0,,1.0,,,,,,28.0,8.0,6.7,4.0,8.6e-06,1,,,,1.0,,2.0,,,,,1.0,,1.0,,1.0,0.0254,0.0277,,,,,1.0,,,,,,,,,,,,,
12499404,home,1. FC Heidenheim,Frans Krätzig,frans-kratzig,F. Krätzig,M,13,177,2029,M,1142249,EUR,1042502400,D,13,13,True,8.0,7.0,2.0,1.0,0.0,2.0,2.0,7.0,,1.0,,,,,,19.0,10.0,6.8,2.0,0.11488,0,,,5.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,
12499404,home,1. FC Heidenheim,Frank Feller,frank-feller,F. Feller,G,40,183,76,M,1083359,EUR,1073433600,G,40,40,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Frank Feller,,,,,,,,,,,,
12499404,home,1. FC Heidenheim,Marnon Busch,marnon-busch,M. Busch,D,2,182,76,M,168861,EUR,786844800,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499404,home,1. FC Heidenheim,Niklas Dorsch,dorsch-niklas,N. Dorsch,M,30,175,332,M,794995,EUR,884822400,M,39,39,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499404,home,1. FC Heidenheim,Thomas Keller,thomas-keller,T. Keller,M,39,187,42,M,940236,EUR,933811200,M,27,27,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499404,away,Borussia M'gladbach,Tiago Pereira Cardoso,cardoso-tiago-pereira,T. P. Cardoso,G,42,190,441,M,1149294,EUR,1144368000,G,42,42,False,33.0,26.0,13.0,6.0,0.0,23.0,28.0,5.0,1.0,8.0,,,,1.0,4.0,90.0,46.0,7.6,7.0,0.00036499,0,0.3312,,3.0,,1.0,,,,,,,,1.0,,,,,,,,,,Tiago,Pereira Cardoso,,,,,,1.0,1.0,1.0,,,
12499404,away,Borussia M'gladbach,Joseph Scally,scally-joseph,J. Scally,D,29,184,1087,M,1002920,EUR,1041292800,D,29,29,False,42.0,39.0,1.0,,0.0,23.0,23.0,20.0,5.0,4.0,1.0,1.0,,,,78.0,65.0,6.9,8.0,0.0101293,0,,,16.0,,1.0,4.0,2.0,1.0,,,,,6.0,,,,,,,,3.0,1.0,,,,1.0,,1.0,,,,,,,
12499404,away,Borussia M'gladbach,Ko Itakura,ko-itakura,K. Itakura,D,4,189,3073,M,790989,EUR,854323200,D,3,3,False,60.0,57.0,4.0,1.0,0.0,47.0,47.0,13.0,6.0,1.0,1.0,1.0,,,,90.0,74.0,7.5,4.0,0.00363336,0,,,10.0,1.0,3.0,1.0,,1.0,1.0,,,,4.0,,,,,,,,1.0,,,,2.0,,,,,,,,,,
12499404,away,Borussia M'gladbach,Nico Elvedi,nico-elvedi,N. Elvedi,D,30,188,1059,M,282229,EUR,844041600,D,30,30,False,53.0,52.0,4.0,3.0,0.0,47.0,48.0,5.0,3.0,2.0,2.0,1.0,,,,90.0,68.0,8.3,1.0,0.00183881,0,,,5.0,1.0,1.0,1.0,,,,,,,5.0,2.0,,,,,,,,,,,4.0,,,,,,,,1.0,,
12499404,away,Borussia M'gladbach,Lukas Ullrich,lukas-ullrich,L. Ullrich,D,26,177,362,M,1083382,EUR,1079395200,D,26,26,False,19.0,17.0,1.0,1.0,0.0,11.0,12.0,7.0,,1.0,,,,,,45.0,27.0,6.6,3.0,0.0312228,0,,,6.0,1.0,,2.0,,,,,,,1.0,,1.0,,,,,,,1.0,Lukas Ullrich,,,,,,,,,,,,
12499404,away,Borussia M'gladbach,Philipp Sander,philipp-sander,P. Sander,M,16,185,246,M,939880,EUR,888019200,M,16,16,False,49.0,42.0,2.0,,0.0,24.0,27.0,27.0,6.0,8.0,3.0,1.0,,,,90.0,73.0,7.7,12.0,0.117939,3,,,21.0,3.0,2.0,8.0,1.0,2.0,1.0,,,1.0,4.0,1.0,1.0,0.1812,,3.0,,2.0,,3.0,,,1.0,5.0,3.0,,,,,,,1.0,
12499404,away,Borussia M'gladbach,Julian Weigl,julian-weigl,J. Weigl,M,5,186,1190,M,237068,EUR,810518400,M,8,8,False,59.0,55.0,7.0,6.0,1.0,40.0,41.0,18.0,3.0,5.0,,,,,,90.0,70.0,8.0,4.0,0.175329,0,,True,15.0,,2.0,,,,,,,,3.0,2.0,,,,1.0,,,1.0,,,,1.0,,,,,,,,,1.0,
12499404,away,Borussia M'gladbach,Nathan N'Goumou,nathan-ngoumou,N. Ngoumou,M,19,182,657,M,962409,EUR,952992000,M,19,19,False,17.0,14.0,,,0.0,6.0,6.0,13.0,3.0,,,,,,,62.0,29.0,7.2,6.0,0.0867126,2,,,9.0,,1.0,2.0,,2.0,1.0,1.0,1.0,,1.0,,1.0,0.1226,0.5824,,,1.0,1.0,1.0,,,,2.0,1.0,,,,,,,,1.0
12499404,away,Borussia M'gladbach,Alassane Pléa,alassane-plea,A. Pléa,M,14,180,1816,M,192308,EUR,731721600,M,14,14,False,34.0,26.0,2.0,,1.0,12.0,14.0,21.0,2.0,3.0,,,,,,62.0,41.0,7.1,10.0,0.11665,2,,,14.0,,,2.0,,1.0,1.0,,,,,,1.0,0.0711,,1.0,,2.0,1.0,2.0,,,,1.0,,,,,,,,,
12499404,away,Borussia M'gladbach,Robin Hack,robin-hack,R. Hack,M,25,176,520,M,876858,EUR,904176000,M,25,25,False,32.0,25.0,4.0,2.0,0.0,12.0,15.0,18.0,,8.0,,,,,,78.0,50.0,8.4,14.0,0.0167523,4,,,13.0,,,5.0,1.0,2.0,,,3.0,1.0,2.0,,3.0,0.7457,0.89,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,2.0
12499404,away,Borussia M'gladbach,Tim Kleindienst,tim-kleindienst,T. Kleindienst,F,11,194,2514,M,228981,EUR,809827200,F,11,11,False,26.0,22.0,4.0,4.0,0.0,9.0,11.0,15.0,9.0,5.0,,,,,,90.0,51.0,7.4,13.0,0.151953,0,,,13.0,3.0,6.0,10.0,1.0,3.0,2.0,,,,2.0,1.0,6.0,,,1.0,2.0,,1.0,3.0,,,2.0,,,,,,,,,1.0,
12499404,away,Borussia M'gladbach,Luca Netz,netz-luca,L. Netz,D,25,180,641,M,979144,EUR,1052956800,D,20,20,True,11.0,10.0,,,1.0,7.0,8.0,4.0,,1.0,,,,,,45.0,19.0,7.1,1.0,0.0949243,0,,,4.0,,,,,,,,,,3.0,1.0,,,,3.0,,,,,,,,1.0,1.0,,,,,,,,
12499404,away,Borussia M'gladbach,Marvin Friedrich,marvin-friedrich,M. Friedrich,D,5,193,161,M,254449,EUR,818812800,D,5,5,True,23.0,22.0,3.0,2.0,0.0,18.0,18.0,5.0,,1.0,,,,,,28.0,27.0,6.7,1.0,0.00359482,0,,,4.0,,,2.0,,,,,,,2.0,,,,,,,,,2.0,,,1.0,,,,,,,,,,
12499404,away,Borussia M'gladbach,Kevin Stöger,kevin-stoger,K. Stöger,M,7,175,715,M,95381,EUR,746409600,M,7,7,True,36.0,30.0,6.0,4.0,0.0,15.0,18.0,20.0,,1.0,,,,,,28.0,39.0,6.4,8.0,0.016189,0,,,15.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,1.0,,,,2.0,,,,1.0,,,,,
12499404,away,Borussia M'gladbach,Stefan Lainer,stefan-lainer,S. Lainer,D,22,176,447,M,113920,EUR,714873600,D,22,22,True,3.0,3.0,,,0.0,1.0,1.0,6.0,1.0,,1.0,1.0,,,,12.0,9.0,6.8,5.0,0.0079701,0,,,2.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,4.0,,,,,,,,,
12499404,away,Borussia M'gladbach,Tomáš Čvančara,tomas-cvancara,T. Čvančara,F,11,190,835,M,929163,EUR,966124800,F,31,31,True,5.0,3.0,,,0.0,2.0,3.0,2.0,,1.0,,,,,,12.0,9.0,6.4,3.0,0.00725616,2,,,1.0,,,,,,,1.0,1.0,,,,1.0,0.6884,0.3047,,,1.0,,,,,,,,,,,,,,,
12499404,away,Borussia M'gladbach,Tobias Sippel,tobias-sippel,T. Sippel,G,21,180,101,M,8772,EUR,574992000,G,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499404,away,Borussia M'gladbach,Fabio Chiarodia,fabio-chiarodia,F. Chiarodia,D,2,186,609,M,1130067,EUR,1117929600,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Fabio Chiarodia,,,,,,,,,,,,
12499404,away,Borussia M'gladbach,Florian Neuhaus,florian-neuhaus,F. Neuhaus,M,10,185,880,M,837205,EUR,858470400,M,10,10,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499404,away,Borussia M'gladbach,Shio Fukuda ,shio-fukuda,S. Fukuda ,F,13,178,926,M,1493496,EUR,1081382400,F,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Shio Fukuda ,,,,,,,,,,,,
