match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_totalOffside,stat_keyPass,stat_accurateCross,stat_challengeLost,stat_shotOffTarget,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal
11373447,home,Port Vale,Connor Ripley,connor-ripley,C. Ripley,G,1,180.0,33,M,372316,EUR,729561600,G,1,1,False,32.0,20.0,21.0,9.0,14.0,14.0,6.0,18.0,7.0,2.0,2.0,3.0,90.0,41.0,7.0,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373447,home,Port Vale,Lewis Cass,lewis-cass,L. Cass,D,24,185.0,7,M,970368,EUR,951609600,D,2,2,False,40.0,32.0,6.0,2.0,17.0,20.0,15.0,22.0,4.0,,,,90.0,60.0,6.6,12.0,0,,,2.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11373447,home,Port Vale,Nathan Smith,nathan-smith,N. Smith,D,5,182.0,11,M,551224,EUR,828489600,D,6,6,False,39.0,35.0,5.0,3.0,29.0,29.0,6.0,10.0,4.0,,,,90.0,55.0,7.1,5.0,0,Nathan,Smith,,2.0,5.0,7.0,2.0,1.0,,,True,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
11373447,home,Port Vale,Alex Iacovitti,alex-iacovitti,A. Iacovitti,D,16,180.0,22,M,823153,EUR,873158400,D,17,17,False,34.0,22.0,10.0,5.0,15.0,19.0,7.0,15.0,7.0,,,,90.0,57.0,6.5,19.0,0,,,,5.0,3.0,2.0,,,1.0,1.0,,3.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
11373447,home,Port Vale,Funso Ojo,funso-ojo,F. Ojo,M,14,177.0,44,M,51602,EUR,683337600,M,14,14,False,30.0,23.0,3.0,,9.0,11.0,14.0,21.0,5.0,,,,90.0,46.0,7.0,14.0,0,Funso,Ojo,2.0,1.0,3.0,1.0,2.0,1.0,3.0,,,1.0,1.0,,2.0,1.0,,,1.0,,,,,,,,,,,,,,
11373447,home,Port Vale,James Plant,james-plant,J. Plant,M,26,174.0,16,M,1949271,EUR,1099440000,M,21,21,False,19.0,14.0,3.0,1.0,3.0,3.0,12.0,20.0,2.0,,,,90.0,44.0,6.9,13.0,1,James,Plant,4.0,9.0,5.0,3.0,1.0,,1.0,,,4.0,,4.0,,1.0,4.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
11373447,home,Port Vale,Ethan Chislett,ethan-chislett,E. Chislett,M,23,178.0,549,M,962951,EUR,902793600,M,10,10,False,24.0,18.0,,,8.0,8.0,10.0,17.0,5.0,,,,74.0,39.0,9.0,7.0,3,,,1.0,4.0,4.0,,1.0,,,3.0,,,,,1.0,1.0,2.0,,1.0,,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,,,,,
11373447,home,Port Vale,Oliver Arblaster,oliver-arblaster,O. Arblaster,M,4,180.0,215,M,1191153,EUR,1073520000,M,18,18,False,24.0,18.0,4.0,2.0,4.0,5.0,14.0,20.0,5.0,,,,82.0,39.0,6.8,14.0,1,Oliver Arblaster,,1.0,4.0,2.0,1.0,1.0,,4.0,1.0,,1.0,,1.0,,1.0,,,3.0,,1.0,,1.0,1.0,,1.0,,,1.0,,,,
11373447,home,Port Vale,Conor Grant,conor-grant,C. Grant,M,4,176.0,18,M,585826,EUR,798163200,M,15,15,False,22.0,18.0,2.0,,8.0,10.0,11.0,20.0,5.0,,,,74.0,38.0,7.0,12.0,0,,,8.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,,,2.0,1.0,,,,,1.0,,,,1.0,,,,
11373447,home,Port Vale,Ellis Harrison,ellis-harrison,E. Harrison,F,19,180.0,38,M,150843,EUR,759801600,F,9,9,False,7.0,4.0,1.0,,1.0,2.0,3.0,5.0,1.0,,,,65.0,20.0,6.6,5.0,2,,,,5.0,7.0,2.0,,,1.0,2.0,,1.0,4.0,,,,2.0,,,,1.0,1.0,2.0,1.0,,1.0,,,,1.0,,,
