match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_interceptionWon,stat_lastManTackle,stat_wonTackle,stat_ownGoals,stat_challengeLost,stat_bigChanceMissed,stat_outfielderBlock,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,captain,player_sofascoreId,stat_dispossessed,stat_bigChanceCreated,stat_hitWoodwork,stat_goals,stat_errorLeadToAShot,stat_totalOffside
13981444,home,Atalanta,Marco Carnesecchi,marco-carnesecchi,M. Carnesecchi,G,29,192.0,3101,M,865646,EUR,962409600,G,29,29,False,28.0,21.0,11.0,5.0,0.0,18.0,19.0,3.0,9.0,1.0,1.0,2.0,5.0,1.0,2.0,2.0,3.0,3.0,90.0,38.0,6.9,7.0,0.0009758,0.191,0,-0.33,0.03,0.0,-0.05,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981444,home,Atalanta,Giorgio Scalvini,giorgio-scalvini,G. Scalvini,D,42,194.0,3375,M,1012176,EUR,1071100800,D,42,42,False,59.0,52.0,3.0,2.0,0.0,22.0,25.0,30.0,34.0,1.0,4.0,,1.0,,,,,,88.0,71.0,6.3,10.0,0.0182195,,1,,0.04,-0.03,-0.2,,,,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.1615,-0.52,,,,,,,,,,,,,,,,,,,,,
13981444,home,Atalanta,Isak Hien,hien-isak,I. Hien,D,4,191.0,2306,M,1157713,EUR,916185600,D,4,4,False,50.0,46.0,4.0,2.0,0.0,31.0,32.0,15.0,18.0,3.0,9.0,6.0,4.0,,,,,,90.0,71.0,6.8,7.0,0.00642153,,0,,0.14,0.05,-0.31,,,,6.0,7.0,,,,3.0,3.0,3.0,1.0,,,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,
13981444,home,Atalanta,Berat Djimsiti,berat-djimsiti,B. Djimsiti,D,19,190.0,2156,M,151003,EUR,730080000,D,19,19,False,82.0,72.0,8.0,6.0,0.0,42.0,46.0,30.0,36.0,3.0,6.0,4.0,6.0,,,,,,90.0,99.0,6.6,11.0,0.0140151,,1,,0.15,0.3,0.13,,,,12.0,14.0,1.0,1.0,1.0,2.0,1.0,,1.0,0.4225,-0.41,1.0,,2.0,,1.0,1.0,2.0,,,,,,,,,,,,,,
13981444,home,Atalanta,Raoul Bellanova,raoul-bellanova,R. Bellanova,M,16,188.0,2480,M,826185,EUR,958521600,M,16,16,False,34.0,29.0,2.0,1.0,0.0,10.0,13.0,19.0,21.0,2.0,5.0,,4.0,,,,,,90.0,61.0,6.8,17.0,0.171024,,3,,0.03,0.13,-0.06,,,,1.0,1.0,,,1.0,2.0,,1.0,,0.1595,-0.56,,,,,,,,16.0,4.0,1.0,1.0,0.4584,3.0,,,,,,,,
13981444,home,Atalanta,Marten de Roon,marten-de-roon,M. de Roon,M,15,185.0,1856,M,100389,EUR,670204800,M,15,15,False,79.0,70.0,7.0,5.0,0.0,21.0,24.0,49.0,55.0,1.0,1.0,5.0,2.0,,,,,,90.0,91.0,7.2,10.0,0.0792999,,2,,0.43,0.27,0.15,,,,2.0,4.0,1.0,,1.0,,,,1.0,0.0441,-0.05,1.0,,,,,,,,,,1.0,,1.0,True,,,,,,,
13981444,home,Atalanta,Mario Pašalić,mario-pasalic,M. Pašalić,M,20,189.0,7385,M,190437,EUR,792288000,M,8,8,False,50.0,48.0,6.0,5.0,1.0,28.0,28.0,20.0,22.0,1.0,2.0,3.0,3.0,,,,,,71.0,58.0,7.2,5.0,0.0368361,,0,,0.31,0.04,0.2,,,,3.0,5.0,1.0,,,1.0,2.0,,,,,,,1.0,,1.0,,,,,,,,3.0,,pasalicmario,,,,,,
13981444,home,Atalanta,Nicola Zalewski,nicola-zalewski,N. Zalewski,M,59,175.0,16244,M,984184,EUR,1011744000,M,59,59,False,36.0,25.0,7.0,3.0,0.0,11.0,14.0,14.0,22.0,,5.0,2.0,8.0,,,,,,90.0,71.0,8.0,19.0,0.775187,,1,,0.79,0.34,0.18,,,,3.0,5.0,4.0,3.0,1.0,1.0,,1.0,,0.0209,-0.03,1.0,,1.0,,,,,10.0,4.0,,,,3.0,,nico_zale,1.0,1.0,,,,
13981444,home,Atalanta,Charles De Ketelaere,charles-de-ketelaere,C. De Ketelaere,F,17,192.0,14835,M,960441,EUR,984182400,F,17,17,False,41.0,37.0,1.0,1.0,0.0,4.0,4.0,33.0,37.0,,2.0,,2.0,,,,,,84.0,59.0,7.4,14.0,0.364293,,3,,0.8,0.32,0.0,,,,1.0,5.0,3.0,2.0,2.0,,3.0,,,0.119,-0.22,,,,,,,,3.0,1.0,,1.0,,1.0,,cdk,3.0,,,,,
13981444,home,Atalanta,Daniel Maldini,daniel-maldini,D. Maldini,F,27,187.0,4629,M,970928,EUR,1002758400,F,70,70,False,19.0,15.0,,,0.0,4.0,4.0,11.0,15.0,,5.0,,3.0,,,,,,71.0,39.0,6.8,12.0,0.187477,,3,,0.31,0.36,0.0,,,,,4.0,4.0,3.0,2.0,,3.0,2.0,1.0,0.4096,-0.54,,,,,,1.0,,2.0,1.0,1.0,,0.2613,2.0,,dani.malda,2.0,,,,,
13981444,home,Atalanta,Gianluca Scamacca,gianluca-scamacca,G. Scamacca,F,9,195.0,6692,M,807301,EUR,915148800,F,9,9,False,20.0,14.0,1.0,1.0,0.0,2.0,3.0,12.0,17.0,4.0,11.0,,1.0,,,,,,72.0,44.0,7.8,13.0,0.0929847,,7,,-0.14,0.0,-0.03,,,,1.0,5.0,6.0,4.0,3.0,1.0,3.0,2.0,,0.5779,0.39,,,,,,1.0,,,,4.0,,1.3176,1.0,,scamacca,2.0,,1.0,1.0,,
13981444,home,Atalanta,Éderson,ederson,Éderson,M,13,183.0,7659,M,946888,EUR,931305600,M,13,13,True,20.0,17.0,1.0,,0.0,7.0,7.0,10.0,13.0,,1.0,1.0,1.0,,,,,,19.0,24.0,6.6,4.0,0.00939038,,0,,-0.16,0.25,-0.01,,,,,2.0,1.0,1.0,,,1.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,ederson99,,,,,,
13981444,home,Atalanta,Kamaldeen Sulemana,kamaldeen-sulemana,K. Sulemana,F,7,174.0,8299,M,1019442,EUR,1013731200,F,7,7,True,14.0,13.0,1.0,1.0,0.0,2.0,2.0,11.0,12.0,1.0,5.0,,1.0,,,,,,19.0,21.0,7.5,3.0,0.167685,,0,,0.36,0.04,0.58,,,,1.0,2.0,3.0,3.0,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,kamaldeenho10,,,,,,
13981444,home,Atalanta,Nikola Krstović,nikola-krstovic,N. Krstović,F,90,185.0,4445,M,839156,EUR,954892800,F,90,90,True,11.0,9.0,,,0.0,1.0,1.0,8.0,10.0,,,,,,,,,,18.0,13.0,6.1,4.0,0.0379186,,0,,-0.14,-0.15,0.0,,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
13981444,home,Atalanta,Lazar Samardžić,lazar-samardzic,L. Samardžić,M,10,183.0,4807,M,980624,EUR,1014508800,M,10,10,True,7.0,7.0,1.0,1.0,0.0,,,7.0,7.0,,,,2.0,,,,,,11.0,8.0,6.7,1.0,0.04957,,0,,0.17,0.28,-0.04,,,,1.0,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,lakisamar10,1.0,,,,,
13981444,home,Atalanta,Odilon Kossounou,odilon-kossounou,O. Kossounou,D,3,191.0,9985,M,973437,EUR,978566400,D,3,3,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,2.0,2.0,,,0.00032504,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,odilonkossounou,,,,,,
13981444,home,Atalanta,Marco Sportiello,marco-sportiello,M. Sportiello,G,57,192.0,1322,M,176301,EUR,705456000,G,57,57,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981444,home,Atalanta,Francesco Rossi,francesco-rossi,F. Rossi,G,31,193.0,299,M,80074,EUR,672710400,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981444,home,Atalanta,Giovanni Bonfanti,giovanni-bonfanti,G. Bonfanti,D,94,187.0,345,M,1183625,EUR,1042761600,D,94,94,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981444,home,Atalanta,Honest Ahanor,honest-ahanor,H. Ahanor,D,69,184.0,1976,M,1634980,EUR,1203724800,D,69,69,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981444,home,Atalanta,Davide Zappacosta,davide-zappacosta,D. Zappacosta,M,77,182.0,2125,M,132318,EUR,708220800,M,77,77,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981444,home,Atalanta,Marco Brescianini,marco-brescianini,M. Brescianini,M,4,188.0,1111,M,928800,EUR,948326400,M,44,44,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981444,home,Atalanta,Lorenzo Bernasconi,lorenzo-bernasconi,L. Bernasconi,M,47,190.0,638,M,1012177,EUR,1068940800,D,47,47,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981444,away,Pisa,Adrian Šemper,adrian-semper,A. Šemper,G,1,192.0,752,M,814876,EUR,884563200,G,1,1,False,41.0,27.0,35.0,21.0,0.0,10.0,12.0,17.0,29.0,1.0,1.0,,12.0,1.0,5.0,5.0,,,90.0,50.0,8.2,15.0,0.00508658,0.3525,0,1.0373,0.29,0.01,0.44,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981444,away,Pisa,Daniel Denoon,daniel-denoon,D. Denoon,D,44,187.0,123,M,1922473,EUR,1075248000,D,44,44,False,19.0,16.0,3.0,1.0,0.0,13.0,13.0,3.0,6.0,,4.0,2.0,3.0,,,,,,78.0,31.0,6.4,6.0,0.00048182,,0,,0.01,0.01,-0.15,,Daniel Denoon,,2.0,4.0,,,,3.0,2.0,1.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,
13981444,away,Pisa,Antonio Caracciolo,antonio-caracciolo,A. Caracciolo,D,4,185.0,258,M,116666,EUR,646704000,D,4,4,False,23.0,20.0,4.0,3.0,0.0,16.0,17.0,4.0,6.0,1.0,4.0,7.0,3.0,,,,,,90.0,42.0,6.5,5.0,0.00231999,,1,,0.12,0.01,-0.24,,,,1.0,8.0,,,1.0,3.0,2.0,,2.0,0.0291,-0.06,1.0,,2.0,,5.0,,,,,,,,,True,,,,,,1.0,
13981444,away,Pisa,Simone Canestrelli,canestrelli-simone,S. Canestrelli,D,5,192.0,454,M,911355,EUR,968630400,D,5,5,False,35.0,27.0,6.0,1.0,0.0,23.0,26.0,4.0,9.0,2.0,4.0,6.0,3.0,,,,,,90.0,50.0,7.1,10.0,0.0159949,,0,,0.06,0.08,0.63,,,,,1.0,,,,2.0,2.0,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,
13981444,away,Pisa,Idrissa Touré,idrissa-toure,I. Touré,M,15,187.0,833,M,826326,EUR,893808000,M,15,15,False,25.0,18.0,1.0,1.0,0.0,8.0,9.0,10.0,16.0,10.0,13.0,6.0,4.0,,,,,,90.0,54.0,7.5,17.0,0.0750787,,3,,0.13,0.19,0.18,,,,,3.0,1.0,1.0,2.0,2.0,5.0,,,0.2055,-0.57,,,1.0,,2.0,,,1.0,1.0,,1.0,,2.0,,,1.0,,,,,
13981444,away,Pisa,Marius Marin,marius-marin,M. Marin,M,6,182.0,1399,M,797596,EUR,904435200,M,6,6,False,23.0,19.0,5.0,3.0,0.0,10.0,10.0,9.0,13.0,2.0,4.0,1.0,3.0,,,,,,78.0,38.0,6.7,9.0,0.00989724,,0,,0.17,0.07,-0.15,,,,,3.0,1.0,1.0,,1.0,1.0,,1.0,,,2.0,,,,1.0,,,3.0,,,,,,,,1.0,,,,,
13981444,away,Pisa,Michel Aebischer,michel-aebischer,M. Aebischer,M,20,182.0,1236,M,850891,EUR,852508800,M,20,20,False,40.0,32.0,11.0,5.0,0.0,26.0,28.0,6.0,12.0,1.0,1.0,,9.0,,,,,,90.0,51.0,6.4,13.0,0.00940069,,2,,0.11,0.02,-0.21,,,,,5.0,,,1.0,,3.0,,,0.0338,-0.16,1.0,,,,4.0,,,,,,1.0,,,,,1.0,,,,,
13981444,away,Pisa,Samuele Angori,samuele-angori,S. Angori,M,3,184.0,664,M,1174457,EUR,1065484800,M,3,3,False,12.0,7.0,3.0,1.0,0.0,1.0,4.0,6.0,8.0,1.0,4.0,4.0,2.0,,,,,,90.0,35.0,7.3,10.0,0.557041,,1,,0.61,0.02,0.27,,,,5.0,7.0,,,1.0,2.0,,1.0,,0.0151,-0.08,2.0,,2.0,,,,1.0,6.0,3.0,,,,3.0,,,2.0,1.0,,,,
13981444,away,Pisa,Stefano Moreo,stefano-moreo,S. Moreo,F,32,191.0,621,M,346948,EUR,741398400,F,32,32,False,18.0,13.0,,,0.0,3.0,4.0,10.0,14.0,7.0,8.0,2.0,1.0,,,,,,62.0,28.0,7.0,8.0,0.224166,,2,,-0.12,0.33,0.15,,,,2.0,2.0,,,1.0,,2.0,1.0,,0.2943,-0.61,1.0,,,,,1.0,,1.0,,1.0,,0.4299,2.0,,,,,,,,
13981444,away,Pisa,Matteo Tramoni,matteo-tramoni,M. Tramoni,F,10,175.0,1168,M,887275,EUR,948326400,F,10,10,False,12.0,11.0,1.0,1.0,0.0,3.0,3.0,8.0,9.0,,2.0,,3.0,,,,,,61.0,24.0,6.6,4.0,0.0686277,,1,,0.18,0.09,-0.04,,,,2.0,5.0,,,,,1.0,2.0,1.0,0.0337,-0.22,,,,,1.0,,,2.0,1.0,1.0,,0.2401,,,,1.0,,,,,
13981444,away,Pisa,Henrik Wendel Meister,henrik-wendel-meister,H. W. Meister,F,9,191.0,686,M,1184248,EUR,1068681600,F,9,9,False,7.0,3.0,,,0.0,1.0,1.0,2.0,6.0,3.0,3.0,1.0,1.0,,,,,,54.0,15.0,6.4,10.0,0.00139673,,0,,-0.15,0.2,0.16,,Henrik Meister,,1.0,4.0,2.0,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
13981444,away,Pisa,M'Bala Nzola,mbala-nzola,M. Nzola,F,8,185.0,2430,M,788061,EUR,840326400,F,18,18,True,14.0,9.0,,,0.0,3.0,4.0,6.0,10.0,4.0,6.0,,2.0,,,,,,36.0,20.0,6.6,6.0,0.0238526,,0,,-0.02,-0.49,0.15,,,,3.0,7.0,1.0,1.0,,,,1.0,3.0,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,2.0
