match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_shotOffTarget,stat_totalOffside,stat_bigChanceMissed,player_sofascoreId
13472757,home,Mirassol,Walter,walter,Walter,G,22,188,774,M,329055,EUR,564192000,G,22,22,False,22.0,18.0,9.0,5.0,0.0,16.0,17.0,2.0,5.0,2.0,2.0,2.0,12.0,1.0,2.0,2.0,5.0,1.0,90.0,41.0,8.1,5.0,0.00070108,0,2.0594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472757,home,Mirassol,Lucas Ramon,lucas-ramon,L. Ramon,D,19,178,617,M,797225,EUR,762998400,D,19,19,False,28.0,22.0,3.0,1.0,1.0,13.0,16.0,9.0,12.0,,6.0,1.0,4.0,2.0,,,,,90.0,57.0,6.5,15.0,0.0297265,0,,2.0,1.0,1.0,11.0,5.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
13472757,home,Mirassol,João Victor,joao-victor,J. Victor,D,34,188,233,M,863297,EUR,873158400,D,34,34,False,44.0,38.0,4.0,2.0,0.0,31.0,34.0,7.0,10.0,4.0,5.0,10.0,6.0,,,,,,90.0,58.0,7.5,6.0,0.00159019,1,,,,1.0,4.0,,,,,,1.0,,,3.0,,,,1.0,1.0,1.0,0.2382,0.3981,,,,,,,
13472757,home,Mirassol,Jemmes,ribeiro-da-silva-jemmes-bruno,Jemmes,D,3,187,583,M,1527129,EUR,955238400,D,3,3,False,45.0,42.0,1.0,1.0,0.0,30.0,32.0,12.0,13.0,2.0,2.0,7.0,2.0,1.0,,,,,90.0,55.0,6.8,4.0,0.00853309,0,,,,2.0,3.0,1.0,,,,1.0,,,,,,Jemmes Ribeiro,,,,1.0,,,,,,,,,
13472757,home,Mirassol,Reinaldo,reinaldo,Reinaldo,D,6,178,2574,M,243109,EUR,622944000,D,6,6,False,37.0,29.0,5.0,2.0,1.0,11.0,15.0,18.0,22.0,1.0,6.0,2.0,3.0,3.0,,,,,90.0,85.0,7.5,27.0,0.704045,6,,11.0,2.0,,6.0,1.0,2.0,4.0,1.0,,3.0,,1.0,,2.0,,,3.0,,,0.1691,0.1743,2.0,3.0,,,,,
13472757,home,Mirassol,Danielzinho,danielzinho,Danielzinho,M,94,166,1169,M,356514,EUR,783907200,M,8,8,False,48.0,35.0,6.0,1.0,0.0,22.0,24.0,13.0,24.0,2.0,9.0,1.0,5.0,1.0,,,,,90.0,68.0,7.0,18.0,0.0138249,1,,2.0,,,5.0,2.0,1.0,1.0,1.0,,3.0,3.0,3.0,2.0,,,,,,2.0,0.042,,,1.0,True,,,,
13472757,home,Mirassol,José Aldo,jose-aldo,J. Aldo,M,21,174,317,M,988851,EUR,901324800,M,21,21,False,46.0,38.0,3.0,2.0,0.0,14.0,17.0,24.0,29.0,,4.0,1.0,4.0,2.0,,,,,62.0,62.0,6.9,12.0,0.0406961,1,,,,1.0,4.0,,1.0,1.0,,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,0.0284,,,,,1.0,,,
13472757,home,Mirassol,Gabriel,gabriel,Gabriel,M,27,178,805,M,243459,EUR,631584000,M,27,27,False,23.0,22.0,,,0.0,8.0,8.0,14.0,15.0,,4.0,,5.0,,,,,,66.0,33.0,8.1,3.0,0.146286,3,,3.0,1.0,1.0,2.0,1.0,,1.0,1.0,,,,3.0,,2.0,,,3.0,1.0,,0.1254,0.2929,1.0,,,,,,
13472757,home,Mirassol,Negueba,negueba,Negueba,M,11,175,664,M,872007,EUR,944179200,F,11,11,False,28.0,23.0,1.0,,0.0,10.0,10.0,13.0,18.0,,4.0,2.0,6.0,4.0,,,,,83.0,50.0,7.1,14.0,0.0241168,1,,3.0,,,3.0,,1.0,2.0,1.0,1.0,3.0,2.0,,2.0,1.0,,,,,1.0,0.0092,,,,,1.0,1.0,,
13472757,home,Mirassol,Cristian Renato,cristian-renato,C. Renato,F,17,189,259,M,1148306,EUR,950832000,F,17,17,False,13.0,9.0,,,0.0,3.0,6.0,6.0,7.0,1.0,3.0,2.0,,3.0,,,,,62.0,22.0,6.5,8.0,0.0227747,0,,,,3.0,5.0,,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,1.0,,
