match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_sofascoreId,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_wasFouled,stat_blockedScoringAttempt,stat_totalOffside,captain,stat_goals,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_penaltyWon,stat_penaltyMiss,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_penaltyConceded
12448325,home,AFC Ajax,Remko Pasveer,remko-pasveer,R. Pasveer,G,22,186,801,M,2622,EUR,437097600,G,22,22,False,36.0,30.0,11.0,5.0,0.0,27.0,29.0,3.0,7.0,2.0,10.0,3.0,5.0,2.0,2.0,90.0,51.0,7.5,7.0,0.00284711,0,0.8195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448325,home,AFC Ajax,Anton Gaaei,anton-gaaei,A. Gaaei,D,3,183,906,M,1120315,EUR,1037664000,D,3,3,False,37.0,33.0,5.0,2.0,1.0,22.0,22.0,14.0,23.0,2.0,2.0,,,,,90.0,62.0,7.2,11.0,0.0954792,1,,,,8.0,3.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.048,0.0119,1.0,,,,,,,,,,,,,,,,,,,,,
12448325,home,AFC Ajax,Josip Šutalo,josip-sutalo,J. Šutalo,D,37,190,4308,M,954836,EUR,951696000,D,37,37,False,81.0,74.0,7.0,4.0,0.0,61.0,64.0,13.0,17.0,4.0,2.0,,,,,90.0,92.0,7.0,9.0,0.00448858,0,,,,,,1.0,2.0,4.0,5.0,2.0,,,,,,3.0,2.0,,,,josip.sutalo,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
12448325,home,AFC Ajax,Youri Baas,youri-baas,Y. Baas,D,15,182,1216,M,1000228,EUR,1047859200,D,15,15,False,84.0,75.0,8.0,3.0,0.0,56.0,58.0,19.0,26.0,6.0,3.0,,,,,90.0,98.0,7.2,9.0,0.00920122,0,,,,,,1.0,4.0,2.0,8.0,,,,,,,1.0,1.0,,,,,,2.0,,,1.0,3.0,,,,,,,,,,,,,,
12448325,home,AFC Ajax,Jorrel Hato,jorrel-hato,J. Hato,D,21,182,15501,M,1153079,EUR,1141689600,D,4,4,False,33.0,33.0,,,0.0,22.0,22.0,11.0,12.0,4.0,8.0,,,,,90.0,67.0,6.8,8.0,0.0258964,1,,,,1.0,,3.0,4.0,9.0,12.0,1.0,2.0,3.0,1.0,,,7.0,5.0,0.0714,,,,,1.0,1.0,3.0,1.0,,1.0,,,,,,,,,,,,,
12448325,home,AFC Ajax,Davy Klaassen,davy-klaassen,D. Klaassen,M,18,179,1575,M,97410,EUR,730252800,M,18,18,False,15.0,15.0,,,0.0,6.0,6.0,9.0,9.0,2.0,4.0,,,,,60.0,23.0,6.5,2.0,0.00380802,0,,,,,,3.0,,5.0,1.0,,,2.0,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
12448325,home,AFC Ajax,Jordan Henderson,jordan-henderson,J. Henderson,M,6,183,6342,M,42694,EUR,645580800,M,6,6,False,59.0,46.0,9.0,1.0,0.0,26.0,27.0,21.0,33.0,1.0,7.0,,,,,90.0,78.0,7.2,16.0,0.63601,0,,,,1.0,1.0,,,3.0,7.0,2.0,1.0,3.0,3.0,1.0,,4.0,2.0,,,2.0,jordanhenderson,1.0,,,,,,,,True,,,,,,,,,,,
12448325,home,AFC Ajax,Kenneth Taylor,kenneth-taylor,K. Taylor,M,24,182,3631,M,959806,EUR,1021507200,M,8,8,False,24.0,18.0,1.0,,0.0,11.0,12.0,7.0,14.0,1.0,2.0,,,,,89.0,39.0,6.9,12.0,0.00873076,1,,,,2.0,,,1.0,5.0,4.0,1.0,,2.0,,,1.0,2.0,2.0,0.322,0.3221,,,,,,1.0,2.0,1.0,,2.0,,1.0,,,,,,,,,,
12448325,home,AFC Ajax,Bertrand Traoré,bertrand-traore,B. Traoré,F,25,180,34487,M,218160,EUR,810345600,F,20,20,False,19.0,12.0,,,0.0,4.0,5.0,8.0,14.0,,3.0,,,,,68.0,34.0,7.1,13.0,0.289246,3,,,,,,,2.0,3.0,5.0,,1.0,2.0,1.0,1.0,,1.0,1.0,0.7483,,1.0,bertrandtraore10,,1.0,,3.0,1.0,1.0,,,,,1.0,3.0,1.0,,,,,,,
12448325,home,AFC Ajax,Brian Brobbey,brobbey-brian,B. Brobbey,F,9,180,7090,M,910048,EUR,1012521600,F,9,9,False,12.0,9.0,,,0.0,6.0,8.0,3.0,4.0,,2.0,,,,,45.0,16.0,7.0,5.0,0.00719898,1,,,,,,2.0,1.0,6.0,1.0,,1.0,1.0,,,1.0,,,0.8256,0.9786,,brianbrobbeyy,,,,,2.0,,,2.0,,1.0,,,,,,,,,,
