match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_aerialLost,stat_interceptionWon,stat_wasFouled,stat_totalCross,stat_aerialWon,stat_dispossessed,stat_keyPass,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_goals,stat_goalAssist,stat_penaltyWon,stat_bigChanceCreated
11369979,home,RWDM Brussels,Theo Defourny,,,theo-defourny,T. Defourny,G,33,194.0,37,M,156736,EUR,704160000,G,33,33,False,True,32.0,16.0,22.0,6.0,12.0,18.0,4.0,14.0,6.0,4.0,2.0,5.0,90.0,39.0,7.1,16.0,0.00055147,0,0.4553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369979,home,RWDM Brussels,Junior Marsoni Sambu Mansoni​,,,junior-marsoni-sambu-mansoni,J. M. S. Mansoni,D,70,185.0,79,M,874855,EUR,833760000,D,21,21,False,,33.0,26.0,2.0,,20.0,20.0,6.0,13.0,2.0,,,,90.0,52.0,5.4,12.0,0.00898169,0,,3.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11369979,home,RWDM Brussels,Philipe Sampaio,,,philipe-sampaio,P. Sampaio,D,,191.0,350,M,588996,EUR,784512000,D,94,94,False,,26.0,25.0,5.0,4.0,20.0,20.0,5.0,6.0,3.0,,,,66.0,31.0,5.0,1.0,0.00490964,0,,5.0,,,,,4.0,,,,,1.0,4.0,1.0,,,,,,,,,,,,,,,,,
11369979,home,RWDM Brussels,David Sousa,,,david-sousa,David Sousa,D,43,190.0,148,M,1015932,EUR,994204800,D,43,43,False,,24.0,20.0,5.0,3.0,14.0,16.0,6.0,8.0,3.0,,,,45.0,29.0,6.2,6.0,0.00386841,0,,1.0,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
11369979,home,RWDM Brussels,Tayo Adaramola,,,tayo-adaramola,T. Adaramola,M,45,177.0,231,M,1005686,EUR,1068681600,D,11,11,False,,17.0,14.0,1.0,,9.0,10.0,5.0,8.0,5.0,,,,45.0,25.0,5.9,7.0,0.00583487,0,,3.0,,,2.0,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,
11369979,home,RWDM Brussels,Mamadou Sarr,Mamadou Sarr,,sarr-mamadou,M. Sarr,D,19,194.0,23625,M,1154657,EUR,1125273600,M,29,29,False,,32.0,26.0,2.0,,18.0,20.0,8.0,12.0,2.0,,,,90.0,45.0,6.2,9.0,0.0039198,0,,7.0,5.0,3.0,2.0,,4.0,4.0,3.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,
11369979,home,RWDM Brussels,Carlos Alberto,,,carlos-alberto,C. Alberto,M,11,179.0,528,M,1008700,EUR,1018742400,M,89,89,False,,6.0,5.0,,,3.0,3.0,2.0,3.0,2.0,,,,45.0,14.0,6.3,2.0,0.015293,0,,4.0,1.0,2.0,,,,,,,,,1.0,,2.0,1.0,,,1.0,,,,,,,,,,,,
11369979,home,RWDM Brussels,Xavier Mercier,,,xavier-mercier,X. Mercier,F,,171.0,74,M,102806,EUR,617328000,M,30,30,False,,22.0,15.0,2.0,2.0,7.0,7.0,8.0,16.0,3.0,,,,45.0,28.0,6.6,9.0,0.0147826,0,,1.0,1.0,,,,1.0,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,
11369979,home,RWDM Brussels,Pierre Dwomoh,,,pierre-dwomoh,P. Dwomoh,M,14,185.0,434,M,996993,EUR,1087776000,M,6,6,False,,33.0,26.0,4.0,4.0,16.0,17.0,10.0,16.0,12.0,,,,90.0,48.0,6.6,9.0,0.00913081,0,,7.0,8.0,3.0,4.0,3.0,2.0,3.0,2.0,,,,3.0,,,1.0,,1.0,1.0,,,,,,,,,,,,
11369979,home,RWDM Brussels,Mickaël Biron,,,mickael-biron,M. Biron,F,7,170.0,132,M,986817,EUR,872553600,M,7,7,False,,17.0,11.0,2.0,,6.0,6.0,6.0,16.0,3.0,,,,90.0,49.0,6.4,22.0,0.037535,2,,10.0,11.0,1.0,13.0,6.0,,3.0,1.0,,4.0,,,1.0,,2.0,5.0,,1.0,,1.0,1.0,1.0,1.0,0.2737,0.0289,,,,,
