match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialWon,stat_bigChanceCreated,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_bigChanceMissed,stat_totalCross,stat_totalContest,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_goalAssist,stat_wonContest,stat_totalOffside,player_sofascoreId,stat_goals,stat_punches,stat_totalKeeperSweeper,stat_clearanceOffLine
11401966,home,PEC Zwolle,Jasper Schendelaar,Jasper,Schendelaar,jasper-schendelaar,J. Schendelaar,G,1,182,179,M,856636,EUR,967852800,G,1,1,False,40.0,24.0,22.0,6.0,20.0,22.0,4.0,18.0,9.0,1.0,1.0,2.0,90.0,46.0,7.1,17.0,0.00174836,0,0.2783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401966,home,PEC Zwolle,Bram van Polen,,,bram-van-polen,B. v. Polen,D,,179,52,M,17032,EUR,497836800,D,2,2,False,23.0,19.0,4.0,3.0,13.0,14.0,6.0,9.0,3.0,,,,90.0,43.0,7.2,6.0,0.00723344,0,,True,2.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11401966,home,PEC Zwolle,Sam Kersten,,,sam-kersten,S. Kersten,D,4,191,83,M,847072,EUR,886118400,D,4,4,False,43.0,34.0,5.0,,26.0,29.0,8.0,14.0,4.0,,,,90.0,57.0,7.7,9.0,0.0084582,1,,,2.0,2.0,6.0,6.0,,5.0,,,,1.0,,5.0,1.0,1.0,0.0961,2.0,,,,,,,,,,,,,,,,,
11401966,home,PEC Zwolle,Thomas Lam,,,thomas-lam,T. Lam,D,3,188,86,M,110934,EUR,756172800,D,13,13,False,47.0,40.0,7.0,2.0,35.0,36.0,5.0,11.0,6.0,,,,90.0,61.0,7.1,7.0,0.00390486,1,,,3.0,5.0,5.0,9.0,1.0,,1.0,1.0,,1.0,1.0,3.0,,1.0,0.7812,,1.0,1.0,,,,,,,,,,,,,,,
11401966,home,PEC Zwolle,Anselmo Garcia McNulty,,,anselmo-garcia-mcnulty,A. G. McNulty,D,4,187,281,M,1005693,EUR,1045612800,D,15,15,False,41.0,33.0,6.0,3.0,22.0,26.0,11.0,17.0,5.0,,,,90.0,68.0,7.0,16.0,0.0332817,0,,,1.0,5.0,8.0,3.0,,1.0,6.0,2.0,1.0,,3.0,2.0,,,,,,,2.0,1.0,,,,,,,,,,,,,
11401966,home,PEC Zwolle,Nick Fichtinger,Nick,Fichtinger,fichtinger-nick,N. Fichtinger,M,34,178,50,M,1509752,EUR,1081209600,M,34,34,False,39.0,28.0,3.0,,17.0,22.0,12.0,18.0,8.0,,,,77.0,50.0,6.9,12.0,0.198945,0,,,3.0,5.0,8.0,,,3.0,4.0,,,,1.0,4.0,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,
11401966,home,PEC Zwolle,Davy van den Berg,,,davy-van-den-berg,D. v. d. Berg,M,6,185,272,M,1001468,EUR,949622400,M,11,11,False,49.0,37.0,7.0,6.0,17.0,21.0,20.0,29.0,6.0,,,,90.0,70.0,8.2,15.0,0.259641,4,,,3.0,6.0,9.0,2.0,,1.0,7.0,5.0,2.0,2.0,3.0,,,,0.0916,1.0,,,1.0,,,,3.0,1.0,0.0721,,,,,,,,
11401966,home,PEC Zwolle,Younes Namli,,,younes-namli,Y. Namli,M,9,180,239,M,235538,EUR,772070400,M,7,7,False,30.0,24.0,2.0,1.0,11.0,12.0,13.0,22.0,4.0,,,,77.0,42.0,7.5,12.0,0.307483,2,,,1.0,2.0,3.0,,,,,,1.0,2.0,,,,1.0,0.1334,4.0,,,4.0,2.0,,,1.0,,0.2387,1.0,1.0,,,,,,
11401966,home,PEC Zwolle,Odysseus Velanas,Odysseus,Velanas,odysseus-velanas,O. Velanas,M,18,180,83,M,846003,EUR,897004800,M,18,18,False,25.0,18.0,2.0,1.0,3.0,6.0,15.0,22.0,7.0,,,,89.0,42.0,7.1,15.0,0.0332351,2,,,3.0,5.0,2.0,2.0,,,1.0,1.0,2.0,1.0,,,,,0.0736,,,,3.0,1.0,,1.0,2.0,,0.3998,,,1.0,,,,,
11401966,home,PEC Zwolle,Eliano Reijnders,,,eliano-reijnders,E. Reijnders,D,2,168,8068,M,960112,EUR,972259200,M,23,23,False,16.0,13.0,2.0,1.0,3.0,4.0,10.0,13.0,3.0,,,,90.0,34.0,7.9,11.0,0.0552767,4,,,2.0,5.0,3.0,,,1.0,1.0,1.0,5.0,1.0,1.0,,,,0.3317,1.0,1.0,,1.0,3.0,,,3.0,1.0,0.5656,,1.0,1.0,eliano.r,1.0,,,
