match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_ownGoals,stat_penaltyConceded,stat_wasFouled,stat_totalOffside,stat_clearanceOffLine,stat_outfielderBlock,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_blockedScoringAttempt,player_sofascoreId,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_goodHighClaim,stat_penaltyWon
10407173,home,SV Zulte Waregem,Sammy Bossut,,,sammy-bossut,S. Bossut,G,38,187.0,35,M,18827,EUR,492566400,G,1,1,False,True,27.0,17.0,14.0,4.0,16.0,16.0,1.0,11.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,90.0,33.0,5.9,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407173,home,SV Zulte Waregem,Ravy Tsouka,,,ravy-tsouka,R. T. Dozi,D,2,181.0,78,M,787644,EUR,788140800,D,2,2,False,,38.0,27.0,8.0,3.0,19.0,23.0,9.0,17.0,2.0,13.0,,,,,,90.0,56.0,6.6,14.0,0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10407173,home,SV Zulte Waregem,Modou Tambedou,Moudou Tambedou,,modou-tambedou,M. Tambedou,D,20,,99,M,1391466,EUR,1049414400,D,18,18,False,,51.0,41.0,13.0,7.0,31.0,31.0,10.0,21.0,1.0,7.0,,,,,,90.0,61.0,6.4,11.0,1,,1.0,,1.0,,2.0,6.0,,,,,4.0,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,
10407173,home,SV Zulte Waregem,Borja López,,,borja-lopez,B. López,D,4,192.0,53,M,284865,EUR,760147200,D,3,3,False,,30.0,18.0,9.0,4.0,12.0,17.0,6.0,13.0,4.0,1.0,,,,,,74.0,36.0,6.3,12.0,0,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
10407173,home,SV Zulte Waregem,Oleksandr Drambaev,,,oleksandr-drambaev,O. Drambaev,D,14,183.0,50,M,997084,EUR,987811200,D,5,5,False,,23.0,13.0,2.0,1.0,6.0,7.0,7.0,17.0,1.0,7.0,,,,,,90.0,47.0,7.3,12.0,0,,1.0,,,,,5.0,,,,4.0,1.0,,,,,,,4.0,1.0,1.0,2.0,,,,,,,,,,
10407173,home,SV Zulte Waregem,Abdoulaye Sissako,,,abdoulaye-sissako,A. Sissako,M,8,186.0,77,M,846330,EUR,896140800,M,6,6,False,,18.0,13.0,1.0,1.0,6.0,7.0,7.0,11.0,1.0,3.0,,,,,,74.0,36.0,6.7,10.0,0,,,,,,4.0,8.0,3.0,4.0,3.0,1.0,2.0,2.0,,,,,,3.0,,,,1.0,,,,,,,,,
10407173,home,SV Zulte Waregem,Nicolas Rommens,,,nicolas-rommens,N. Rommens,M,8,183.0,22,M,328159,EUR,787622400,M,20,20,False,,40.0,31.0,4.0,1.0,13.0,16.0,22.0,34.0,1.0,5.0,,,,,,90.0,65.0,7.8,17.0,2,,10.0,4.0,,,2.0,7.0,,1.0,1.0,1.0,5.0,3.0,2.0,2.0,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,
10407173,home,SV Zulte Waregem,Novatus Miroshi,,,novatus-miroshi,N. Miroshi,M,20,185.0,3906,M,1103597,EUR,1030924800,M,26,26,False,,42.0,29.0,13.0,9.0,12.0,16.0,18.0,28.0,,4.0,,,,,,90.0,62.0,6.5,21.0,2,,2.0,1.0,1.0,,10.0,5.0,2.0,3.0,2.0,1.0,2.0,,3.0,,2.0,,,1.0,,,,2.0,,,novatus_40,3.0,,,,,
10407173,home,SV Zulte Waregem,Alessandro Ciranni,,,alessandro-ciranni,A. Ciranni,D,2,172.0,38,M,845968,EUR,835920000,F,14,14,False,,19.0,9.0,5.0,2.0,5.0,7.0,4.0,13.0,,3.0,,,,,,54.0,29.0,6.4,11.0,0,,1.0,,,,2.0,3.0,,,,,3.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,
10407173,home,SV Zulte Waregem,Jelle Vossen,,,jelle-vossen,J. Vossen,F,9,180.0,295,M,45946,EUR,606528000,F,9,9,False,,22.0,11.0,3.0,1.0,4.0,8.0,7.0,15.0,2.0,,,,,,,86.0,33.0,6.3,16.0,0,,1.0,,6.0,1.0,11.0,3.0,,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,,,3.0,,,,3.0,,,,,
