match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_outfielderBlock,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_fouls,stat_expectedGoals,stat_challengeLost,stat_totalContest,captain,stat_totalCross,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,player_firstName,player_lastName,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
12437813,home,Real Madrid,Andriy Lunin,andriy-lunin,A. Lunin,G,13,191,79229,M,ALunin,857574,EUR,918691200,G,13,13,False,32.0,28.0,7.0,3.0,0.0,26.0,28.0,2.0,4.0,1.0,2.0,3.0,5.0,1.0,1.0,3.0,90.0,39.0,7.1,4.0,0.00016733,0,0.0143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437813,home,Real Madrid,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,2,173,154229,M,DaniCarvajal,138572,EUR,695088000,D,2,2,False,70.0,62.0,3.0,3.0,0.0,22.0,24.0,40.0,46.0,,5.0,1.0,2.0,1.0,,,89.0,85.0,7.5,10.0,0.0358507,0,,1.0,1.0,2.0,4.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12437813,home,Real Madrid,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,14,188,145918,M,ATchouaméni,859025,EUR,948931200,D,14,14,False,51.0,48.0,2.0,2.0,0.0,26.0,28.0,22.0,23.0,2.0,4.0,2.0,2.0,1.0,,,90.0,58.0,7.3,3.0,0.00567078,0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
12437813,home,Real Madrid,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,22,191,192797,M,ARüdiger,142622,EUR,731116800,D,22,22,False,62.0,61.0,5.0,5.0,0.0,45.0,45.0,16.0,17.0,,3.0,3.0,4.0,1.0,,,90.0,69.0,7.2,1.0,0.00749969,1,,3.0,,,2.0,2.0,,,,1.0,1.0,1.0,2.0,0.1564,,,,,,,,,,,,,,,,,,
12437813,home,Real Madrid,Ferland Mendy,ferland-mendy,F. Mendy,D,23,178,70735,M,FerMendy,792073,EUR,802569600,D,23,23,False,57.0,54.0,2.0,2.0,0.0,28.0,30.0,26.0,27.0,,2.0,,1.0,1.0,,,90.0,70.0,7.1,5.0,0.00998784,0,,3.0,,2.0,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
12437813,home,Real Madrid,Luka Modrić,luka-modric,L. Modrić,M,14,173,354764,M,LModric10,15466,EUR,495072000,M,10,10,False,86.0,76.0,10.0,7.0,1.0,15.0,19.0,63.0,70.0,,3.0,,3.0,1.0,,,89.0,102.0,8.4,13.0,0.214044,1,,1.0,1.0,2.0,1.0,1.0,,3.0,,,,,,0.0547,,1.0,True,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,
12437813,home,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181,375509,M,Fede,831808,EUR,901065600,M,8,8,False,80.0,77.0,7.0,6.0,1.0,25.0,26.0,52.0,55.0,1.0,1.0,3.0,5.0,,,,90.0,89.0,8.8,5.0,0.047381,1,,,,2.0,,,1.0,3.0,1.0,,,,,0.0203,,,,1.0,,,,,1.0,1.0,0.118,,,,,,,
12437813,home,Real Madrid,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,6,182,191301,M,Tacklevinga,973887,EUR,1036886400,M,6,6,False,68.0,61.0,4.0,2.0,0.0,26.0,28.0,35.0,40.0,,6.0,1.0,6.0,2.0,,,70.0,82.0,7.2,10.0,0.0417705,0,,4.0,,1.0,4.0,3.0,1.0,1.0,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,
12437813,home,Real Madrid,Jude Bellingham,jude-bellingham,J. Bellingham,M,5,188,1013050,M,JudeBell,991011,EUR,1056844800,M,5,5,False,61.0,59.0,3.0,3.0,0.0,18.0,18.0,41.0,43.0,,6.0,,2.0,,,,90.0,76.0,7.2,6.0,0.0693992,2,,5.0,1.0,,3.0,1.0,2.0,,,1.0,,1.0,1.0,0.085,1.0,4.0,,,,3.0,,1.0,,,,,,,,,,
12437813,home,Real Madrid,Kylian Mbappé,kylian-mbappe,K. Mbappé,F,10,178,1731608,M,KMbappé,826643,EUR,914112000,F,9,9,False,22.0,20.0,2.0,2.0,0.0,1.0,1.0,19.0,22.0,,3.0,,1.0,1.0,,,71.0,37.0,6.7,10.0,0.0858518,3,,8.0,2.0,,,,,1.0,,1.0,,1.0,,0.0764,,7.0,,1.0,,2.0,,2.0,,,,1.0,,,,,,
12437813,home,Real Madrid,Vinícius Júnior,vinicius-junior,Vinícius Jr.,F,7,176,1170289,M,ViniJr,868812,EUR,963360000,F,7,7,False,39.0,31.0,3.0,1.0,0.0,6.0,6.0,25.0,35.0,,6.0,,2.0,2.0,,,79.0,52.0,8.1,11.0,0.0484062,3,,4.0,,,2.0,1.0,,1.0,,1.0,,2.0,1.0,0.0759,1.0,3.0,,2.0,,2.0,,,1.0,1.0,0.3482,,,,,,,
