match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_duelLost,stat_challengeLost,stat_lastManTackle,stat_fouls,captain,stat_aerialLost,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,player_sofascoreId,stat_outfielderBlock,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11388455,home,FC Utrecht,Vasilis Barkas,,,vasilis-barkas,V. Barkas,G,1,196,390,M,347726,EUR,770256000,G,1,1,False,36.0,28.0,18.0,11.0,20.0,24.0,8.0,12.0,7.0,2.0,3.0,5.0,90.0,45.0,8.3,8.0,0.0018691,0,0.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388455,home,FC Utrecht,Niklas Vesterlund,,,niklas-vesterlund,N. B. V. Nielsen,D,23,185,77,M,837010,EUR,928627200,D,23,23,False,36.0,24.0,4.0,2.0,15.0,18.0,9.0,18.0,7.0,,,,90.0,52.0,7.2,15.0,0.00694244,0,,1.0,3.0,4.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388455,home,FC Utrecht,Mike van der Hoorn,,,mike-van-der-hoorn,M. v. d. Hoorn,D,3,190,158,M,152414,EUR,719107200,D,3,3,False,65.0,52.0,13.0,7.0,35.0,39.0,17.0,26.0,8.0,,,,90.0,75.0,7.1,14.0,0.0182634,0,,4.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11388455,home,FC Utrecht,Nick Viergever,,,nick-viergever,N. Viergever,D,24,182,150,M,46900,EUR,618105600,D,24,24,False,44.0,41.0,1.0,1.0,26.0,26.0,15.0,18.0,2.0,,,,90.0,53.0,7.1,4.0,0.0113127,1,,3.0,3.0,5.0,,,1.0,2.0,,,1.0,True,1.0,1.0,1.0,0.0342,,,,,,,,,,,,,,,,,,,
11388455,home,FC Utrecht,Souffian El Karouani,,,souffian-el-karouani,S. El Karouani,D,16,178,3591,M,991679,EUR,971913600,D,16,16,False,41.0,33.0,3.0,,19.0,19.0,16.0,24.0,6.0,,,,90.0,58.0,7.7,10.0,0.382987,0,,3.0,7.0,1.0,3.0,2.0,1.0,3.0,1.0,,1.0,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,
11388455,home,FC Utrecht,Can Bozdoğan,,,can-bozdogan,C. Bozdoğan,M,8,175,306,M,934249,EUR,986428800,M,6,6,False,54.0,43.0,6.0,6.0,23.0,25.0,21.0,31.0,7.0,,,,90.0,74.0,7.3,17.0,0.0487224,2,,4.0,9.0,2.0,1.0,1.0,3.0,4.0,,,2.0,,1.0,,,0.0531,,2.0,1.0,,2.0,1.0,,1.0,1.0,1.0,3.0,0.0747,,,,,,,
11388455,home,FC Utrecht,Zidane Iqbal,,,zidane-iqbal,Z. Iqbal,M,14,180,7223,M,1014225,EUR,1051401600,M,14,14,False,26.0,21.0,3.0,2.0,8.0,8.0,13.0,18.0,2.0,,,,45.0,31.0,6.7,6.0,0.0129571,0,,,2.0,,2.0,1.0,,4.0,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,zidaneiqbal,1.0,,,,,
11388455,home,FC Utrecht,Marouan Azarkan,,,marouan-azarkan,M. Azarkan,M,17,165,221,M,987524,EUR,1007769600,M,11,11,False,13.0,9.0,,,1.0,2.0,8.0,11.0,1.0,,,,45.0,21.0,6.8,6.0,0.0490059,0,,1.0,2.0,,1.0,1.0,1.0,4.0,,,2.0,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,
11388455,home,FC Utrecht,Jens Toornstra,,,jens-toornstra,J. Toornstra,M,18,178,203,M,99960,EUR,607651200,M,18,18,False,25.0,18.0,3.0,1.0,4.0,6.0,16.0,26.0,5.0,,,,90.0,43.0,7.2,15.0,0.146367,0,,,2.0,2.0,2.0,1.0,2.0,3.0,1.0,,1.0,,,,1.0,,,7.0,2.0,,1.0,,,4.0,,,,,,,1.0,,,,
11388455,home,FC Utrecht,Othman Boussaid,,,othman-boussaid,O. Boussaid,M,49,166,244,M,877032,EUR,952387200,M,26,26,False,24.0,20.0,2.0,2.0,3.0,3.0,17.0,22.0,2.0,,,,85.0,41.0,7.3,12.0,0.52646,2,,,2.0,,,,4.0,3.0,1.0,,,,,1.0,2.0,0.0624,,1.0,,1.0,2.0,1.0,2.0,3.0,,1.0,1.0,,,,,,,,
