match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalCross,stat_wonTackle,player_firstName,player_lastName,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_dispossessed,stat_wasFouled,stat_keyPass,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_shotOffTarget,captain,stat_totalOffside,stat_bigChanceCreated,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_goalAssist,stat_hitWoodwork,stat_goals
11409131,home,CF Estrela Amadora,Wagner,wagner,Wagner,G,28,188,43,M,1400276,EUR,893721600,G,98,98,False,27.0,24.0,3.0,24.0,25.0,2.0,2.0,16.0,1.0,2.0,1.0,1.0,90.0,46.0,6.8,4.0,6.727e-05,0,-0.3803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409131,home,CF Estrela Amadora,Johnstone Omurwa,omurwa-johnstone,J. Omurwa,D,55,183,132,M,1006303,EUR,902534400,D,2,2,False,63.0,55.0,4.0,40.0,43.0,20.0,1.0,2.0,,,,,90.0,73.0,6.6,10.0,0.00540364,0,,1.0,15.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11409131,home,CF Estrela Amadora,Miguel Lopes,miguel-lopes,M. Lopes,D,13,182,63,M,41651,EUR,535334400,D,13,13,False,69.0,60.0,9.0,51.0,54.0,16.0,1.0,4.0,,,,,90.0,75.0,6.8,10.0,0.0265185,0,,4.0,9.0,2.0,2.0,4.0,4.0,,,,1.0,2.0,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
11409131,home,CF Estrela Amadora,Kialonda Gaspar,kialonda-gaspar,K. Gaspar,D,4,193,1228,M,1090374,EUR,875318400,D,4,4,False,81.0,75.0,2.0,61.0,63.0,18.0,1.0,4.0,,,,,90.0,91.0,6.8,8.0,0.0052895,1,,1.0,14.0,3.0,2.0,7.0,3.0,1.0,1.0,,3.0,,1.0,3.0,,,Kialonda Gaspar,,2.0,1.0,0.0454,0.0752,,,,,,,,,,,,,,,
11409131,home,CF Estrela Amadora,Jean Felipe,jean-felipe,J. Felipe,D,12,180,36,M,386094,EUR,769219200,M,12,12,False,29.0,18.0,4.0,10.0,13.0,23.0,5.0,2.0,,,,,79.0,58.0,7.1,19.0,0.0842177,0,,1.0,10.0,,2.0,3.0,5.0,,,,1.0,1.0,,1.0,7.0,1.0,,,1.0,,,,2.0,1.0,3.0,2.0,,,,,,,,,,,
11409131,home,CF Estrela Amadora,Aloisio,aloisio,Aloisio,M,20,180,45,M,962371,EUR,831081600,M,6,6,False,36.0,29.0,5.0,17.0,20.0,18.0,3.0,5.0,,,,,90.0,49.0,6.7,13.0,0.0517909,1,,4.0,12.0,,2.0,9.0,4.0,,,,,1.0,2.0,4.0,2.0,1.0,,,4.0,,0.0251,,,2.0,1.0,1.0,1.0,,,,,,,,,,
11409131,home,CF Estrela Amadora,Léo Cordeiro,leo-cordeiro,L. Cordeiro,M,22,174,96,M,869461,EUR,812160000,M,22,22,False,35.0,31.0,2.0,17.0,18.0,17.0,1.0,2.0,,,,,79.0,45.0,6.6,5.0,0.0134321,2,,1.0,14.0,,,4.0,3.0,,,1.0,,,1.0,3.0,,,,,1.0,,0.1199,,,,3.0,1.0,,1.0,2.0,,,,,,,,
11409131,home,CF Estrela Amadora,João Reis,joao-reis,J. Reis,D,17,174,24,M,343487,EUR,709344000,M,17,17,False,31.0,16.0,5.0,10.0,12.0,23.0,,4.0,,,,,90.0,55.0,6.7,19.0,0.011719,0,,,7.0,1.0,,1.0,3.0,1.0,1.0,,3.0,1.0,,,4.0,,,,,,,,1.0,,1.0,1.0,,,,True,,,,,,,
11409131,home,CF Estrela Amadora,Léo Jabá,leo-jaba,L. Jabá,F,,178,256,M,852518,EUR,902016000,F,8,8,False,20.0,17.0,,5.0,7.0,17.0,1.0,4.0,,,,,90.0,37.0,6.6,11.0,0.0576091,2,,,13.0,1.0,1.0,7.0,6.0,3.0,2.0,,,1.0,1.0,3.0,4.0,,,,,,0.1076,,1.0,2.0,2.0,,1.0,,1.0,,2.0,,,,,,
11409131,home,CF Estrela Amadora,Kikas,kikas,Kikas,F,98,176,231,M,869875,EUR,905990400,F,29,29,False,7.0,3.0,2.0,1.0,2.0,5.0,1.0,,,,,,73.0,16.0,6.4,8.0,0.001447,2,,,2.0,3.0,,5.0,,1.0,,,,,3.0,1.0,,,,,,,0.0474,,,,,,,,2.0,,1.0,,,,,,
11409131,home,CF Estrela Amadora,Ronald,ronald,Ronald,M,35,177,288,M,1123234,EUR,992476800,F,90,90,False,24.0,16.0,5.0,9.0,9.0,16.0,,7.0,,,,,90.0,47.0,7.3,16.0,0.0893628,2,,2.0,7.0,2.0,1.0,8.0,9.0,3.0,3.0,,1.0,1.0,4.0,4.0,1.0,1.0,Ronald,,,1.0,0.0376,0.1168,,2.0,4.0,3.0,1.0,,,,,1.0,,,,,
11409131,home,CF Estrela Amadora,André Luiz,andre-luiz,André Luiz,M,17,185,1296,M,1133282,EUR,1014422400,F,10,10,True,2.0,1.0,,1.0,2.0,,,,,,,,17.0,3.0,6.4,1.0,5.691e-05,0,,,,2.0,,3.0,1.0,,,,,,,,,,André Luiz,,1.0,,,,,,1.0,,,,,,,,,,,,
11409131,home,CF Estrela Amadora,Hevertton Santos,hevertton-santos,H. Santos,D,20,182,177,M,1087355,EUR,980985600,D,27,27,True,5.0,1.0,3.0,,,6.0,,,,,,,11.0,11.0,6.6,5.0,0.112521,0,,,2.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,
11409131,home,CF Estrela Amadora,Manuel Keliano,keliano-manuel,M. Keliano,M,42,185,351,M,1464131,EUR,1042675200,M,23,23,True,4.0,4.0,,3.0,3.0,1.0,,1.0,,,,,11.0,8.0,6.7,,9.877e-05,1,,,1.0,,,,1.0,,,2.0,,,,,,,Manuel Keliano,,,,0.0198,,,,1.0,,1.0,,,,,,,,,,
11409131,home,CF Estrela Amadora,Edmilson Cambila,edmilson-cambila,E. Cambila,G,,183,13,M,1002419,EUR,1021507200,G,89,89,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409131,home,CF Estrela Amadora,Nkanyiso Shinga,shinga,Shinga,D,33,175,472,M,1410342,EUR,954374400,D,25,25,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Shinga,,,,,,,,,,,,,,,,,,,,
11409131,home,CF Estrela Amadora,Júnior Almeida,erivaldo-almeida,Jr. Almeida,D,4,189,45,M,1046500,EUR,947894400,D,14,14,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Erivaldo Almeida,,,,,,,,,,,,,,,,,,,,
11409131,home,CF Estrela Amadora,Vitó,vito,Vitó,M,8,180,26,M,845680,EUR,874540800,M,18,18,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409131,home,CF Estrela Amadora,Brenner,brenner,Brenner,F,11,171,184,M,1799251,EUR,1009929600,F,84,84,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409131,away,Moreirense,Kewin,kewin,Kewin,G,1,187,111,M,865371,EUR,790992000,G,40,40,False,30.0,16.0,21.0,11.0,13.0,17.0,2.0,9.0,2.0,1.0,1.0,1.0,90.0,44.0,7.8,14.0,0.00216682,0,0.192,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,,,
11409131,away,Moreirense,Fabiano Souza,fabiano-silva,F. Souza,D,70,175,371,M,1130513,EUR,952992000,D,2,2,False,29.0,21.0,4.0,11.0,13.0,18.0,5.0,7.0,,,,,90.0,63.0,7.5,15.0,0.108772,0,,2.0,11.0,,1.0,4.0,5.0,1.0,,1.0,,,,1.0,2.0,,,,1.0,,,,1.0,1.0,4.0,2.0,,,,,,,,,1.0,,
11409131,away,Moreirense,Marcelo,marcelo,Marcelo,D,44,182,57,M,156318,EUR,617500800,D,44,44,False,48.0,40.0,8.0,35.0,37.0,11.0,3.0,1.0,,,,,90.0,53.0,6.9,8.0,0.00081145,0,,2.0,5.0,1.0,3.0,3.0,4.0,,,1.0,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,
11409131,away,Moreirense,Maracás,maracas,Maracás,D,26,184,121,M,931485,EUR,767404800,D,26,26,False,52.0,44.0,5.0,40.0,43.0,9.0,5.0,2.0,,,,,90.0,68.0,7.7,9.0,0.00131471,1,,1.0,4.0,,5.0,2.0,10.0,,,1.0,1.0,4.0,1.0,2.0,,3.0,,,,,0.0732,,,,2.0,,,1.0,1.0,,,,,,,1.0,
11409131,away,Moreirense,Pedro Amador,pedro-amador,P. Amador,D,18,181,89,M,927038,EUR,913939200,D,18,18,False,21.0,16.0,2.0,10.0,13.0,13.0,3.0,3.0,,,,,89.0,52.0,7.0,13.0,0.0114641,0,,1.0,7.0,2.0,1.0,3.0,4.0,1.0,,,3.0,2.0,1.0,1.0,5.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,
11409131,away,Moreirense,Gonçalo Franco,goncalo-franco,G. Franco,M,17,176,243,M,984866,EUR,974419200,M,88,88,False,31.0,20.0,4.0,12.0,15.0,16.0,1.0,3.0,,,,,90.0,41.0,7.0,11.0,0.0197363,3,,3.0,8.0,1.0,1.0,3.0,5.0,1.0,1.0,,,1.0,,1.0,,1.0,,,1.0,,0.0931,,,,2.0,1.0,1.0,,2.0,,,1.0,,,,,
11409131,away,Moreirense,Lawrence Ofori,lawrence-ofori,L. Ofori,M,80,181,149,M,892170,EUR,898992000,M,80,80,False,45.0,37.0,8.0,27.0,29.0,17.0,,6.0,,,,,89.0,57.0,6.6,12.0,0.0095588,1,,3.0,10.0,,,4.0,5.0,2.0,1.0,,,1.0,2.0,1.0,1.0,1.0,,,2.0,,0.0122,,,,3.0,,1.0,,,,,,,,,,
11409131,away,Moreirense,Kobamelo Kodisang,kobamelo-kodisang,K. Kodisang,M,13,169,215,M,822874,EUR,935798400,M,21,21,False,12.0,11.0,4.0,2.0,2.0,10.0,1.0,3.0,,,,,80.0,22.0,6.5,4.0,0.022513,1,,3.0,9.0,1.0,1.0,3.0,2.0,,,,1.0,,3.0,,,,,,2.0,,0.521,,,,1.0,1.0,,1.0,1.0,,,,,,,,
11409131,away,Moreirense,Alan,alan,Alan,M,11,163,525,M,905455,EUR,952473600,M,11,11,False,31.0,27.0,2.0,11.0,11.0,24.0,,2.0,,,,,80.0,46.0,7.0,11.0,0.0836206,1,,1.0,16.0,1.0,,5.0,4.0,,,,,1.0,3.0,4.0,4.0,,,,,,0.0561,,,,3.0,3.0,,,1.0,,,,,,,,
11409131,away,Moreirense,Madson de Souza Silva,madson-de-souza-silva,M. d. S. Silva,M,9,164,238,M,937555,EUR,935625600,M,31,31,False,12.0,5.0,1.0,2.0,3.0,9.0,1.0,5.0,,,,,72.0,26.0,6.5,10.0,0.00760079,2,,1.0,3.0,1.0,,4.0,3.0,2.0,1.0,,,,2.0,1.0,,,,,1.0,,0.0928,,,,2.0,,1.0,,1.0,,,,,,,,
11409131,away,Moreirense,André Luis,andre-luis,A. Luis,F,9,182,773,M,904297,EUR,763171200,F,9,9,False,15.0,7.0,2.0,,1.0,14.0,1.0,4.0,,,,,90.0,26.0,7.8,11.0,0.199243,1,,,7.0,4.0,4.0,7.0,6.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,1.0,0.0384,0.3758,,2.0,1.0,2.0,,,,True,,1.0,,,,,1.0
11409131,away,Moreirense,Jeremy Antonisse,jeremy-antonisse,J. Antonisse,F,7,177,139,M,1092638,EUR,1017360000,F,17,17,True,3.0,3.0,,,,3.0,,,,,,,18.0,7.0,7.0,1.0,0.0364631,1,,,3.0,,,,2.0,2.0,2.0,,,,1.0,1.0,,,Jeremy,Antonisse,,1.0,0.0204,0.2439,,,,1.0,,,,,,,,,,,
11409131,away,Moreirense,Wallisson Luiz,wallisson-luiz,Wallisson Luiz,M,8,184,182,M,922601,EUR,874972800,M,8,8,True,4.0,2.0,,2.0,2.0,2.0,,1.0,,,,,12.0,9.0,6.1,4.0,2.495e-05,0,,,,,,3.0,3.0,2.0,2.0,,,,1.0,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
11409131,away,Moreirense,Matheus Aiás,matheus-aias,M. Aiás,F,9,175,293,M,899902,EUR,851904000,F,7,7,True,4.0,3.0,1.0,,,4.0,,,,,,,10.0,6.0,6.5,1.0,0.00320779,1,,,3.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,0.0402,,,,,,1.0,,,,,,,,,,
11409131,away,Moreirense,Godfried Frimpong,godfried-frimpong,G. Frimpong,D,21,180,173,M,931743,EUR,924652800,D,23,23,True,,,,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409131,away,Moreirense,Rúben Ramos Ismael,ruben-ramos-ismael,Ismael,M,16,184,179,M,1469058,EUR,922320000,M,6,6,True,1.0,,1.0,,,1.0,,,,,,,1.0,1.0,,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409131,away,Moreirense,Caio,caio,Caio,G,22,192,67,M,345843,EUR,661824000,G,22,22,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409131,away,Moreirense,Carlos Ponck,carlos-ponck,C. Ponck,D,26,183,62,M,584116,EUR,789955200,D,14,14,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409131,away,Moreirense,Gilberto Batista,batista-gilberto,G. Batista,D,66,185,135,M,1153099,EUR,1072656000,D,66,66,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409131,away,Moreirense,Pedro Aparício,pedro-aparicio,P. Aparício,M,10,171,39,M,1091674,EUR,809049600,M,10,10,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Pedro Aparício,,,,,,,,,,,,,,,,,,,,
