match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_errorLeadToAShot,stat_fouls,player_firstName,stat_aerialLost,stat_dispossessed,stat_accurateCross,stat_totalContest,stat_onTargetScoringAttempt,stat_keyPass,stat_goalAssist,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,player_lastName,stat_goals,stat_totalOffside,captain,stat_bigChanceMissed,player_sofascoreId
10437991,home,Sporting Braga,Matheus,matheus,Matheus,G,1,190,1473,M,603946,EUR,711504000,G,1,1,False,37.0,22.0,22.0,7.0,17.0,21.0,5.0,16.0,2.0,3.0,2.0,13.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,90.0,51.0,7.9,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437991,home,Sporting Braga,Victor Gómez,victor-gomez,V. Gómez,D,2,169,297,M,877918,EUR,954547200,D,2,2,False,64.0,55.0,5.0,3.0,19.0,22.0,36.0,48.0,,2.0,1.0,7.0,,,,,,,,90.0,95.0,7.2,16.0,1,6.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10437991,home,Sporting Braga,Vítor Tormena,vitor-tormena,V. Tormena,D,3,192,192,M,892426,EUR,820713600,D,3,3,False,72.0,59.0,9.0,1.0,37.0,41.0,22.0,31.0,5.0,5.0,3.0,11.0,,,,,,,,90.0,80.0,7.1,13.0,0,,1.0,,,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
10437991,home,Sporting Braga,Serdar Saatçı,serdar-saatci,S. Saatçı,D,15,190,434,M,1084880,EUR,1045180800,D,5,5,False,76.0,70.0,1.0,,55.0,57.0,15.0,19.0,3.0,5.0,1.0,7.0,1.0,,,,,,,90.0,85.0,7.2,7.0,0,,5.0,,,,4.0,1.0,1.0,,,1.0,Serdar Saatci,3.0,1.0,,,,,,,,,,,,,,
10437991,home,Sporting Braga,Nuno Sequeira,nuno-sequeira,N. Sequeira,D,6,184,53,M,170117,EUR,651024000,D,6,6,False,66.0,49.0,4.0,1.0,13.0,22.0,37.0,52.0,5.0,9.0,2.0,10.0,3.0,,,,,,,90.0,105.0,6.9,28.0,1,8.0,7.0,3.0,,,2.0,1.0,,1.0,,1.0,,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,,
10437991,home,Sporting Braga,Iuri Medeiros,iuri-medeiros,I. Medeiros,M,45,174,247,M,252613,EUR,773798400,M,45,45,False,45.0,40.0,5.0,5.0,6.0,6.0,34.0,40.0,,1.0,,4.0,,,,,,,,72.0,60.0,8.0,11.0,5,1.0,6.0,1.0,2.0,,,,,3.0,,1.0,,2.0,1.0,,2.0,2.0,3.0,1.0,1.0,2.0,1.0,,,,,,
10437991,home,Sporting Braga,Mutassim Al-Musrati,mutassim-al-musrati,M. Al-Musrati,M,73,189,2821,M,868958,EUR,828748800,M,8,8,False,74.0,66.0,9.0,6.0,32.0,34.0,34.0,40.0,1.0,3.0,1.0,3.0,,,,,,,,86.0,89.0,7.6,9.0,3,,6.0,3.0,,1.0,6.0,2.0,1.0,,,1.0,,2.0,,,,2.0,1.0,,,,1.0,,,,,,
10437991,home,Sporting Braga,André Horta,andre-horta,A. Horta,M,6,174,845,M,775699,EUR,847324800,M,10,10,False,86.0,81.0,5.0,4.0,27.0,27.0,55.0,68.0,,5.0,,5.0,,,,,,,,87.0,110.0,7.5,16.0,1,9.0,3.0,1.0,,1.0,,3.0,1.0,1.0,,,,,1.0,1.0,3.0,1.0,2.0,,2.0,,,,,,,,
10437991,home,Sporting Braga,Bruma,bruma,Bruma,F,7,173,2690,M,97012,EUR,782956800,M,27,27,False,21.0,16.0,,,1.0,1.0,15.0,20.0,,5.0,,4.0,1.0,,,,,,,65.0,35.0,7.4,8.0,2,,2.0,,,,,1.0,1.0,1.0,,,,,1.0,,4.0,1.0,,,3.0,,1.0,,1.0,1.0,,,
10437991,home,Sporting Braga,Ricardo Horta,ricardo-horta,R. Horta,M,21,173,2145,M,314380,EUR,779587200,F,21,21,False,41.0,36.0,1.0,,4.0,4.0,32.0,37.0,,4.0,,6.0,1.0,,,,,,,86.0,57.0,7.1,10.0,2,,2.0,,,,1.0,2.0,1.0,2.0,,,,,,,3.0,2.0,4.0,,1.0,,,,,,True,1.0,
10437991,home,Sporting Braga,Abel Ruíz,abel-ruiz,A. Ruíz,F,9,182,1448,M,826013,EUR,949017600,F,9,9,False,19.0,14.0,,,2.0,2.0,12.0,17.0,2.0,7.0,1.0,2.0,1.0,,,,,,,90.0,43.0,7.0,13.0,3,,4.0,,,,,3.0,2.0,5.0,,1.0,,1.0,1.0,,2.0,,1.0,,1.0,,3.0,,,,,,
10437991,home,Sporting Braga,Pizzi,pizzi,Pizzi,M,21,179,1284,M,77725,EUR,623635200,M,22,22,True,15.0,11.0,,,2.0,2.0,9.0,13.0,,1.0,,1.0,,,,,,,,25.0,18.0,6.9,5.0,0,,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,
10437991,home,Sporting Braga,Simon Banza,simon-banza,S. Banza,F,9,189,10452,M,825945,EUR,839894400,F,23,23,True,11.0,7.0,,,,,7.0,11.0,3.0,6.0,,2.0,,,,,,,,18.0,21.0,7.6,7.0,3,,5.0,,,,,3.0,2.0,1.0,,,,3.0,1.0,,1.0,2.0,,,,,1.0,,1.0,,,,simbnz
10437991,home,Sporting Braga,André Castro,andre-castro,A. Castro,M,,179,107,M,41652,EUR,575942400,M,88,88,True,4.0,4.0,,,1.0,1.0,3.0,3.0,,1.0,,,,,,,,,,9.0,6.0,6.7,1.0,0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10437991,home,Sporting Braga,Rodrigo Gomes,gomes-rodrigo,R. Gomes,M,21,171,1190,M,1006073,EUR,1057536000,F,7,7,True,1.0,1.0,,,,,1.0,2.0,1.0,1.0,,1.0,,,,,,,,9.0,7.0,6.4,5.0,0,1.0,2.0,,,,,,,3.0,,1.0,,,,,1.0,,,,,,,,,,,,
10437991,home,Sporting Braga,Uroš Račić,uros-racic,U. Račić,M,10,193,669,M,839909,EUR,890092800,M,19,19,True,3.0,3.0,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,9.0,4.0,6.4,1.0,0,,2.0,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,
10437991,home,Sporting Braga,Tiago Sá,tiago-sa,T. Sá,G,12,188,145,M,344159,EUR,789782400,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437991,home,Sporting Braga,Diogo Fonseca,fonseca-diogo,D. Fonseca,D,3,191,23,M,1120035,EUR,1018396800,D,47,47,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437991,home,Sporting Braga,Cristián Borja,cristian-borja,C. Borja,D,26,182,1124,M,831038,EUR,729993600,D,26,26,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437991,home,Sporting Braga,Josafat Mendes,josafat-mendes,J. Mendes,D,2,177,330,M,1133258,EUR,1041292800,D,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437991,away,Rio Ave,Jhonatan,jhonatan,Jhonatan,G,,189,96,M,798688,EUR,673660800,G,18,18,False,21.0,12.0,10.0,3.0,9.0,12.0,3.0,9.0,,,1.0,16.0,,,4.0,9.0,1.0,,,90.0,40.0,7.8,10.0,0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
10437991,away,Rio Ave,Patrick William,patrick-william,P. William,D,,186,83,M,921624,EUR,865296000,D,4,4,False,40.0,30.0,10.0,4.0,21.0,28.0,9.0,13.0,1.0,4.0,8.0,7.0,,,,,,,,90.0,61.0,6.9,13.0,0,1.0,5.0,1.0,,3.0,1.0,3.0,2.0,1.0,,2.0,,1.0,,,1.0,,,,,,,,,,,,
10437991,away,Rio Ave,Aderllan Santos,aderllan-santos,A. Santos,D,33,193,103,M,129617,EUR,608083200,D,33,33,False,29.0,22.0,5.0,2.0,19.0,22.0,3.0,7.0,5.0,8.0,12.0,1.0,,,,,,,,90.0,52.0,7.1,8.0,1,,8.0,,,1.0,1.0,3.0,1.0,,,,,7.0,,,1.0,1.0,,,,,,,,,,,
10437991,away,Rio Ave,Josué Sá,josue-sa,J. Sá,D,3,186,48,M,137982,EUR,708739200,D,23,23,False,42.0,26.0,6.0,2.0,17.0,25.0,9.0,17.0,2.0,3.0,6.0,7.0,,,,,,,,81.0,56.0,6.4,17.0,0,,4.0,2.0,,1.0,4.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,
