match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_aerialWon,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_wonTackle,stat_challengeLost,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_lastManTackle,stat_bigChanceMissed,stat_wonContest,stat_goalAssist,stat_crossNotClaimed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_clearanceOffLine,stat_outfielderBlock,stat_totalOffside,stat_errorLeadToAGoal
10434009,home,Antalyaspor,Helton Leite,,,helton-leite,H. Leite,G,23,196,372,M,329081,EUR,657504000,G,90,90,False,28.0,25.0,6.0,4.0,25.0,27.0,1.0,1.0,8.0,2.0,2.0,90.0,37.0,6.3,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434009,home,Antalyaspor,Bünyamin Balcı,,,bunyamin-balci,B. Balcı,D,7,180,128,M,967214,EUR,959731200,D,7,7,False,39.0,32.0,4.0,2.0,20.0,22.0,17.0,,6.0,,,90.0,65.0,6.7,9.0,0,12.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
10434009,home,Antalyaspor,Veysel Sarı,,,veysel-sari,V. Sarı,D,89,185,109,M,98276,EUR,585792000,D,89,89,False,67.0,56.0,15.0,9.0,47.0,53.0,14.0,6.0,7.0,,,90.0,82.0,7.2,12.0,1,9.0,4.0,7.0,9.0,,,2.0,,,2.0,2.0,True,7.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10434009,home,Antalyaspor,Ömer Toprak,,,omer-toprak,Ö. Toprak,D,,187,127,M,39015,EUR,616982400,D,21,21,False,60.0,47.0,12.0,4.0,38.0,43.0,17.0,1.0,6.0,,,72.0,68.0,6.4,13.0,1,9.0,1.0,2.0,3.0,,1.0,1.0,,,,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,
10434009,home,Antalyaspor,Güray Vural,,,guray-vural,G. Vural,D,77,177,69,M,43559,EUR,581990400,D,11,11,False,51.0,33.0,12.0,4.0,21.0,27.0,29.0,4.0,12.0,,,90.0,73.0,7.2,22.0,2,14.0,1.0,5.0,4.0,,2.0,3.0,,,2.0,1.0,,1.0,1.0,1.0,,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10434009,home,Antalyaspor,Erdal Rakip,,,erdal-rakip,E. Rakip,M,,179,73,M,319871,EUR,824169600,M,6,6,False,28.0,17.0,5.0,2.0,7.0,14.0,15.0,1.0,7.0,,,87.0,36.0,6.8,14.0,0,10.0,1.0,6.0,6.0,2.0,1.0,,,2.0,2.0,3.0,,4.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,
10434009,home,Antalyaspor,Fernando,,,fernando,Fernando,M,,175,141,M,123354,EUR,699580800,M,8,8,False,59.0,41.0,16.0,9.0,22.0,28.0,41.0,,10.0,,,90.0,75.0,7.6,23.0,1,24.0,,,4.0,,,2.0,,,1.0,5.0,,2.0,,,,2.0,,10.0,5.0,1.0,,,,,,,,,,,,,,
10434009,home,Antalyaspor,Sinan Gümüş,,,sinan-gumus,S. Gümüş,F,,179,110,M,169165,EUR,758592000,M,77,77,False,8.0,5.0,1.0,1.0,5.0,5.0,3.0,,2.0,,,45.0,16.0,6.3,6.0,2,,1.0,4.0,2.0,,,,2.0,2.0,1.0,,,,1.0,,,,1.0,,,2.0,,,,1.0,,,,,,,,,,
10434009,home,Antalyaspor,Shoya Nakajima,,,shoya-nakajima,S. Nakajima,F,10,167,664,M,155825,EUR,777600000,M,22,22,False,16.0,14.0,1.0,1.0,8.0,8.0,9.0,,,,,79.0,27.0,6.6,5.0,3,6.0,,2.0,2.0,1.0,,1.0,2.0,,,1.0,,,,,1.0,,2.0,1.0,,,2.0,,,,1.0,,,,,,,,,
10434009,home,Antalyaspor,Doğukan Sinik,,,dogukan-sinik,D. Sinik,M,70,180,124,M,796114,EUR,916876800,M,70,70,False,15.0,12.0,1.0,1.0,3.0,4.0,12.0,,4.0,,,72.0,33.0,6.6,9.0,5,9.0,,7.0,1.0,2.0,,,3.0,,1.0,2.0,,,1.0,1.0,1.0,,4.0,1.0,,3.0,1.0,,,2.0,1.0,1.0,,,,,,,,
