match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_interceptionWon,stat_wonTackle,stat_wasFouled,stat_totalContest,stat_wonContest,player_firstName,player_lastName,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_hitWoodwork,stat_totalOffside,stat_outfielderBlock,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed
11396346,home,Borussia Dortmund,Gregor Kobel,gregor-kobel,G. Kobel,G,1,193,6864,M,gregorkobel,556866,EUR,881366400,G,1,1,False,46.0,37.0,12.0,3.0,35.0,36.0,2.0,10.0,9.0,2.0,5.0,90.0,59.0,7.5,10.0,0.00410173,0,0.0735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396346,home,Borussia Dortmund,Thomas Meunier,thomas-meunier,T. Meunier,D,12,190,2762,M,,128587,EUR,684633600,D,24,24,False,54.0,45.0,3.0,1.0,25.0,27.0,20.0,30.0,5.0,,,81.0,74.0,6.5,15.0,0.0313789,2,,3.0,2.0,1.0,7.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.1007,1.0,,,,,,,,,,,,,,,,,,
11396346,home,Borussia Dortmund,Mats Hummels,mats-hummels,M. Hummels,D,15,191,4570,M,aussenrist15,16632,EUR,598233600,D,15,15,False,55.0,48.0,1.0,,23.0,25.0,25.0,30.0,5.0,,,45.0,69.0,7.2,8.0,0.0202507,1,,,1.0,1.0,2.0,4.0,,,1.0,,2.0,3.0,1.0,1.0,0.1048,2.0,1.0,2.0,,,,,,,,,,,,,,,,
11396346,home,Borussia Dortmund,Nico Schlotterbeck,nico-schlotterbeck,N. Schlotterbeck,D,4,191,10353,M,nico.schlotterbeck,940871,EUR,944006400,D,4,4,False,84.0,76.0,5.0,3.0,44.0,48.0,32.0,36.0,7.0,,,72.0,90.0,7.0,8.0,0.0199082,1,,,,1.0,1.0,3.0,1.0,,1.0,,2.0,,,,0.0539,1.0,,,2.0,,,,,,,,,,,,,,,
11396346,home,Borussia Dortmund,Ramy Bensebaini,ramy-bensebaini,R. Bensebaini,D,5,186,29068,M,rbens,577726,EUR,797990400,D,5,5,False,68.0,57.0,3.0,3.0,27.0,32.0,30.0,39.0,5.0,,,90.0,103.0,7.7,19.0,0.200766,1,,3.0,1.0,2.0,3.0,13.0,1.0,1.0,,1.0,2.0,6.0,3.0,,0.0557,1.0,2.0,2.0,1.0,4.0,4.0,,,,,,,,,,,,,
11396346,home,Borussia Dortmund,Julian Brandt,julian-brandt,J. Brandt,M,10,186,9499,M,julianbrandt,226978,EUR,830995200,M,19,19,False,48.0,43.0,3.0,3.0,16.0,18.0,31.0,40.0,8.0,,,90.0,77.0,8.4,17.0,0.223859,2,,10.0,2.0,2.0,7.0,10.0,2.0,,1.0,,,5.0,3.0,1.0,0.0681,5.0,,5.0,1.0,4.0,2.0,,,4.0,1.0,1.0,0.3156,,,,,,,
11396346,home,Borussia Dortmund,Emre Can,emre-can,E. Can,D,23,186,5006,M,emrecan23,138156,EUR,758332800,M,23,23,False,89.0,72.0,6.0,2.0,43.0,51.0,29.0,38.0,11.0,,,90.0,108.0,7.1,20.0,0.163211,1,,,1.0,4.0,5.0,10.0,1.0,2.0,,1.0,2.0,4.0,1.0,1.0,0.0148,2.0,,3.0,2.0,,,,,,,,,True,,,,,,
11396346,home,Borussia Dortmund,Marcel Sabitzer,marcel-sabitzer,M. Sabitzer,M,20,177,8484,M,marcel7sabitzer,133908,EUR,763862400,M,20,20,False,64.0,56.0,4.0,3.0,24.0,26.0,32.0,38.0,5.0,,,90.0,81.0,7.5,13.0,0.070189,4,,,1.0,1.0,5.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.1315,1.0,,,2.0,3.0,3.0,,,,2.0,,0.2248,,1.0,,,,,
11396346,home,Borussia Dortmund,Donyell Malen,donyell-malen,D. Malen,F,14,176,12595,M,donyellmalen,803039,EUR,916704000,F,21,21,False,10.0,7.0,,,2.0,2.0,5.0,8.0,2.0,,,90.0,29.0,7.7,8.0,0.0167325,4,,,,1.0,2.0,8.0,,,1.0,,1.0,1.0,3.0,,0.3499,,,1.0,3.0,5.0,3.0,,,,3.0,,0.4519,,,,,,,
11396346,home,Borussia Dortmund,Niclas Füllkrug,niclas-fullkrug,N. Füllkrug,F,9,188,9884,M,niclas.fuellkrug24,132645,EUR,729216000,F,14,14,False,18.0,11.0,,,2.0,2.0,9.0,16.0,,,,63.0,23.0,6.9,10.0,0.148546,1,,,4.0,2.0,5.0,2.0,,,,,,,3.0,1.0,0.073,2.0,,,,,,,,,1.0,,0.0214,,,,,,,
