match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialWon,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_fouls,stat_dispossessed,stat_interceptionWon,stat_shotOffTarget,stat_totalCross,stat_accurateCross,stat_totalOffside,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_bigChanceMissed,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12437782,home,Real Madrid,Thibaut Courtois,thibaut-courtois,T. Courtois,G,1,200,202673,M,TheOctopus,70988,EUR,705542400,G,1,1,False,29.0,25.0,6.0,2.0,0.0,25.0,25.0,4.0,9.0,1.0,1.0,90.0,37.0,6.5,4.0,8.35e-05,0,-0.4131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437782,home,Real Madrid,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,21,173,60349,M,LucasVaz91,255239,EUR,678326400,D,17,17,False,88.0,80.0,4.0,2.0,1.0,49.0,50.0,38.0,6.0,,,90.0,108.0,8.1,11.0,0.0201427,1,,,,True,31.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.2214,0.7587,1.0,,,,,,,,,,,,,,,,,
12437782,home,Real Madrid,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,22,191,192797,M,ARüdiger,142622,EUR,731116800,D,22,22,False,101.0,99.0,6.0,4.0,0.0,79.0,79.0,22.0,4.0,,,90.0,109.0,7.0,2.0,0.0117127,0,,,,,20.0,2.0,2.0,3.0,,1.0,,,,1.0,,,,,,,1.0,1.0,3.0,2.0,,,,,,,,,,,,,
12437782,home,Real Madrid,Éder Militão,eder-militao,É. Militão,D,3,186,138748,M,EMilitão,822519,EUR,885081600,D,3,3,False,93.0,87.0,8.0,6.0,0.0,51.0,54.0,39.0,5.0,,,80.0,106.0,7.4,8.0,0.0215114,0,,,,,36.0,1.0,2.0,2.0,,,,,,1.0,1.0,2.0,,,,1.0,1.0,,5.0,1.0,1.0,,,,,,,,,,,,
12437782,home,Real Madrid,Ferland Mendy,ferland-mendy,F. Mendy,D,23,178,70735,M,FerMendy,792073,EUR,802569600,D,23,23,False,69.0,66.0,4.0,3.0,0.0,38.0,38.0,31.0,4.0,,,90.0,83.0,6.5,6.0,0.0193008,0,,,,,28.0,,3.0,3.0,,1.0,,,,2.0,2.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,
12437782,home,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181,375509,M,Fede,831808,EUR,901065600,M,8,8,False,58.0,55.0,1.0,1.0,0.0,33.0,34.0,24.0,6.0,,,69.0,72.0,7.1,6.0,0.0410091,0,,,,,22.0,,2.0,2.0,,2.0,,,,,,2.0,,,,,1.0,1.0,,1.0,1.0,,5.0,,,,,,,,,,
12437782,home,Real Madrid,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,14,188,145918,M,ATchouaméni,859025,EUR,948931200,M,14,14,False,68.0,64.0,2.0,1.0,0.0,27.0,28.0,40.0,2.0,,,90.0,78.0,6.7,6.0,0.0165061,1,,,,,37.0,1.0,4.0,2.0,1.0,,,,,,,1.0,1.0,0.0632,,,1.0,,,,1.0,1.0,3.0,1.0,,,,,,,,,
12437782,home,Real Madrid,Jude Bellingham,jude-bellingham,J. Bellingham,M,5,188,1013050,M,JudeBell,991011,EUR,1056844800,M,5,5,False,78.0,69.0,4.0,3.0,1.0,33.0,35.0,43.0,3.0,,,90.0,94.0,7.6,16.0,0.216791,0,,,,,36.0,,3.0,5.0,,3.0,1.0,,,2.0,1.0,3.0,,,,2.0,1.0,2.0,1.0,,,2.0,1.0,,,,,,,,,,
12437782,home,Real Madrid,Rodrygo,rodrygo,Rodrygo,F,11,174,699716,M,Rodrygo,910536,EUR,978998400,F,11,11,False,36.0,32.0,,,0.0,4.0,4.0,37.0,1.0,,,69.0,52.0,8.1,9.0,0.165937,2,,,,,29.0,,,6.0,,3.0,,1.0,1.0,,,1.0,2.0,0.0862,0.0716,1.0,1.0,3.0,,,,,,1.0,5.0,1.0,,,,,,,
12437782,home,Real Madrid,Kylian Mbappé,kylian-mbappe,K. Mbappé,F,10,178,1731608,M,KMbappé,826643,EUR,914112000,F,9,9,False,36.0,30.0,2.0,2.0,0.0,7.0,7.0,29.0,2.0,,,80.0,48.0,7.8,11.0,0.018302,1,,,,,23.0,,3.0,6.0,,5.0,,1.0,1.0,1.0,1.0,2.0,1.0,0.6301,0.6664,,,4.0,,,,2.0,,,,,2.0,,,,,,
12437782,home,Real Madrid,Vinícius Júnior,vinicius-junior,Vinícius Jr.,F,7,176,1170289,M,ViniJr,868812,EUR,963360000,F,7,7,False,33.0,27.0,2.0,1.0,1.0,4.0,5.0,30.0,1.0,,,89.0,61.0,6.6,22.0,0.266718,3,,,,,24.0,,12.0,5.0,,12.0,1.0,,,1.0,1.0,2.0,,0.2377,,1.0,,4.0,,,1.0,3.0,,1.0,2.0,1.0,,2.0,1.0,,,,
12437782,home,Real Madrid,Luka Modrić,luka-modric,L. Modrić,M,14,173,354764,M,LModric10,15466,EUR,495072000,M,10,10,True,19.0,17.0,2.0,1.0,0.0,10.0,10.0,9.0,2.0,,,21.0,22.0,6.7,2.0,0.0214672,0,,,,,7.0,,2.0,,,,1.0,,,,,,,,,1.0,,,1.0,,2.0,,1.0,,,,,,,,,,
12437782,home,Real Madrid,Endrick,endrick,Endrick,F,9,173,411797,M,Endrick,1174937,EUR,1153440000,F,16,16,True,9.0,6.0,,,0.0,3.0,3.0,6.0,1.0,,,21.0,12.0,6.4,3.0,0.00141717,2,,,,,3.0,1.0,2.0,2.0,,,,1.0,,,,,1.0,0.0834,0.0439,,1.0,,,,1.0,,,,,,,1.0,,1.0,1.0,,
12437782,home,Real Madrid,Jesús Vallejo,jesus-vallejo,J. Vallejo,D,24,184,19861,M,jesusvallejo1997,355048,EUR,852422400,D,18,18,True,14.0,12.0,2.0,,0.0,11.0,11.0,3.0,1.0,,,10.0,16.0,6.0,2.0,0.00042155,0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
12437782,home,Real Madrid,Arda Güler,arda-guler,A. Güler,M,15,176,399381,M,AGüler,1091116,EUR,1109289600,M,15,15,True,2.0,2.0,,,0.0,2.0,2.0,,,,,10.0,10.0,6.3,1.0,4.968e-05,0,,Arda Guler,,,,1.0,2.0,3.0,,1.0,,,,2.0,,,,,,,1.0,,3.0,,,,,,,,,,,,,,
12437782,home,Real Madrid,Fran García,fran-garcia,F. Garcia,D,20,170,66463,M,frangarci11,851271,EUR,934588800,D,20,20,True,2.0,2.0,1.0,1.0,0.0,2.0,2.0,,1.0,,,1.0,3.0,,,1.565e-05,0,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12437782,home,Real Madrid,Andriy Lunin,andriy-lunin,A. Lunin,G,13,191,79229,M,ALunin,857574,EUR,918691200,G,13,13,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437782,home,Real Madrid,Fran González,gonzalez-fran,F. González,G,26,199,17417,M,_franglez1,1493226,EUR,1119571200,G,26,26,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437782,home,Real Madrid,Jacobo Ramón,jacobo-naveros,J. Ramón,D,14,196,13079,M,,1403348,EUR,1104969600,D,31,31,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437782,home,Real Madrid,David Jiménez,david-jimenez,D. Jiménez,M,35,175,14616,M,,1142689,EUR,1079222400,D,38,38,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437782,away,Deportivo Alavés,Antonio Sivera,antonio-sivera,A. Sivera,G,1,184,563,M,,369004,EUR,839721600,G,1,1,False,23.0,9.0,22.0,8.0,0.0,1.0,2.0,21.0,6.0,1.0,1.0,90.0,24.0,6.3,14.0,0.00328323,0,-1.4595,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
12437782,away,Deportivo Alavés,Santiago Mouriño,santiago-mourino,S. Mouriño,D,15,186,2593,M,,1468046,EUR,1013558400,D,12,12,False,21.0,17.0,2.0,,0.0,12.0,13.0,9.0,6.0,,,90.0,40.0,6.4,6.0,0.0294374,0,,,,,5.0,2.0,8.0,8.0,4.0,,,,,6.0,4.0,,2.0,,,1.0,,,1.0,,1.0,1.0,2.0,,1.0,,,,,,,,
12437782,away,Deportivo Alavés,Abdelkabir Abqar,abqar-abdelkabir,A. Abqar,D,3,188,4060,M,abdel.abqar,1101232,EUR,921024000,D,5,5,False,14.0,13.0,2.0,2.0,0.0,10.0,11.0,3.0,1.0,,,45.0,18.0,6.4,1.0,0.00154675,0,,,,,3.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,
12437782,away,Deportivo Alavés,Moussa Diarra,diarra-moussa,M. Diarra,D,93,183,821,M,,985262,EUR,973814400,D,22,22,False,22.0,19.0,,,0.0,10.0,13.0,10.0,3.0,,,90.0,32.0,6.1,5.0,0.00152406,0,,,,,9.0,2.0,4.0,3.0,1.0,,,,,2.0,1.0,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,
12437782,away,Deportivo Alavés,Manuel Sánchez,manuel-sanchez,M. Sánchez,D,23,179,623,M,,984789,EUR,966988800,D,3,3,False,18.0,10.0,3.0,,0.0,4.0,7.0,12.0,2.0,,,71.0,31.0,6.1,9.0,0.0041311,0,,,,,6.0,,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,3.0,,1.0,,,,1.0,,,,,,,,
