match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_accurateCross,stat_onTargetScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_errorLeadToAGoal,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_outfielderBlock,captain,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_goals,stat_goalAssist
11352305,home,Burnley,Zeki Amdouni,,,zeki-amdouni,Z. Amdouni,F,25,183,2739,M,990550,EUR,975888000,F,25,25,False,24.0,21.0,1.0,1.0,5.0,6.0,16.0,21.0,6.0,3.0,1.0,,,78.0,42.0,6.7,13.0,0.0231065,2,,3.0,1.0,1.0,5.0,1.0,6.0,3.0,,1.0,1.0,1.0,,,,,0.1469,,,,2.0,,,,,,1.0,,,,
11352305,home,Burnley,Nathan Redmond,,,nathan-redmond,N. Redmond,M,15,173,419,M,115346,EUR,762912000,M,15,15,True,10.0,7.0,1.0,1.0,1.0,1.0,6.0,9.0,1.0,1.0,,,,12.0,11.0,6.6,4.0,0.0256939,0,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
11352305,home,Burnley,Wilson Odobert,,,wilson-odobert,W. Odobert,F,28,182,4519,M,1142679,EUR,1101600000,F,47,47,True,5.0,4.0,,,,,4.0,6.0,1.0,,,,,12.0,8.0,7.0,2.0,0.0138544,1,,1.0,,,,,,,,1.0,1.0,,,,1.0,,0.0105,0.0552,1.0,,,,,,,,,,,,
11352305,home,Burnley,Mike Trésor,,,mike-tresor,M. Trésor,M,31,175,1090,M,826183,EUR,927849600,F,31,31,True,3.0,2.0,,,,1.0,2.0,2.0,,1.0,,,,10.0,3.0,6.4,1.0,0.0306426,0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
11352305,home,Burnley,Jacob Bruun Larsen,,,jacob-bruun-larsen,J. B. Larsen,M,7,183,710,M,809276,EUR,906163200,F,34,34,True,,,,,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352305,home,Burnley,Arijanet Murić,,,arijanet-muric,A. Murić,G,49,198,1886,M,888971,EUR,910396800,G,49,49,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352305,home,Burnley,Connor Roberts,,,connor-roberts,C. Roberts,D,14,175,396,M,804613,EUR,811814400,D,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352305,home,Burnley,Hannes Delcroix,,,hannes-delcroix,H. Delcroix,D,3,185,5292,M,826169,EUR,920160000,D,44,44,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352305,home,Burnley,Han-Noah Massengo,,,massengo-han-noah,H. Massengo,M,4,175,564,M,927340,EUR,994377600,M,42,42,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352305,home,Burnley,Anass Zaroury,,,anass-zaroury,A. Zaroury,F,9,176,4199,M,877036,EUR,973555200,F,19,19,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zaroury,,
11352305,away,Crystal Palace,Sam Johnstone,,,sam-johnstone,S. Johnstone,G,31,193,600,M,98427,EUR,733017600,G,1,1,False,34.0,19.0,31.0,16.0,8.0,9.0,11.0,25.0,,5.0,,3.0,5.0,90.0,40.0,8.2,15.0,0.00214227,0,0.5556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352305,away,Crystal Palace,Joel Ward,,,joel-ward,J. Ward,D,25,188,258,M,39183,EUR,625622400,D,2,2,False,29.0,21.0,2.0,1.0,15.0,18.0,6.0,11.0,5.0,2.0,,,,70.0,48.0,6.8,9.0,0.00097415,0,,,,1.0,3.0,,,,4.0,4.0,2.0,,,,,,,,,3.0,,,,,,True,,,,,
11352305,away,Crystal Palace,Joachim Andersen,,,joachim-andersen,J. Andersen,D,5,190,2378,M,362682,EUR,833500800,D,16,16,False,46.0,37.0,12.0,5.0,28.0,30.0,9.0,16.0,4.0,5.0,,,,90.0,62.0,7.4,10.0,0.0038679,1,,,,2.0,4.0,,1.0,,8.0,2.0,2.0,,2.0,,1.0,3.0,0.036,0.0144,,1.0,,,,,1.0,,1.0,,,,
11352305,away,Crystal Palace,Marc Guéhi,,,marc-guehi,M. Guéhi,D,15,182,22326,M,877994,EUR,963446400,D,6,6,False,38.0,32.0,6.0,3.0,25.0,26.0,7.0,12.0,3.0,3.0,,,,90.0,46.0,6.9,6.0,0.00284284,0,,,4.0,3.0,5.0,,,,6.0,,,,1.0,,,1.0,,,,,,,,,,,,,MarcGuehi13,,
11352305,away,Crystal Palace,Tyrick Mitchell,,,tyrick-mitchell,T. Mitchell,M,3,174,1388,M,988275,EUR,936144000,D,3,3,False,23.0,14.0,3.0,1.0,9.0,15.0,5.0,9.0,1.0,4.0,,,,90.0,46.0,7.7,16.0,0.00269436,1,,1.0,,,2.0,,1.0,,5.0,1.0,1.0,,,,1.0,,0.3541,0.8253,,1.0,,,,,1.0,,,,,1.0,
11352305,away,Crystal Palace,Cheick Doucouré,,,cheick-doucoure,C. Doucouré,M,28,181,1463,M,906047,EUR,947289600,M,28,28,False,20.0,17.0,1.0,,11.0,12.0,6.0,8.0,3.0,3.0,,,,58.0,29.0,6.5,5.0,0.0017995,0,,,1.0,1.0,4.0,1.0,,,1.0,2.0,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,
11352305,away,Crystal Palace,Jefferson Lerma,,,jefferson-lerma,J. Lerma,M,8,179,5444,M,355796,EUR,783043200,M,8,8,False,28.0,18.0,2.0,1.0,10.0,12.0,8.0,16.0,4.0,1.0,2.0,,,90.0,38.0,6.7,11.0,0.00447324,0,,,1.0,2.0,2.0,,,,4.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,jeffersonlerma,,
11352305,away,Crystal Palace,Jordan Ayew,,,jordan-ayew,J. Ayew,F,9,182,13272,M,103045,EUR,684547200,M,9,9,False,24.0,18.0,1.0,,8.0,10.0,11.0,15.0,11.0,8.0,3.0,,,90.0,51.0,7.0,16.0,0.577583,1,,1.0,,4.0,6.0,2.0,5.0,2.0,3.0,2.0,2.0,4.0,,1.0,,,0.0785,,1.0,1.0,,,1.0,1.0,,,,,jordanayew9,,1.0
11352305,away,Crystal Palace,Will Hughes,,,will-hughes,W. Hughes,M,19,185,1026,M,193554,EUR,798076800,M,19,19,False,17.0,15.0,,,7.0,7.0,8.0,11.0,2.0,,1.0,,,90.0,29.0,6.7,6.0,0.0263219,0,,1.0,3.0,1.0,6.0,2.0,,,1.0,,,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,
11352305,away,Crystal Palace,Jeffrey Schlupp,,,jeffrey-schlupp,J. Schlupp,D,27,178,764,M,148710,EUR,725068800,M,15,15,False,9.0,7.0,,,2.0,2.0,5.0,7.0,4.0,1.0,1.0,,,70.0,22.0,7.2,5.0,0.00549763,1,,,2.0,1.0,6.0,1.0,1.0,,1.0,2.0,2.0,,2.0,,1.0,,0.8355,0.9726,,,,,,,,,,,,1.0,
11352305,away,Crystal Palace,Odsonne Édouard,,,odsonne-edouard,O. Édouard,F,11,187,6612,M,795228,EUR,884908800,F,22,22,False,14.0,6.0,,,2.0,3.0,4.0,11.0,4.0,,1.0,,,86.0,28.0,6.4,13.0,0.00503203,0,,,5.0,3.0,9.0,,2.0,,4.0,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,
11352305,away,Crystal Palace,Eberechi Eze,,,eberechi-eze,E. Eze,F,10,178,55840,M,864921,EUR,899078400,M,10,10,True,6.0,5.0,,,,,5.0,6.0,2.0,2.0,,,,32.0,11.0,6.9,3.0,0.113617,0,,,1.0,1.0,4.0,,1.0,1.0,,,,1.0,3.0,,,,,,1.0,1.0,,,1.0,,,,,,eze,,1.0
11352305,away,Crystal Palace,Nathaniel Clyne,,,nathaniel-clyne,N. Clyne,D,17,175,676,M,43215,EUR,670809600,D,17,17,True,5.0,2.0,2.0,,,,2.0,5.0,,2.0,,,,20.0,12.0,6.6,5.0,0.00054816,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11352305,away,Crystal Palace,Naouirou Ahamada,,,naouirou-ahamada,N. Ahamada,M,8,183,454,M,997104,EUR,1017360000,M,29,29,True,2.0,2.0,,,,,2.0,2.0,1.0,1.0,1.0,,,20.0,4.0,6.5,1.0,0.00933289,0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11352305,away,Crystal Palace,Chris Richards,,,chris-richards,C. Richards,D,26,188,2004,M,931844,EUR,954201600,D,26,26,True,1.0,1.0,,,1.0,1.0,,,,,,,,10.0,2.0,6.5,,1e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352305,away,Crystal Palace,Remi Matthews,,,remi-matthews,R. Matthews,G,31,184,206,M,581610,EUR,760838400,G,31,31,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352305,away,Crystal Palace,Rob Holding,,,rob-holding,R. Holding,D,6,189,1055,M,793228,EUR,811555200,D,4,4,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352305,away,Crystal Palace,Jaïro Riedewald,,,jairo-riedewald,J. Riedewald,M,44,186,1219,M,285989,EUR,842227200,M,44,44,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352305,away,Crystal Palace,Matheus França,Matheus França,,matheus-franca,Matheus França,F,9,184,3714,M,1116593,EUR,1080777600,F,11,11,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352305,away,Crystal Palace,Jean-Philippe Mateta,,,jean-philippe-mateta,J. Mateta,F,14,192,9441,M,848276,EUR,867456000,F,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matetajphilippe,,
