match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialWon,stat_challengeLost,stat_interceptionWon,stat_lastManTackle,player_sofascoreId,stat_dispossessed,stat_shotOffTarget,stat_accurateCross,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,captain,stat_keyPass,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_goals,stat_outfielderBlock
10388332,home,Eintracht Frankfurt,Kevin Trapp,kevin-trapp,K. Trapp,G,35,189,1775,M,38440,EUR,647395200,G,1,1,False,21.0,16.0,10.0,5.0,14.0,14.0,2.0,7.0,1.0,4.0,1.0,1.0,1.0,1.0,90.0,26.0,6.6,5.0,0.0,0.0,0.0005039,0,-0.1339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388332,home,Eintracht Frankfurt,Kristijan Jakić,kristijan-jakic,K. Jakić,M,17,181,2258,M,796206,EUR,863568000,D,6,6,False,48.0,31.0,3.0,2.0,19.0,25.0,12.0,26.0,2.0,6.0,,,,,90.0,74.0,6.9,25.0,0.1072,0.0611,0.0210384,2,,,,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10388332,home,Eintracht Frankfurt,Tuta,tuta,Tuta,D,3,184,1088,M,964191,EUR,931046400,D,35,35,False,51.0,41.0,10.0,3.0,32.0,33.0,9.0,18.0,5.0,11.0,,,,,90.0,63.0,6.9,10.0,0.0,0.0,0.00941486,0,,,,,3.0,4.0,5.0,,,2.0,2.0,1.0,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,
10388332,home,Eintracht Frankfurt,Evan Ndicka,evan-ndicka,E. Ndicka,D,5,190,9201,M,848287,EUR,935107200,D,2,2,False,52.0,45.0,6.0,3.0,36.0,39.0,9.0,13.0,11.0,7.0,,,,,90.0,73.0,7.5,8.0,0.2261,0.0,0.00244841,1,,,,,1.0,2.0,10.0,,,3.0,2.0,,,7.0,,3.0,,evanndicka,1.0,1.0,,,,,,,,,,,
10388332,home,Eintracht Frankfurt,Luca Pellegrini,luca-pellegrini,L. Pellegrini,D,3,178,1348,M,826186,EUR,920764800,D,33,33,False,47.0,31.0,11.0,5.0,14.0,20.0,18.0,30.0,3.0,11.0,,,,,80.0,83.0,6.8,26.0,0.0574,0.0,0.0176403,2,,,,3.0,1.0,5.0,3.0,,,,,,1.0,,,,,,,2.0,1.0,6.0,3.0,2.0,,,,,,,
10388332,home,Eintracht Frankfurt,Sebastian Rode,sebastian-rode,S. Rode,M,,179,171,M,35194,EUR,655603200,M,17,17,False,36.0,28.0,4.0,1.0,16.0,18.0,12.0,18.0,2.0,4.0,,,,,63.0,46.0,6.9,9.0,0.0,0.0,0.0757804,0,,,,,1.0,2.0,5.0,,,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,True,,,,,,
10388332,home,Eintracht Frankfurt,Djibril Sow,djibril-sow,D. Sow,M,20,184,1940,M,799054,EUR,855187200,M,8,8,False,40.0,32.0,4.0,1.0,16.0,17.0,16.0,24.0,1.0,8.0,,,,,90.0,51.0,6.8,9.0,0.0,0.0,0.0366087,0,,,,1.0,2.0,3.0,2.0,,,,,2.0,1.0,,,1.0,,,,,,,,,,2.0,,,,,
10388332,home,Eintracht Frankfurt,Randal Kolo Muani,randal-kolo-muani,R. K. Muani,F,39,187,23574,M,871706,EUR,912816000,M,9,9,False,15.0,9.0,4.0,2.0,1.0,3.0,8.0,13.0,1.0,4.0,,,,,80.0,37.0,6.1,20.0,0.0456,0.0,0.0372748,0,,,,1.0,1.0,9.0,4.0,,,,,1.0,3.0,1.0,,,,RKM,2.0,,,5.0,2.0,5.0,,,,,,,
10388332,home,Eintracht Frankfurt,Mario Götze,mario-gotze,M. Götze,M,27,176,5881,M,66518,EUR,707529600,M,27,27,False,30.0,23.0,2.0,2.0,3.0,5.0,20.0,27.0,,5.0,,,,,90.0,48.0,6.9,15.0,0.0,0.0,0.339079,0,,,,2.0,,6.0,5.0,,,2.0,1.0,2.0,1.0,,2.0,,,MarioGotze,3.0,,,1.0,1.0,3.0,,2.0,1.0,,,,
10388332,home,Eintracht Frankfurt,Jesper Lindstrøm,jesper-lindstrom,J. Lindstrøm,M,19,182,2675,M,947929,EUR,951782400,M,29,29,False,19.0,14.0,,,3.0,5.0,11.0,18.0,,1.0,,,,,69.0,34.0,6.2,14.0,0.3415,0.0,0.0422855,1,,,,4.0,2.0,4.0,2.0,,,,,,1.0,1.0,,,,,2.0,1.0,,1.0,1.0,2.0,,,,1.0,,,
