match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,player_lastName,stat_wonContest,stat_clearanceOffLine,stat_errorLeadToAShot,stat_bigChanceMissed,captain,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_errorLeadToAGoal,stat_hitWoodwork
11067534,home,Flamengo,Matheus Cunha,Matheus Cunha,matheus-cunha,M. Cunha,G,25,193,4946,M,1105835,EUR,990662400,G,25,25,False,40.0,25.0,24.0,10.0,17.0,20.0,8.0,20.0,1.0,1.0,13.0,1.0,1.0,5.0,7.0,1.0,90.0,55.0,8.5,15.0,0.0,0.0,0.00646056,0,0.6604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067534,home,Flamengo,Wesley,,wesley-franca,Wesley,D,43,178,26920,M,1134200,EUR,1062806400,D,43,43,False,35.0,33.0,,,8.0,8.0,26.0,28.0,3.0,2.0,5.0,1.0,,,,,79.0,57.0,6.9,7.0,0.0,0.0,0.865229,0,,WesleyFranca03,1.0,1.0,1.0,2.0,8.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,,,,,,,,,,,,,,,
11067534,home,Flamengo,Fabrício Bruno,,fabricio-bruno,F. Bruno,D,15,192,6526,M,840220,EUR,824083200,D,15,15,False,50.0,41.0,5.0,3.0,20.0,23.0,21.0,27.0,5.0,2.0,5.0,1.0,,,,,90.0,62.0,7.6,11.0,0.0141,0.0,0.00582821,1,,fabriciobruno96,,,,,1.0,1.0,,,,1.0,1.0,1.0,2.0,,,3.0,1.0,3.0,,,,,,,,,,,,
11067534,home,Flamengo,David Luiz,,david-luiz,D. Luiz,D,4,189,22748,M,21300,EUR,546048000,D,23,23,False,51.0,42.0,6.0,,29.0,29.0,13.0,22.0,3.0,3.0,4.0,,,,,,90.0,60.0,7.5,9.0,0.0,0.0,0.0105699,0,,davidluiz23,,,,1.0,3.0,1.0,,1.0,,2.0,,,,1.0,,2.0,,2.0,,1.0,1.0,,,,,,,,,
11067534,home,Flamengo,Léo Pereira,,leo-pereira,L. Pereira,D,4,189,8450,M,358548,EUR,823046400,D,4,4,False,30.0,23.0,6.0,2.0,11.0,13.0,12.0,17.0,4.0,,3.0,,,,,,45.0,44.0,6.5,11.0,0.0,0.0,0.00561338,0,,leopereira4,,,,,3.0,1.0,1.0,2.0,,1.0,2.0,2.0,2.0,1.0,,,,,,2.0,,1.0,,,,,,,,
11067534,home,Flamengo,Erick Pulgar,,erick-pulgar,E. Pulgar,M,5,186,12411,M,590262,EUR,758592000,M,5,5,False,73.0,66.0,4.0,2.0,32.0,35.0,34.0,38.0,5.0,3.0,7.0,1.0,,,,,90.0,91.0,6.9,11.0,0.1207,0.0,0.0323724,1,,erick05,,,,1.0,5.0,2.0,,,,3.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,,,,,,1.0,,,,,,,
11067534,home,Flamengo,Gerson,,gerson,Gerson,M,11,185,29672,M,611876,EUR,864086400,M,20,20,False,60.0,56.0,1.0,1.0,20.0,22.0,36.0,38.0,11.0,,8.0,5.0,,,,,90.0,80.0,8.3,7.0,0.0,0.0,0.898358,0,,gerson_santos,1.0,,,,7.0,1.0,3.0,1.0,2.0,4.0,3.0,2.0,,3.0,2.0,2.0,,,,1.0,,,,,,,,,,
11067534,home,Flamengo,Everton Ribeiro,,everton-ribeiro,E. Ribeiro,M,10,174,5845,M,145063,EUR,608169600,M,7,7,False,59.0,43.0,2.0,1.0,16.0,18.0,27.0,42.0,7.0,,11.0,3.0,,,,,90.0,74.0,7.0,19.0,0.0335,0.0,0.0464033,1,,evertonri,,1.0,,,5.0,1.0,,3.0,,3.0,2.0,1.0,,3.0,,,,,,2.0,,,,True,1.0,,,,,
11067534,home,Flamengo,Everton,Everton,everton,Everton,M,11,174,12386,M,386198,EUR,827452800,M,11,11,False,19.0,18.0,,,3.0,3.0,15.0,20.0,2.0,1.0,,,,,,,72.0,35.0,7.0,10.0,0.2273,0.6864,0.116439,2,,Evertons,,4.0,,,6.0,1.0,1.0,3.0,,,1.0,1.0,2.0,2.0,,,1.0,,,1.0,,,,,,1.0,1.0,,,
11067534,home,Flamengo,Gabriel Barbosa,,gabriel-barbosa,G. Barbosa,F,9,178,36944,M,358554,EUR,841363200,F,10,10,False,16.0,13.0,,,4.0,4.0,9.0,12.0,1.0,,1.0,1.0,,,,,45.0,20.0,6.5,4.0,0.7275,0.8578,0.110918,2,,Gabigol,,,,,1.0,,,1.0,,,,,,,2.0,,,,,,,,1.0,,1.0,1.0,,,,
