match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_hitWoodwork,stat_totalOffside,stat_keyPass,captain,stat_dispossessed,stat_accurateCross,stat_wonContest,stat_goalAssist,stat_goals
10390065,home,Olympique de Marseille,Pau López,pau-lopez,P. López,G,25,189,1242,M,548848,EUR,787276800,G,16,16,False,29.0,21.0,12.0,5.0,18.0,20.0,3.0,9.0,9.0,1.0,2.0,3.0,90.0,39.0,6.9,8.0,0.0,0.0,0.00254511,0,-0.6893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390065,home,Olympique de Marseille,Chancel Mbemba,chancel-mbemba,C. Mbemba,D,18,182,34725,M,238612,EUR,776304000,D,99,99,False,53.0,44.0,2.0,1.0,23.0,24.0,21.0,31.0,7.0,,,,90.0,73.0,6.8,13.0,0.3347,0.2208,0.0277401,2,,chancel22,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10390065,home,Olympique de Marseille,Leonardo Balerdi,leonardo-balerdi,L. Balerdi,D,5,188,7165,M,928236,EUR,917308800,D,5,5,False,48.0,42.0,8.0,5.0,28.0,30.0,14.0,18.0,6.0,,,,90.0,60.0,6.8,7.0,0.0,0.0,0.00886637,0,,leobalerdi5,,,4.0,3.0,,,,,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10390065,home,Olympique de Marseille,Sead Kolašinac,sead-kolasinac,S. Kolašinac,D,23,183,3276,M,142148,EUR,740534400,D,23,23,False,14.0,12.0,,,7.0,8.0,5.0,6.0,2.0,,,,22.0,17.0,6.5,3.0,0.0,0.0,0.00245924,0,,,,,3.0,2.0,,,,,,,,3.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,
10390065,home,Olympique de Marseille,Jonathan Clauss,jonathan-clauss,J. Clauss,M,92,178,2004,M,821728,EUR,717379200,M,7,7,False,33.0,26.0,1.0,,8.0,11.0,18.0,24.0,4.0,,,,80.0,44.0,6.7,11.0,0.5332,0.0,0.797148,2,,,2.0,,2.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,
10390065,home,Olympique de Marseille,Valentin Rongier,valentin-rongier,V. Rongier,M,21,172,1149,M,581314,EUR,786758400,M,21,21,False,57.0,52.0,5.0,3.0,19.0,22.0,33.0,35.0,4.0,,,,90.0,68.0,6.6,8.0,0.0,0.0,0.0654924,0,,,,,6.0,1.0,,,,,,3.0,1.0,2.0,1.0,,,,1.0,,,2.0,,,,,2.0,True,1.0,,,,
10390065,home,Olympique de Marseille,Jordan Veretout,jordan-veretout,J. Veretout,M,21,177,1268,M,151124,EUR,730944000,M,27,27,False,61.0,54.0,3.0,2.0,19.0,20.0,35.0,44.0,7.0,,,,90.0,72.0,7.1,11.0,0.29,0.0,0.076821,2,,,3.0,,4.0,4.0,,,,1.0,,1.0,1.0,2.0,,,3.0,3.0,1.0,,,2.0,,1.0,,,,,,,,,
10390065,home,Olympique de Marseille,Nuno Tavares,nuno-tavares,N. Tavares,D,17,185,4853,M,944973,EUR,948844800,M,30,30,False,29.0,19.0,4.0,2.0,5.0,8.0,15.0,25.0,5.0,,,,90.0,65.0,6.6,21.0,0.1043,0.0,0.101384,2,,nuno_tavares71,4.0,,8.0,7.0,5.0,,,1.0,,1.0,3.0,,2.0,,1.0,1.0,2.0,,,,,1.0,,,,,4.0,1.0,3.0,,
10390065,home,Olympique de Marseille,Mattéo Guendouzi,matteo-guendouzi,M. Guendouzi,M,6,185,7016,M,852404,EUR,924048000,F,6,6,False,38.0,34.0,3.0,2.0,11.0,11.0,23.0,28.0,4.0,,,,76.0,53.0,7.0,9.0,0.1143,0.0,0.0701129,1,,MatteoGuendouzi,1.0,,2.0,5.0,,,,1.0,1.0,,4.0,1.0,,2.0,1.0,,3.0,,,,,,,,,,1.0,,,,
10390065,home,Olympique de Marseille,Amine Harit,amine-harit,A. Harit,M,25,179,11445,M,827522,EUR,866592000,F,77,77,False,37.0,34.0,2.0,2.0,1.0,2.0,33.0,38.0,6.0,,,,76.0,56.0,7.2,10.0,0.2284,0.0897,0.403039,2,,amineharit,3.0,,7.0,6.0,3.0,,1.0,1.0,2.0,1.0,3.0,,2.0,,2.0,1.0,,,,1.0,,,,,1.0,,2.0,,1.0,,
