match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_expectedGoals,stat_interceptionWon,stat_blockedScoringAttempt,captain,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_totalOffside,stat_goals,stat_hitWoodwork,stat_outfielderBlock,stat_punches,stat_lastManTackle,stat_penaltyWon
12436531,home,Chelsea,Robert Sánchez,robert-sanchez,R. Sánchez,G,1,197,18379,M,RS1,920546,EUR,879811200,G,1,1,False,40.0,29.0,19.0,9.0,0.0,27.0,33.0,2.0,7.0,8.0,1.0,3.0,1.0,1.0,1.0,90.0,49.0,6.5,12.0,0.00052905,0,-0.8696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436531,home,Chelsea,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79319,M,MoisesCaicedo55,987650,EUR,1004659200,D,25,25,False,41.0,37.0,4.0,3.0,0.0,26.0,26.0,12.0,16.0,3.0,,,,,,81.0,58.0,6.4,9.0,0.0107247,0,,,,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,
12436531,home,Chelsea,Josh Acheampong,josh-acheampong,J. Acheampong,D,34,190,13787,M,joshkofi2,1403050,EUR,1146787200,D,34,34,False,30.0,23.0,3.0,1.0,0.0,19.0,21.0,4.0,9.0,1.0,,,,,,71.0,40.0,6.5,9.0,0.00159497,1,,Josh Acheampong,,,,1.0,1.0,4.0,,,,1.0,2.0,1.0,2.0,,1.0,,,1.0,1.0,0.0144,,,,,,,,,,,,,,,
12436531,home,Chelsea,Levi Colwill,levi-colwill,L. Colwill,D,6,187,17899,M,LColwill,996911,EUR,1046217600,D,6,6,False,52.0,46.0,2.0,1.0,0.0,38.0,39.0,8.0,13.0,4.0,,,,,,90.0,62.0,6.9,6.0,0.00426694,1,,,,,,2.0,4.0,7.0,,,,3.0,1.0,1.0,,,1.0,2.0,1.0,5.0,1.0,0.0469,3.0,,,,,,,,,,,,,,
12436531,home,Chelsea,Marc Cucurella,marc-cucurella,M. Cucurella,D,3,175,37239,M,cucurella3,794939,EUR,901065600,D,3,3,False,43.0,38.0,5.0,3.0,0.0,20.0,22.0,18.0,21.0,2.0,,,,,,90.0,59.0,6.4,6.0,0.0126418,3,,,,,,1.0,5.0,2.0,,1.0,,,,,,,1.0,3.0,1.0,1.0,1.0,0.1434,1.0,2.0,,,,,,,,,,,,,
12436531,home,Chelsea,Roméo Lavia,romeo-lavia,R. Lavia,M,45,181,16643,M,romeolavia,1069488,EUR,1073347200,M,45,45,False,20.0,17.0,1.0,1.0,0.0,8.0,8.0,9.0,12.0,4.0,,,,,,55.0,26.0,6.6,5.0,0.0117505,0,,Romeo Lavia,,,,,2.0,4.0,,1.0,,,2.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,
12436531,home,Chelsea,Enzo Fernández,enzo-fernandez,E. Fernández,M,8,177,121227,M,Enzo8,974505,EUR,979689600,M,8,8,False,59.0,49.0,9.0,8.0,0.0,17.0,19.0,33.0,45.0,11.0,,,,,,90.0,81.0,7.8,17.0,0.242972,2,,,,5.0,1.0,2.0,5.0,6.0,,2.0,1.0,1.0,1.0,1.0,1.0,,4.0,1.0,7.0,,,0.117,1.0,1.0,True,1.0,1.0,1.0,0.5292,,,,,,,,
12436531,home,Chelsea,Noni Madueke,noni-madueke,N. Madueke,M,20,182,40178,M,nonzinoo10,966547,EUR,1015718400,M,11,11,False,12.0,9.0,1.0,,0.0,4.0,6.0,5.0,7.0,3.0,,,,,,81.0,26.0,6.6,8.0,0.319097,3,,,,1.0,,2.0,6.0,3.0,,5.0,2.0,,,,1.0,,1.0,1.0,2.0,,,0.1471,,3.0,,,,,,1.0,2.0,,,,,,
12436531,home,Chelsea,Cole Palmer,cole-palmer,C. Palmer,M,10,185,363781,M,ColdPalmer,982780,EUR,1020643200,M,20,20,False,30.0,26.0,5.0,4.0,0.0,12.0,13.0,16.0,23.0,1.0,,,,,,90.0,50.0,8.0,14.0,0.499238,4,,,,6.0,2.0,1.0,6.0,3.0,1.0,4.0,1.0,,,,3.0,,2.0,1.0,3.0,,1.0,0.6932,,,,,,3.0,0.7736,2.0,,1.0,,,,,
12436531,home,Chelsea,Jadon Sancho,sancho-jadon,J. Sancho,M,19,180,68579,M,JSancho,851100,EUR,953942400,M,19,19,False,31.0,25.0,,,0.0,9.0,10.0,16.0,21.0,3.0,,,,,,90.0,41.0,6.9,9.0,0.0494724,2,,,,,,1.0,3.0,4.0,1.0,5.0,4.0,,,,1.0,,,,2.0,,,0.0941,,2.0,,,,,,,,,,,,,
