match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_bigChanceCreated,stat_outfielderBlock,stat_fouls,stat_keyPass,stat_wasFouled,captain,stat_totalCross,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,player_firstName,stat_dispossessed,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goals,player_lastName,stat_lastManTackle,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,player_sofascoreId
11451065,home,Sivasspor,Ali Şaşal Vural,ali-sasal-vural,A. Ş. Vural,G,187,62,M,94540,EUR,647568000,G,35,35,False,33.0,26.0,22.0,15.0,16.0,17.0,10.0,16.0,1.0,1.0,9.0,2.0,1.0,3.0,90.0,41.0,7.4,7.0,0.00630503,0,-0.2986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451065,home,Sivasspor,Burak Kapacak,burak-kapacak,B. Kapacak,M,180,490,M,836686,EUR,944611200,D,16,16,False,7.0,5.0,1.0,1.0,2.0,4.0,3.0,3.0,,1.0,2.0,,,,29.0,16.0,6.9,3.0,0.00338068,0,,17,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451065,home,Sivasspor,Aaron Appindangoyé,aaron-appindangoye,A. Appindangoyé,D,185,334,M,785850,EUR,698544000,D,4,4,False,21.0,15.0,5.0,2.0,12.0,16.0,3.0,5.0,,,3.0,,,,90.0,35.0,7.2,7.0,0.00133764,0,,2,9.0,,,,,1.0,3.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11451065,home,Sivasspor,Caner Osmanpaşa,caner-osmanpasa,C. Osmanpaşa,D,182,35,M,135941,EUR,569203200,D,88,88,False,20.0,20.0,1.0,1.0,18.0,18.0,2.0,2.0,,2.0,3.0,,,,90.0,29.0,6.5,1.0,0.00038222,0,,20,3.0,,1.0,,1.0,,2.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
11451065,home,Sivasspor,Uğur Çiftçi,ugur-ciftci,U. Çiftçi,D,180,65,M,142850,EUR,704937600,D,3,3,False,28.0,20.0,2.0,1.0,10.0,13.0,10.0,17.0,1.0,4.0,6.0,,,,90.0,46.0,6.9,12.0,0.0245859,1,,58,2.0,,2.0,,1.0,1.0,2.0,,,1.0,1.0,,,True,2.0,1.0,1.0,1.0,0.0526,,,,,,,,,,,,,,,
11451065,home,Sivasspor,Yunus Konak,yunus-konak,Y. Konak,M,181,1116,M,1518589,EUR,1136851200,M,72,72,False,32.0,26.0,1.0,1.0,19.0,23.0,7.0,9.0,1.0,6.0,10.0,,,,90.0,42.0,7.1,7.0,0.0049641,0,,5,1.0,,3.0,2.0,,,2.0,1.0,,2.0,,,,,,2.0,2.0,,,Yunus Konak,1.0,,,,,,,,,,,,,
11451065,home,Sivasspor,Emrah Başsan,emrah-bassan,E. Başsan,M,177,60,M,174141,EUR,703468800,M,17,17,False,24.0,18.0,3.0,1.0,6.0,6.0,13.0,23.0,1.0,9.0,2.0,,,,90.0,50.0,7.1,17.0,0.25657,3,,14,,,4.0,2.0,3.0,1.0,8.0,,2.0,,3.0,4.0,2.0,,5.0,5.0,3.0,1.0,0.2036,,2.0,1.0,1.0,1.0,2.0,0.0859,,,,,,,,
11451065,home,Sivasspor,Charis Charisis,charis-charisis,C. Charisis,M,177,130,M,317297,EUR,789868800,M,8,8,False,35.0,29.0,3.0,1.0,9.0,9.0,20.0,28.0,2.0,7.0,4.0,,,,90.0,51.0,7.1,11.0,0.0320498,1,,8,1.0,,2.0,2.0,1.0,,5.0,1.0,,,2.0,1.0,2.0,,2.0,2.0,2.0,,0.0234,,2.0,,1.0,,1.0,0.3941,,,,,,,,
11451065,home,Sivasspor,Samu Sáiz,samu-saiz,S. Sáiz,M,174,123,M,99527,EUR,664502400,M,24,24,False,46.0,36.0,6.0,4.0,5.0,7.0,31.0,39.0,1.0,8.0,6.0,,,,88.0,66.0,8.3,13.0,0.137588,5,,,,,,,1.0,,1.0,,,,,2.0,4.0,,,5.0,4.0,1.0,0.4151,,,,4.0,,,1.7484,1.0,,,,,,,
11451065,home,Sivasspor,Modou Barrow,modou-barrow,M. Barrow,M,176,244,M,209098,EUR,718934400,M,77,77,False,10.0,8.0,,,1.0,2.0,7.0,8.0,1.0,3.0,2.0,,,,43.0,16.0,6.6,5.0,0.0195184,0,,,,,2.0,1.0,1.0,,3.0,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,
