match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keyPass,stat_accurateLongBalls,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_totalOffside,stat_blockedScoringAttempt,stat_dispossessed,stat_shotOffTarget,stat_goals,stat_penaltyWon,captain,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_bigChanceMissed,stat_hitWoodwork,player_sofascoreId,stat_lastManTackle,stat_penaltyConceded,stat_bigChanceCreated
13472806,home,Santos,Gabriel Brazão,,,gabriel-brazao,G. Brazão,G,77,191,3074,M,905448,EUR,970704000,G,77,77,False,5.0,2.0,3.0,0.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,90.0,9.0,6.4,3.0,5.88e-06,0,-0.9131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472806,home,Santos,Igor Vinícius,,,igor-vinicius,I. Vinícius,D,18,173,1630,M,840119,EUR,859939200,D,18,18,False,27.0,22.0,2.0,0.0,7.0,9.0,18.0,1.0,3.0,3.0,,,,90.0,54.0,7.0,10.0,0.185768,0,,15.0,3.0,2.0,2.0,5.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,91.667506428016,9.0,44.94,34.44,2.0,,,,,,,,,,,,,,,,,,,,,,,
13472806,home,Santos,Adonis Frías,,,adonis-frias,A. Frías,D,98,189,703,M,940699,EUR,890092800,D,98,98,False,29.0,26.0,3.0,0.0,21.0,21.0,8.0,,3.0,5.0,1.0,,,90.0,35.0,6.8,4.0,0.00226821,1,,5.0,,,,1.0,,,,2.0,1.0,1.0,1.0,93.212595596792,14.0,18.375,14.91,,2.0,1.0,1.0,0.0391,0.0376,,,,,,,,,,,,,,,,,,
13472806,home,Santos,Luan Peres,,,luan-peres,L. Peres,D,14,190,1198,M,842098,EUR,774576000,D,14,14,False,29.0,23.0,7.0,0.0,20.0,20.0,9.0,3.0,5.0,1.0,,,,90.0,40.0,6.8,8.0,0.00135051,0,,3.0,1.0,,,2.0,,4.0,2.0,1.0,1.0,1.0,2.0,67.794068545725,11.0,-14.07,5.775,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
13472806,home,Santos,Gonzalo Escobar,,,gonzalo-escobar,G. Escobar,D,31,171,1242,M,840500,EUR,858470400,D,31,31,False,21.0,17.0,3.0,0.0,9.0,11.0,10.0,2.0,6.0,,1.0,,,90.0,51.0,6.8,13.0,0.00638263,1,,8.0,4.0,,1.0,4.0,,4.0,2.0,3.0,,3.0,3.0,90.917165584107,11.0,30.765,11.55,,2.0,,,0.0128,,,,,1.0,,,,,,,,,,,,,,
13472806,home,Santos,João Schmidt,,,joao-schmidt,J. Schmidt,M,5,183,1085,M,244591,EUR,737769600,M,5,5,False,37.0,31.0,2.0,1.0,15.0,16.0,21.0,2.0,8.0,6.0,,,,90.0,53.0,7.0,7.0,0.102927,0,,16.0,,,1.0,4.0,1.0,4.0,1.0,5.0,2.0,1.0,2.0,48.318210805235,8.0,-3.465,4.83,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,
13472806,home,Santos,Zé Rafael,,,ze-rafael,Z. Rafael,M,6,175,2603,M,329069,EUR,740188800,M,6,6,False,20.0,17.0,2.0,0.0,5.0,5.0,15.0,1.0,7.0,9.0,3.0,,,86.0,40.0,8.3,9.0,0.0262768,3,,12.0,,,,7.0,1.0,,,2.0,2.0,4.0,4.0,76.467121996922,11.0,38.115,13.335,,2.0,1.0,,0.2168,0.4389,2.0,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,,,
13472806,home,Santos,Álvaro Barreal,,,alvaro-barreal,Á. Barreal,M,22,172,2811,M,949687,EUR,966470400,M,22,22,False,21.0,15.0,4.0,1.0,4.0,4.0,17.0,,4.0,6.0,1.0,,,71.0,43.0,8.3,15.0,0.0490599,4,,11.0,6.0,2.0,1.0,6.0,,,,3.0,1.0,2.0,2.0,150.190215934,13.0,-19.11,7.875,3.0,1.0,2.0,,0.2195,0.7418,,,,1.0,3.0,1.0,1.0,,,,,,,,,,,
13472806,home,Santos,Benjamín Rollheiser,,,benjamin-rollheiser,B. Rollheiser,M,32,175,4255,M,922454,EUR,953856000,M,32,32,False,23.0,18.0,1.0,0.0,5.0,7.0,16.0,,5.0,6.0,2.0,,,71.0,41.0,7.5,11.0,0.0417045,4,,13.0,,,,3.0,,,,2.0,1.0,3.0,1.0,146.87464717829,10.0,96.495,20.37,2.0,,1.0,,0.9198,0.6103,2.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,
13472806,home,Santos,Guilherme,,,guilherme,Guilherme,M,11,178,3515,M,844605,EUR,797731200,M,11,11,False,22.0,17.0,,0.0,4.0,5.0,17.0,2.0,5.0,2.0,1.0,,,89.0,48.0,7.1,21.0,0.0630419,1,,13.0,5.0,,,5.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,136.80948659967,13.0,81.165,26.88,1.0,,,1.0,0.0777,,2.0,1.0,,1.0,2.0,,,,True,,,,,,,,,
