match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_keyPass,captain,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_dispossessed,stat_unsuccessfulTouch,stat_totalOffside,stat_totalContest,stat_challengeLost,stat_fouls,stat_goalAssist,stat_wonContest,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_bigChanceMissed
10437220,home,Luton Town,Matt Macey,,,matt-macey,M. Macey,G,1,201.0,123,M,225096,EUR,779068800.0,G,33,33,False,26.0,21.0,9.0,4.0,17.0,18.0,4.0,8.0,7.0,1.0,2.0,2.0,90.0,33.0,6.0,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437220,home,Luton Town,Reece Burke,,,reece-burke,R. Burke,D,32,189.0,100,M,372342,EUR,841622400.0,D,16,16,False,58.0,49.0,5.0,3.0,25.0,27.0,24.0,31.0,2.0,,,,72.0,67.0,6.9,9.0,0,5.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10437220,home,Luton Town,Henri Lansbury,,,henri-lansbury,H. Lansbury,M,12,188.0,22,M,44326,EUR,655689600.0,D,12,12,False,71.0,62.0,34.0,29.0,39.0,41.0,24.0,33.0,6.0,,,,63.0,81.0,7.6,13.0,0,2.0,3.0,,,2.0,,,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,
10437220,home,Luton Town,Tom Lockyer,,,tom-lockyer,T. Lockyer,D,12,183.0,189,M,197848,EUR,786412800.0,D,4,4,False,84.0,62.0,16.0,6.0,38.0,43.0,24.0,41.0,11.0,,,,90.0,101.0,7.3,23.0,2,5.0,9.0,1.0,,,2.0,2.0,2.0,,,,True,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
10437220,home,Luton Town,Carlos Mendes Gomes,,,carlos-mendes-gomes,C. M. Gomes,F,7,178.0,124,M,940526,EUR,911001600.0,M,14,14,False,27.0,20.0,3.0,3.0,6.0,7.0,15.0,22.0,8.0,,,,45.0,46.0,7.5,12.0,2,2.0,5.0,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,
10437220,home,Luton Town,Luke Berry,,,luke-berry,L. Berry,M,8,177.0,74,M,97465,EUR,710899200.0,M,8,8,False,21.0,19.0,1.0,1.0,13.0,13.0,6.0,9.0,1.0,,,,62.0,28.0,6.6,6.0,2,2.0,2.0,,,,,,,1.0,,,,,1.0,,2.0,,,2.0,,1.0,,,,,,,
10437220,home,Luton Town,Louie Watson,,,louie-watson,L. Watson,M,27,180.0,46,M,994593,EUR,991872000.0,M,20,20,False,62.0,54.0,9.0,6.0,23.0,28.0,32.0,35.0,7.0,,,,90.0,70.0,6.5,9.0,1,2.0,5.0,,,,3.0,2.0,,1.0,1.0,,,,7.0,1.0,,,1.0,,,,4.0,2.0,,,,,
10437220,home,Luton Town,Dion Pereira,,,dion-pereira,D. Pereira,M,19,175.0,55,M,877542,EUR,922320000.0,M,19,19,False,33.0,20.0,4.0,,11.0,16.0,9.0,21.0,5.0,,,,90.0,55.0,6.6,22.0,0,2.0,7.0,,,,,,4.0,4.0,,1.0,,2.0,3.0,,,,,2.0,,2.0,,,1.0,1.0,,,
10437220,home,Luton Town,Cauley Woodrow,,,cauley-woodrow,C. Woodrow,F,12,184.0,111,M,140487,EUR,786326400.0,F,10,10,False,27.0,21.0,,,7.0,7.0,14.0,21.0,2.0,,,,90.0,40.0,6.7,11.0,1,1.0,4.0,,,,,,,1.0,,2.0,,2.0,8.0,,,,2.0,2.0,,3.0,2.0,2.0,,3.0,1.0,,
10437220,home,Luton Town,Cameron Jerome,,,cameron-jerome,C. Jerome,F,,185.0,35,M,16303,EUR,524361600.0,F,35,35,False,17.0,10.0,,,2.0,3.0,8.0,14.0,3.0,,,,62.0,26.0,7.3,10.0,3,6.0,7.0,,,,,,1.0,,,4.0,,3.0,6.0,2.0,1.0,,,1.0,2.0,2.0,1.0,1.0,,,,1.0,
10437220,home,Luton Town,Admiral Muskwe,,,muskwe-admiral,A. Muskwe,F,11,183.0,88,M,855653,EUR,903657600.0,F,15,15,False,28.0,25.0,1.0,1.0,10.0,12.0,15.0,16.0,3.0,,,,90.0,46.0,6.7,7.0,4,,4.0,1.0,,,1.0,1.0,2.0,,,1.0,,,2.0,,2.0,,1.0,2.0,,2.0,,1.0,,1.0,2.0,,1.0
10437220,home,Luton Town,Elliot Thorpe,Elliot,Thorpe,elliot-thorpe,E. Thorpe,M,39,176.0,34,M,991610,EUR,973728000.0,M,28,28,True,14.0,10.0,1.0,,5.0,6.0,7.0,12.0,1.0,,,,45.0,25.0,6.6,8.0,2,,1.0,,,,,,,4.0,2.0,1.0,,2.0,2.0,,1.0,,,2.0,,1.0,,1.0,,1.0,1.0,,
10437220,home,Luton Town,Harry Cornick,,,harry-cornick,H. Cornick,F,7,180.0,51,M,351496,EUR,794448000.0,F,7,7,True,5.0,3.0,1.0,1.0,,,4.0,7.0,1.0,,,,28.0,16.0,6.6,6.0,0,,,,,,,,,2.0,1.0,2.0,,1.0,4.0,,,,,1.0,,1.0,,2.0,,,,,
10437220,home,Luton Town,Carlton Morris,,,carlton-morris,C. Morris,F,9,185.0,1057,M,358222,EUR,819072000.0,F,9,9,True,10.0,5.0,,,3.0,3.0,2.0,9.0,,,,,28.0,15.0,6.8,8.0,1,2.0,2.0,,,,,,,2.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,
10437220,home,Luton Town,Gabriel Osho,,,gabriel-osho,G. Osho,D,4,185.0,1149,M,920680,EUR,903052800.0,D,32,32,True,28.0,18.0,6.0,4.0,9.0,13.0,9.0,15.0,1.0,,,,27.0,31.0,6.7,10.0,1,4.0,5.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,
10437220,home,Luton Town,Josh Williams,Josh Williams,,josh-williams,J. Williams,D,38,175.0,1,M,1394949,EUR,939686400.0,D,38,38,True,15.0,7.0,7.0,1.0,5.0,8.0,2.0,8.0,5.0,,,,18.0,23.0,6.6,12.0,0,,2.0,,,1.0,2.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,
10437220,home,Luton Town,Harry Isted,,,harry-isted,H. Isted,G,42,185.0,21,M,889974,EUR,857520000.0,G,21,21,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437220,home,Luton Town,Zack Nelson,Zack Nelson,,zack-nelson,Z. Nelson,M,37,183.0,86,M,1394950,EUR,1095984000.0,M,43,43,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437220,home,Luton Town,Casey Pettit,Casey Pettit,,casey-pettit,C. Pettit,M,16,181.0,20,M,1394960,EUR,1034640000.0,M,42,42,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437220,home,Luton Town,Josh Allen,Josh Allen,,josh-allen,J. Allen,F,41,184.0,2,M,1394956,EUR,1071964800.0,F,41,41,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437220,away,Newport County,Joe Day,,,joe-day,J. Day,G,1,183.0,13,M,46746,EUR,650505600.0,G,1,1,False,36.0,14.0,26.0,4.0,11.0,11.0,3.0,25.0,14.0,,5.0,6.0,90.0,49.0,7.3,22.0,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10437220,away,Newport County,Priestley Farquharson,,,priestley-farquharson,P. Farquharson,D,6,191.0,15,M,975693,EUR,858384000.0,D,6,6,False,11.0,7.0,3.0,,7.0,8.0,,3.0,1.0,,,,53.0,26.0,6.3,6.0,0,1.0,3.0,3.0,,,2.0,1.0,,,,,,2.0,3.0,,,,,,,,,1.0,,,,,
