match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_expectedGoals,stat_blockedScoringAttempt,stat_outfielderBlock,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_challengeLost,stat_goals,captain,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed
12436952,home,Tottenham Hotspur,Guglielmo Vicario,guglielmo-vicario,G. Vicario,G,1,194,7123,M,guglielmovicario,553606,EUR,844646400,G,1,1,False,26.0,24.0,3.0,1.0,0.0,24.0,25.0,1.0,1.0,1.0,2.0,5.0,6.0,6.0,2.0,90.0,36.0,8.5,2.0,6.636e-05,0,0.5902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436952,home,Tottenham Hotspur,Pedro Porro,pedro-porro,P. Porro,D,23,173,10890,M,pedroporro29,913654,EUR,937180800,D,23,23,False,43.0,34.0,4.0,1.0,0.0,10.0,15.0,38.0,,6.0,2.0,4.0,,,,90.0,77.0,7.9,19.0,0.146619,0,,28.0,10.0,4.0,2.0,6.0,1.0,3.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,
12436952,home,Tottenham Hotspur,Kevin Danso,danso-kevin,K. Danso,D,4,190,3440,M,,794953,EUR,906163200,D,4,4,False,59.0,52.0,2.0,,0.0,26.0,30.0,30.0,,2.0,6.0,2.0,,,,78.0,71.0,7.1,7.0,0.0275201,1,,27.0,1.0,1.0,2.0,2.0,,,,1.0,1.0,,1.0,,1.0,1.0,0.0449,,,,,,,,,,,,,,,
12436952,home,Tottenham Hotspur,Ben Davies,ben-davies,B. Davies,D,33,181,2694,M,,94758,EUR,735609600,D,33,33,False,77.0,72.0,3.0,1.0,0.0,44.0,46.0,31.0,4.0,5.0,5.0,6.0,,,,90.0,90.0,7.6,5.0,0.0394754,1,,28.0,,,2.0,3.0,,,,,1.0,1.0,,1.0,1.0,,0.0947,1.0,1.0,,,,,,,,,,,,,
12436952,home,Tottenham Hotspur,Djed Spence,djed-spence,D. Spence,D,24,184,4534,M,,945798,EUR,965779200,D,24,24,False,58.0,53.0,2.0,1.0,0.0,21.0,23.0,39.0,,7.0,1.0,4.0,,,,90.0,88.0,8.3,10.0,0.136152,1,,34.0,4.0,2.0,1.0,2.0,,4.0,3.0,,2.0,1.0,2.0,,1.0,,0.0183,,2.0,,,1.0,1.0,0.0109,,,,,,,,
12436952,home,Tottenham Hotspur,Lucas Bergvall,bergvall-lucas,L. Bergvall,M,15,186,9218,M,lucasbergvall,1391251,EUR,1138838400,M,15,15,False,38.0,34.0,,,0.0,12.0,12.0,26.0,,1.0,1.0,4.0,,,,64.0,51.0,6.9,8.0,0.0224361,2,,22.0,,,,6.0,1.0,3.0,1.0,1.0,,,,2.0,1.0,1.0,0.1621,,,,,1.0,1.0,0.1078,1.0,,,,,,,
12436952,home,Tottenham Hotspur,Rodrigo Bentancur,bentancur-rodrigo,R. Bentancur,M,30,187,8306,M,rodrigo_bentancur,791190,EUR,867196800,M,30,30,False,66.0,60.0,2.0,2.0,0.0,25.0,28.0,39.0,3.0,3.0,2.0,1.0,,,,78.0,74.0,7.2,7.0,0.0415995,1,,36.0,1.0,1.0,1.0,4.0,,1.0,,,,,,1.0,2.0,1.0,0.0064,,1.0,,,,,,1.0,,,,,,,
12436952,home,Tottenham Hotspur,James Maddison,james-maddison,J. Maddison,M,10,175,15672,M,Madders,356398,EUR,848707200,M,10,10,False,50.0,43.0,2.0,1.0,0.0,9.0,10.0,41.0,,4.0,1.0,2.0,,,,64.0,65.0,7.9,13.0,0.283852,1,,34.0,1.0,,,6.0,2.0,2.0,1.0,,1.0,1.0,2.0,3.0,1.0,,0.7195,,,,,1.0,2.0,0.9888,,1.0,,,,,,
12436952,home,Tottenham Hotspur,Dejan Kulusevski,dejan-kulusevski,D. Kulusevski,M,21,186,11735,M,dejan_k10,928124,EUR,956620800,F,21,21,False,30.0,25.0,1.0,1.0,0.0,6.0,7.0,25.0,,2.0,,3.0,,,,90.0,52.0,6.4,20.0,0.0682831,4,,19.0,2.0,,1.0,13.0,5.0,7.0,1.0,,1.0,,,2.0,1.0,1.0,0.3327,2.0,,,,1.0,1.0,0.0637,,,,,,,,
12436952,home,Tottenham Hotspur,Mathys Tel,mathys-tel,M. Tel,F,11,183,11348,M,m.tel14,1048888,EUR,1114560000,F,11,11,False,21.0,16.0,,,0.0,6.0,8.0,15.0,1.0,3.0,,7.0,,,,90.0,44.0,7.1,16.0,0.0575969,7,,10.0,2.0,,,9.0,3.0,4.0,1.0,,,,1.0,3.0,1.0,1.0,0.7236,3.0,,,,3.0,3.0,0.3378,,,,,,,,
