match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_shotValueNormalized,stat_interceptionWon,stat_accurateCross,stat_dispossessed,stat_wonContest,player_sofascoreId,captain,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_hitWoodwork,stat_goals,stat_penaltyWon,stat_outfielderBlock,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_keeperSaveValue,stat_goalsPrevented,stat_goalkeeperValueNormalized,stat_penaltyConceded
14053607,home,Feyenoord,Steven Benda,steven-benda,S. Benda,G,13,192.0,264,M,860764,EUR,907200000,G,13,13,False,20.0,18.0,4.0,2.0,0.0,16.0,16.0,2.0,4.0,1.0,8.0,1.0,1.0,90.0,25.0,6.7,2.0,0.00162129,59.058711555665,11.0,23.346219840631,0.0,0,0.06,0.01,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053607,home,Feyenoord,Mats Deijl,mats-deijl,M. Deijl,D,20,180.0,340,M,794013,EUR,868924800,D,20,20,False,39.0,34.0,4.0,1.0,0.0,8.0,8.0,26.0,31.0,1.0,6.0,,,90.0,55.0,6.6,9.0,0.0591479,40.168203777062,8.0,-2.5519842176485,0.0,0,0.09,-0.01,0.26,,,1.0,4.0,8.0,5.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053607,home,Feyenoord,Tsuyoshi Watanabe,tsuyoshi-watanabe,T. Watanabe,D,4,187.0,1373,M,942213,EUR,855100800,D,4,4,False,64.0,57.0,2.0,1.0,0.0,12.0,14.0,45.0,50.0,5.0,4.0,,,90.0,80.0,7.4,9.0,0.109881,291.2579689633,30.0,228.94496189781,5.0,2,0.39,0.29,-0.02,,,1.0,2.0,4.0,4.0,,,,1.0,,1.0,,4.0,1.0,1.0,1.0,1.0,0.1319,0.3304,39.695826433428,124.15543199544,0.07,,,,,,,,,,,,,,,,,,,,
14053607,home,Feyenoord,Anel Ahmedhodžić,anel-ahmedhodzic,A. Ahmedhodžić,D,21,190.0,1551,M,825899,EUR,922406400,D,21,21,False,83.0,77.0,6.0,1.0,0.0,26.0,27.0,51.0,56.0,1.0,2.0,,,90.0,92.0,7.4,7.0,0.0875231,345.22728885199,37.0,210.0810909044,3.0,1,0.28,0.28,0.14,,,,1.0,3.0,3.0,,,,1.0,,2.0,3.0,3.0,,,1.0,,0.043,,22.890078974584,62.250417941576,-0.19,2.0,,,,,,,,,,,,,,,,,,,
14053607,home,Feyenoord,Jordan Bos,jordan-bos,J. Bos,D,15,180.0,746,M,1144138,EUR,1035849600,D,15,15,False,48.0,42.0,3.0,1.0,0.0,11.0,12.0,31.0,36.0,,3.0,,,90.0,81.0,7.6,17.0,0.232857,147.56887175291,13.0,73.653078745939,3.0,4,0.36,0.29,-0.04,Jordan Bos,,8.0,1.0,7.0,6.0,2.0,3.0,3.0,3.0,,2.0,3.0,2.0,1.0,,1.0,3.0,0.5428,0.5572,27.998355459538,73.129108386267,0.14,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,
14053607,home,Feyenoord,Anis Hadj Moussa,anis-hadj-moussa,A. H. Moussa,F,23,176.0,22256,M,1218066,EUR,1013385600,M,23,23,False,36.0,31.0,4.0,3.0,0.0,7.0,8.0,24.0,28.0,1.0,7.0,,,90.0,78.0,7.3,27.0,0.269334,249.912963987,22.0,166.16029593268,8.0,3,0.45,0.34,-0.03,,,15.0,,6.0,6.0,8.0,1.0,,5.0,1.0,1.0,2.0,,,,,1.0,0.0662,0.011,24.064446638506,132.56979442411,-0.06,,4.0,1.0,4.0,hadj.a20,True,2.0,,,,,,,,,,,,,
14053607,home,Feyenoord,Oussama Targhalline,oussama-targhalline,O. Targhalline,M,28,186.0,7796,M,1095731,EUR,1021852800,M,28,28,False,9.0,9.0,,,0.0,2.0,2.0,7.0,7.0,,,,,18.0,10.0,6.8,,0.0080252,,,,,0,0.12,-0.07,0.13,Oussama Targhalline,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,targhaoussama,,,,,,,,,,,,,,,
14053607,home,Feyenoord,In-Beom Hwang,in-beom-hwang,I. Hwang,M,6,177.0,3391,M,889689,EUR,843177600,M,6,6,False,80.0,73.0,1.0,,0.0,9.0,10.0,64.0,70.0,2.0,4.0,,,90.0,102.0,7.5,14.0,0.626339,338.75289380473,34.0,246.85457390621,4.0,2,0.6,0.35,0.17,,,13.0,2.0,3.0,3.0,,1.0,1.0,1.0,1.0,1.0,7.0,1.0,,,1.0,1.0,0.0545,0.0116,20.702637395055,86.583846284709,-0.14,,7.0,,,Hwang,,,1.0,,,,,,,,,,,,
14053607,home,Feyenoord,Aymen Sliti,aymen-sliti,A. Sliti,M,32,175.0,961,M,1479467,EUR,1143158400,M,32,32,False,23.0,20.0,,,0.0,2.0,2.0,18.0,21.0,,2.0,,,63.0,49.0,6.8,18.0,0.0735094,190.50747904305,18.0,103.32737211186,5.0,2,0.1,0.3,0.14,,,10.0,1.0,5.0,5.0,3.0,2.0,1.0,2.0,1.0,,1.0,1.0,,,,,0.0423,,17.779660559667,95.046799754425,-0.03,,1.0,2.0,1.0,,,2.0,,,,,,,,,,,,,
14053607,home,Feyenoord,Ayase Ueda,ueda-ayase,A. Ueda,F,9,182.0,7464,M,985823,EUR,904262400,F,9,9,False,7.0,7.0,,,0.0,,,7.0,7.0,1.0,1.0,,,89.0,27.0,6.7,3.0,0.101196,20.731840058004,3.0,-5.1998393648166,0.0,8,-0.14,0.04,0.17,,,,3.0,3.0,8.0,,,,2.0,4.0,,1.0,5.0,,1.0,5.0,,0.6551,,,,-0.64,1.0,,,,bee18,,3.0,,1.0,,,,,,,,,,,
