match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_outfielderBlock,stat_totalTackle,stat_errorLeadToAGoal,player_sofascoreId,stat_accurateCross,stat_totalContest,stat_wonContest,stat_keyPass,stat_dispossessed,stat_blockedScoringAttempt,stat_penaltyWon,stat_wonTackle,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_penaltyConceded,stat_penaltyFaced,stat_punches
10389845,home,Lille,Lucas Chevalier,,,chevalier-lucas,L. Chevalier,G,30,188,21320,M,996953,EUR,1005004800,G,30,30,False,21.0,19.0,7.0,5.0,15.0,16.0,4.0,5.0,1.0,5.0,1.0,2.0,2.0,90.0,28.0,6.6,2.0,0.0,0.0,0.00419083,0,0.1468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389845,home,Lille,Bafodé Diakité,,,bafode-diakite,B. Diakité,D,18,182,1863,M,962408,EUR,978739200,D,18,18,False,62.0,60.0,1.0,,24.0,25.0,36.0,38.0,1.0,3.0,,,,90.0,75.0,6.5,4.0,0.0197,0.0,0.0230459,1,,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10389845,home,Lille,José Fonte,,,jose-fonte,J. Fonte,D,6,191,691,M,27622,EUR,440899200,D,6,6,False,77.0,70.0,10.0,5.0,32.0,35.0,38.0,42.0,3.0,6.0,,,,90.0,83.0,6.8,7.0,0.0,0.0,0.0297978,0,,,,1.0,,1.0,,,,,,,True,1.0,,,,,,,,,,,,,,,,,,,
10389845,home,Lille,Alexsandro Ribeiro,Alexsandro Ribeiro,,alexsandro-ribeiro,A. Ribeiro,D,4,192,4572,M,1049775,EUR,934156800,D,4,4,False,75.0,72.0,4.0,2.0,43.0,44.0,29.0,31.0,4.0,7.0,,,,90.0,89.0,6.2,6.0,0.0,0.0,0.0154715,0,,,1.0,2.0,4.0,5.0,1.0,,1.0,3.0,1.0,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,,
10389845,home,Lille,Timothy Weah,,,weah-timothy,T. Weah,M,22,185,11671,M,855810,EUR,951177600,D,22,22,False,46.0,41.0,6.0,3.0,19.0,20.0,23.0,28.0,,5.0,,,,74.0,63.0,6.5,12.0,0.0,0.0,0.0433215,0,,2.0,,,4.0,3.0,,,1.0,1.0,1.0,1.0,,,,,timothyweah,1.0,5.0,2.0,1.0,,,,,,,,,,,,
10389845,home,Lille,Carlos Baleba,,,baleba-carlos,C. Baleba,M,17,179,25912,M,1199043,EUR,1073088000,M,35,35,False,51.0,43.0,8.0,4.0,25.0,27.0,18.0,25.0,,7.0,,,,89.0,65.0,7.4,10.0,0.1627,0.0,0.0210449,3,,1.0,,2.0,4.0,9.0,2.0,2.0,,,3.0,1.0,,1.0,1.0,,carlos_baleba,,3.0,3.0,,1.0,1.0,1.0,,,,,,,,,
10389845,home,Lille,Benjamin André,,,benjamin-andre,B. André,M,21,180,759,M,51665,EUR,649641600,M,21,21,False,93.0,76.0,14.0,8.0,30.0,35.0,46.0,58.0,1.0,7.0,,,,90.0,108.0,7.5,20.0,0.0188,0.0,0.0675367,1,,,2.0,4.0,3.0,11.0,1.0,,1.0,2.0,1.0,,,,6.0,,,,,,,,1.0,,5.0,,,,,,,,
10389845,home,Lille,Jonathan David,,,jonathan-david,J. David,F,30,180,21023,M,935564,EUR,947808000,M,9,9,False,24.0,23.0,,,5.0,5.0,18.0,20.0,,3.0,,,,89.0,41.0,7.5,9.0,1.5768,1.9916,0.331893,2,,1.0,2.0,1.0,10.0,4.0,2.0,,,3.0,3.0,2.0,,,,,jodavid,,2.0,,1.0,2.0,,,,1.0,2.0,2.0,1.0,,,,
10389845,home,Lille,Rémy Cabella,,,remy-cabella,R. Cabella,M,20,171,1177,M,72998,EUR,636854400,M,10,10,False,50.0,41.0,,,13.0,13.0,29.0,40.0,,5.0,,,,89.0,61.0,6.5,15.0,0.1284,0.0,0.078816,1,,3.0,,,4.0,2.0,2.0,,,1.0,1.0,,,,,,,1.0,3.0,1.0,1.0,,1.0,,,,,,,,,,
10389845,home,Lille,Jonathan Bamba,,,jonathan-bamba,J. Bamba,F,19,175,1936,M,595576,EUR,827798400,M,7,7,False,35.0,30.0,1.0,,10.0,12.0,20.0,27.0,,10.0,,,,90.0,57.0,5.9,19.0,0.0,0.0,0.0299844,0,,4.0,1.0,,8.0,2.0,2.0,,,5.0,,,,,,,,,5.0,2.0,,2.0,,,,,,,,,,,
10389845,home,Lille,Mohamed Bayo,,,mohamed-bayo,M. Bayo,F,9,188,4444,M,909318,EUR,896918400,F,27,27,False,9.0,6.0,1.0,1.0,3.0,3.0,3.0,6.0,,1.0,,,,45.0,15.0,6.4,6.0,0.0,0.0,0.305198,0,,,,,2.0,1.0,,,,1.0,,,,,,,mohamedbayo27,,2.0,1.0,,1.0,,,,,,,,,,,
10389845,home,Lille,Adam Ounas,,,adam-ounas,A. Ounas,M,10,172,8650,M,818440,EUR,847670400,M,11,11,True,20.0,17.0,1.0,1.0,2.0,2.0,16.0,23.0,1.0,,,,,45.0,36.0,6.8,10.0,0.2917,0.0,0.0304544,1,,5.0,,,2.0,3.0,,1.0,,1.0,1.0,,,,1.0,,ounas_11,1.0,3.0,1.0,1.0,,,1.0,,,,,,1.0,,,
10389845,home,Lille,Gabriel Gudmundsson,,,gabriel-gudmundsson,G. Gudmundsson,D,3,181,1194,M,834308,EUR,925344000,D,5,5,True,3.0,3.0,,,,,3.0,4.0,1.0,1.0,,,,16.0,12.0,6.8,2.0,0.0,0.0,0.0519511,0,,1.0,,1.0,,2.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
10389845,home,Lille,Leny Yoro,Leny Yoro,,leny-yoro,L. Yoro,D,15,190,20033,M,1153315,EUR,1131840000,D,15,15,True,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,9.0,2.0,6.6,,0.0,0.0,6.5e-07,0,,,,,,,,,,,,,,,,,YL15,,,,,,,,,,,,,,,,
10389845,home,Lille,Jonas Martin,,,jonas-martin,J. Martin,M,90,184,95,M,123264,EUR,639619200,M,8,8,True,5.0,2.0,,,,1.0,2.0,4.0,,1.0,,,,9.0,5.0,6.4,3.0,0.0,0.0,0.00082315,0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10389845,home,Lille,Amine Messoussa,,,messoussa-amine,A. Messoussa,F,29,180,348,M,1142132,EUR,1097539200,F,32,32,True,,,,,,,,,,,,,,1.0,1.0,,1.0,0.0,0.0,0.0,0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10389845,home,Lille,Adam Jakubech,,,adam-jakubech,A. Jakubech,G,16,189,44,M,787686,EUR,852163200,G,16,16,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389845,home,Lille,Benoît Costil,,,benoit-costil,B. Costil,G,,188,146,M,26965,EUR,552268800,G,25,25,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389845,away,Nantes,Alban Lafont,,,alban-lafont,A. Lafont,G,40,195,2914,M,826201,EUR,917049600,G,1,1,False,30.0,15.0,19.0,4.0,12.0,15.0,3.0,15.0,1.0,4.0,,,,90.0,32.0,5.7,15.0,0.0,0.0,0.00039042,0,-0.0084,,1.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
10389845,away,Nantes,João Victor,,,joao-victor,J. Victor,D,38,187,1786,M,982998,EUR,900633600,D,38,38,False,32.0,22.0,4.0,1.0,9.0,12.0,13.0,20.0,1.0,5.0,,,,90.0,46.0,6.5,14.0,0.0963,0.0,0.0047216,1,,,,2.0,1.0,6.0,1.0,,,,1.0,,,,2.0,,,,1.0,1.0,,,1.0,,,,,,,,,,
10389845,away,Nantes,Andrei Girotto,,,andrei-girotto,A. Girotto,D,3,186,273,M,794836,EUR,698284800,D,3,3,False,32.0,22.0,10.0,3.0,19.0,22.0,3.0,10.0,4.0,4.0,,,,90.0,42.0,6.5,10.0,0.0,0.0,0.00582222,0,,,1.0,1.0,1.0,2.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,
10389845,away,Nantes,Jean-Charles Castelletto,,,jean-charles-castelletto,J.-C. Castelletto,D,21,186,1499,M,191204,EUR,791078400,D,21,21,False,27.0,22.0,5.0,1.0,17.0,18.0,5.0,9.0,3.0,5.0,,,,90.0,34.0,6.3,5.0,0.0,0.0,0.00281787,0,,,,2.0,3.0,3.0,1.0,,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
10389845,away,Nantes,Charles Traoré,,,charles-traore,C. Traoré,D,,180,144,M,816115,EUR,694224000,D,93,93,False,28.0,19.0,6.0,3.0,10.0,13.0,9.0,16.0,4.0,7.0,,,,90.0,46.0,6.4,12.0,0.0,0.0,0.0203374,0,,1.0,,,1.0,2.0,,,2.0,,,1.0,,,2.0,,,,,,,,,,2.0,,,,,,1.0,,
10389845,away,Nantes,Marcus Coco,,,marcus-coco,M. Coco,D,97,180,173,M,785418,EUR,835574400,M,11,11,False,19.0,15.0,2.0,1.0,3.0,4.0,14.0,17.0,2.0,7.0,,,,74.0,40.0,6.8,6.0,0.0,0.0,0.0361694,0,,2.0,3.0,,10.0,7.0,2.0,,3.0,,2.0,3.0,,,4.0,,,2.0,2.0,1.0,,1.0,,,4.0,,,,,,,,
10389845,away,Nantes,Pedro Chirivella,,,pedro-chirivella,P. Chirivella,M,4,178,556,M,799216,EUR,864345600,M,5,5,False,20.0,18.0,2.0,1.0,11.0,11.0,7.0,9.0,,3.0,,,,61.0,27.0,6.9,2.0,0.0,0.0,0.00192814,0,,,,,4.0,5.0,,,,,,4.0,,,4.0,,,,1.0,1.0,,,,,1.0,,,,,,,,
