match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_wasFouled,stat_totalCross,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_fouls,stat_challengeLost,stat_unsuccessfulTouch,stat_keyPass,stat_dispossessed,stat_accurateCross,stat_totalOffside,stat_bigChanceCreated,stat_penaltyWon,stat_goals,stat_blockedScoringAttempt,stat_penaltyFaced,stat_totalKeeperSweeper,stat_penaltyConceded,stat_errorLeadToAGoal
11452966,home,Damac FC,Moustapha Zeghba,moustapha-zeghba,M. Zeghba,G,1,190.0,852,M,888378,EUR,659145600,G,30,30,False,25.0,9.0,20.0,4.0,0.0,6.0,8.0,3.0,17.0,2.0,10.0,2.0,4.0,7.0,90.0,42.0,7.7,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452966,home,Damac FC,Hassan Alshammrani,hassan-alshammrani,H. Alshammrani,D,,184.0,3,M,923016,EUR,679536000,D,40,40,False,22.0,16.0,3.0,1.0,0.0,11.0,12.0,5.0,10.0,4.0,9.0,,,,90.0,37.0,6.8,8.0,0,,,2.0,1.0,2.0,4.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11452966,home,Damac FC,Farouk Chafaï,farouk-chafai,F. Chafaï,D,5,182.0,329,M,880083,EUR,646099200,D,15,15,False,23.0,20.0,4.0,2.0,0.0,18.0,20.0,2.0,3.0,13.0,1.0,,,,90.0,43.0,6.7,4.0,1,,,,,,4.0,,,3.0,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11452966,home,Damac FC,Abdelkader Bedrane,abdelkader-bedrane,A. Bedrane,D,3,185.0,1163,M,906407,EUR,702172800,D,3,3,False,33.0,24.0,11.0,4.0,0.0,19.0,22.0,5.0,12.0,11.0,10.0,,,,90.0,57.0,7.2,11.0,1,,,3.0,,5.0,3.0,3.0,2.0,2.0,1.0,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
11452966,home,Damac FC,Abdullah Al-Hawsawi,abdullah-al-hawsawi,A. Al-Hawsawi,D,24,176.0,23,M,1127819,EUR,823132800,M,19,19,False,20.0,15.0,,,0.0,7.0,9.0,8.0,11.0,2.0,2.0,,,,90.0,34.0,6.6,10.0,0,Abdullah Al-Hawsawi,,,,2.0,2.0,,1.0,2.0,1.0,,,,,,,,,1.0,1.0,4.0,1.0,,,,,,,,,,,
11452966,home,Damac FC,Domagoj Antolić,domagoj-antolic,D. Antolić,M,8,180.0,103,M,67645,EUR,646704000,M,17,17,False,28.0,27.0,2.0,2.0,0.0,15.0,15.0,12.0,13.0,1.0,7.0,,,,89.0,37.0,7.2,2.0,0,,,,1.0,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,3.0,1.0,,,,,,,,,,
11452966,home,Damac FC,Bader Munshi,bader-munshi,B. Munshi,M,16,178.0,9,M,1102071,EUR,929836800,M,16,16,False,22.0,19.0,2.0,1.0,0.0,11.0,12.0,8.0,10.0,,5.0,,,,79.0,33.0,6.7,4.0,0,Bader Munshi,,,,4.0,2.0,,5.0,2.0,1.0,,,,,,,,,1.0,3.0,,1.0,1.0,,,,,,,,,,
11452966,home,Damac FC,Abdullah Al-Amar,abdullah-al-amar,A. Al-Amar,D,,177.0,110,M,817911,EUR,762480000,M,13,13,False,25.0,19.0,1.0,,0.0,12.0,13.0,8.0,14.0,,7.0,,,,90.0,42.0,6.4,11.0,1,,,2.0,,8.0,5.0,,,3.0,2.0,,,1.0,1.0,2.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,
11452966,home,Damac FC,Abdulaziz Al-Bishi,abdulaziz-al-bishi,A. Al-Bishi,M,22,172.0,241,M,791417,EUR,763344000,F,11,11,False,18.0,14.0,1.0,1.0,0.0,3.0,3.0,11.0,15.0,1.0,5.0,,,,60.0,33.0,6.7,9.0,1,,,,,4.0,3.0,,1.0,,,,,1.0,1.0,,5.0,2.0,,,,1.0,,1.0,,1.0,,,,,,,,
11452966,home,Damac FC,Georges-Kévin N'Koudou,georges-kevin-nkoudou,G. N'Koudou,M,11,172.0,2369,M,342909,EUR,792633600,F,10,10,False,21.0,14.0,2.0,2.0,1.0,4.0,6.0,11.0,19.0,,4.0,,,,89.0,48.0,8.2,20.0,1,,,1.0,,8.0,9.0,,,2.0,2.0,,,1.0,5.0,4.0,5.0,2.0,,2.0,,5.0,3.0,2.0,1.0,,2.0,1.0,,,,,,
11452966,home,Damac FC,Assan Ceesay,assan-ceesay,A. Ceesay,F,,188.0,442,M,842158,EUR,763862400,F,9,9,False,16.0,8.0,1.0,,0.0,5.0,8.0,3.0,8.0,,5.0,,,,79.0,31.0,7.8,13.0,3,,,2.0,4.0,7.0,4.0,,,,,,,1.0,,,2.0,,2.0,,,,,3.0,,1.0,,,2.0,,,,,
11452966,home,Damac FC,Ahmed Harisi,ahmed-harisi,A. Harisi,M,18,170.0,9,M,1520999,EUR,966384000,F,18,18,True,2.0,2.0,,,0.0,,,2.0,2.0,,,,,,30.0,10.0,6.4,3.0,2,Ahmed Harisi,,,,3.0,2.0,,,1.0,,,,,1.0,,1.0,,,1.0,,1.0,,1.0,,,,,,2.0,,,,
11452966,home,Damac FC,Abdulaziz Majrashi,abdulaziz-majrashi,A. Majrashi,M,23,173.0,10,M,877163,EUR,826416000,M,23,23,True,5.0,4.0,1.0,,0.0,4.0,4.0,,1.0,,1.0,,,,11.0,6.0,6.5,1.0,0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11452966,home,Damac FC,Fahad Aljuhani,fahad-al-johani,F. Aljuhani,F,19,177.0,7,M,160947,EUR,688435200,F,99,99,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,1.0,,,,,11.0,5.0,6.8,1.0,1,,,1.0,1.0,1.0,2.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
