match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,player_firstName,player_lastName,captain,stat_aerialLost,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotOffTarget,stat_accurateCross,stat_dispossessed,stat_keyPass,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goalsPrevented,stat_bigChanceCreated,stat_bigChanceMissed
12437870,home,Leganés,Marko Dmitrović,marko-dmitrovic,M. Dmitrović,G,13,194,1184,M,94527,EUR,696211200,G,13,13,False,15.0,8.0,11.0,4.0,0.0,5.0,6.0,3.0,9.0,3.0,4.0,1.0,2.0,1.0,1.0,90.0,21.0,6.9,7.0,0.00245393,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437870,home,Leganés,Valentin Rosier,valentin-rosier,V. Rosier,D,19,175,797,M,842419,EUR,840412800,D,12,12,False,31.0,21.0,3.0,1.0,0.0,5.0,12.0,16.0,21.0,4.0,9.0,,,,,90.0,58.0,7.6,16.0,0.0131414,0,2.0,1.0,4.0,6.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
12437870,home,Leganés,Sergio González,sergio-gonzalez,S. González,D,4,186,271,M,377234,EUR,703728000,D,6,6,False,53.0,39.0,11.0,2.0,0.0,21.0,23.0,18.0,30.0,6.0,3.0,,,,,90.0,68.0,7.5,15.0,0.014347,1,,4.0,3.0,7.0,,,,1.0,2.0,3.0,3.0,1.0,,2.0,,,,True,1.0,1.0,0.1963,,,,,,,,,,,
12437870,home,Leganés,Jorge Sáenz,jorge-saenz,J. Sáenz,D,3,192,188,M,592098,EUR,848188800,D,3,3,False,76.0,65.0,9.0,4.0,0.0,54.0,58.0,11.0,18.0,14.0,4.0,,,,,90.0,94.0,7.3,11.0,0.0037938,1,,2.0,5.0,4.0,,,,,1.0,1.0,,,1.0,3.0,,,,,2.0,,0.0847,1.0,,,,,,,,,,
12437870,home,Leganés,Matija Nastasić,matija-nastasic,M. Nastasić,D,15,188,481,M,98440,EUR,733276800,D,22,22,False,57.0,46.0,4.0,1.0,0.0,34.0,36.0,12.0,21.0,10.0,3.0,,,,,90.0,74.0,7.1,11.0,0.00261662,0,,2.0,2.0,3.0,,,,,2.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,
12437870,home,Leganés,Javier Hernández,javier-hernandez,J. Hernández,D,26,181,457,M,1031658,EUR,894067200,D,20,20,False,29.0,21.0,4.0,1.0,0.0,9.0,12.0,13.0,19.0,4.0,3.0,,,,,90.0,57.0,6.7,12.0,0.262324,0,2.0,,7.0,3.0,2.0,2.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,1.0,,,,1.0,2.0,1.0,,,,,,,
12437870,home,Leganés,Dani Raba,dani-raba,D. Raba,F,19,184,999,M,873947,EUR,814924800,M,10,10,False,28.0,14.0,7.0,2.0,0.0,3.0,7.0,13.0,26.0,1.0,10.0,,,,,78.0,60.0,7.3,26.0,0.373967,1,5.0,,9.0,11.0,1.0,5.0,3.0,,2.0,6.0,3.0,2.0,2.0,1.0,,,,,1.0,,0.1339,1.0,2.0,4.0,2.0,,,,,,,
12437870,home,Leganés,Seydouba Cisse,seydouba-cisse,S. Cisse,M,8,172,3843,M,906065,EUR,981763200,M,8,8,False,51.0,42.0,7.0,2.0,0.0,32.0,34.0,10.0,17.0,6.0,5.0,,,,,90.0,72.0,6.9,13.0,0.0207033,1,,2.0,8.0,6.0,2.0,2.0,2.0,,1.0,2.0,2.0,1.0,,2.0,,,,,3.0,,0.255,1.0,,2.0,,seydoubacisse32,,,,,,
12437870,home,Leganés,Yvan Neyou,yvan-neyou,Y. Neyou,M,5,180,972,M,869931,EUR,852249600,M,17,17,False,48.0,39.0,1.0,1.0,0.0,21.0,24.0,18.0,26.0,4.0,5.0,,,,,89.0,71.0,6.9,18.0,0.00961757,0,2.0,4.0,7.0,9.0,,2.0,,1.0,1.0,4.0,2.0,3.0,1.0,2.0,,,,,1.0,,,,,2.0,,,,,,,,
12437870,home,Leganés,Darko Brašanac,darko-brasanac,D. Brašanac,M,5,178,208,M,94539,EUR,697852800,M,14,14,False,11.0,6.0,2.0,,0.0,2.0,3.0,4.0,9.0,,2.0,,,,,60.0,18.0,6.5,6.0,0.00368643,0,1.0,,4.0,2.0,,,,,,,,,2.0,2.0,,,,,2.0,,,,,,,,,,,,,
12437870,home,Leganés,Miguel de la Fuente,miguel-de-la-fuente,M. d. l. Fuente,F,24,182,395,M,914212,EUR,936316800,F,9,9,False,3.0,2.0,,,0.0,,,2.0,3.0,2.0,,,,,,77.0,14.0,6.4,6.0,0.00240722,0,,,5.0,2.0,,1.0,,,,1.0,1.0,2.0,1.0,,,,,,2.0,,,,,2.0,,,,,,,,
12437870,home,Leganés,Óscar Rodríguez,oscar-rodriguez,Ó. Rodríguez,M,14,174,618,M,794948,EUR,898992000,M,7,7,True,15.0,12.0,1.0,,0.0,5.0,5.0,7.0,11.0,,2.0,,,,,30.0,27.0,6.6,7.0,0.00791538,1,1.0,1.0,3.0,5.0,,2.0,1.0,,,,,,3.0,,,,,,1.0,,0.0615,1.0,,1.0,,,,,,,,
12437870,home,Leganés,Diego García,diego-garcia,D. Garcia,F,19,188,234,M,1121475,EUR,956016000,F,19,19,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,2.0,,,,,13.0,7.0,7.2,3.0,0.00402577,1,,,2.0,,,1.0,,,,,,1.0,,,,Diego Garcia,,,,,0.2129,,,1.0,,,1.0,1.0,0.3783,,,
