match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_onTargetScoringAttempt,stat_goals,stat_totalCross,stat_challengeLost,stat_shotOffTarget,stat_bigChanceCreated,stat_keyPass,captain,stat_accurateCross,stat_wonContest,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,stat_goodHighClaim,stat_outfielderBlock,stat_clearanceOffLine
13329560,home,Manchester United,André Onana,,,andre-onana,A. Onana,G,24,190,53710,M,AndréOnana24,787498,EUR,828403200,G,24,24,False,23.0,17.0,7.0,1.0,0.0,17.0,19.0,4.0,6.0,1.0,2.0,90.0,27.0,6.5,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13329560,home,Manchester United,Leny Yoro,Leny Yoro,,leny-yoro,L. Yoro,D,15,190,19992,M,YL15,1153315,EUR,1131840000,D,15,15,False,88.0,80.0,4.0,1.0,0.0,58.0,62.0,26.0,4.0,,,90.0,99.0,6.6,12.0,0,22.0,2.0,4.0,6.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
13329560,home,Manchester United,Harry Maguire,,,harry-maguire,H. Maguire,D,5,194,27967,M,harrymaguire93,149380,EUR,731289600,D,5,5,False,73.0,62.0,9.0,5.0,0.0,46.0,52.0,21.0,2.0,,,90.0,85.0,7.5,13.0,1,16.0,1.0,4.0,3.0,6.0,1.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
13329560,home,Manchester United,Noussair Mazraoui,,,noussair-mazraoui,N. Mazraoui,D,3,183,53700,M,nousmaz97,847030,EUR,879465600,D,3,3,False,98.0,86.0,3.0,,0.0,55.0,61.0,39.0,7.0,,,90.0,117.0,7.2,17.0,1,31.0,4.0,1.0,6.0,6.0,,,5.0,2.0,4.0,4.0,,1.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,
13329560,home,Manchester United,Patrick Dorgu,,,dorgu-patrick,P. Dorgu,M,13,185,27161,M,Odogwu,1397168,EUR,1098748800,M,13,13,False,28.0,23.0,1.0,,0.0,17.0,20.0,9.0,2.0,,,45.0,47.0,6.6,10.0,1,6.0,,1.0,5.0,5.0,2.0,1.0,,2.0,2.0,,,2.0,2.0,,,1.0,,1.0,,,,,,,,,,,,
13329560,home,Manchester United,Manuel Ugarte,,,manuel-ugarte,M. Ugarte,M,25,182,19070,M,ugartemanu,846425,EUR,986947200,M,25,25,False,63.0,52.0,2.0,1.0,0.0,33.0,36.0,28.0,11.0,,,89.0,83.0,7.2,15.0,0,19.0,,1.0,6.0,5.0,,2.0,1.0,4.0,3.0,,1.0,1.0,1.0,,,1.0,3.0,,1.0,2.0,,,,,,,,,,
13329560,home,Manchester United,Bruno Fernandes,,,bruno-fernandes,B. Fernandes,M,8,179,237692,M,BrunoFernandes,288205,EUR,778982400,M,8,8,False,63.0,53.0,14.0,10.0,1.0,19.0,22.0,46.0,11.0,,,90.0,81.0,8.2,14.0,1,35.0,,,,5.0,,1.0,1.0,1.0,4.0,3.0,,,,,,5.0,,,1.0,3.0,True,1.0,1.0,1.0,,,,,,
13329560,home,Manchester United,Diogo Dalot,,,diogo-dalot,D. Dalot,M,2,184,22937,M,DDalot,843200,EUR,921715200,M,20,20,False,48.0,38.0,3.0,1.0,0.0,26.0,29.0,20.0,3.0,,,90.0,63.0,6.9,13.0,0,12.0,2.0,1.0,4.0,2.0,,2.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,1.0,2.0,,,1.0,,,,,,,
13329560,home,Manchester United,Amad Diallo,,,diallo-amad,A. Diallo,F,16,173,104235,M,AmadDiallo19,971037,EUR,1026345600,F,16,16,False,40.0,36.0,1.0,1.0,0.0,12.0,13.0,29.0,6.0,,,90.0,69.0,7.3,13.0,2,24.0,,,5.0,9.0,,9.0,,,3.0,1.0,2.0,2.0,,,,2.0,,1.0,,2.0,,,4.0,1.0,,,,,,
13329560,home,Manchester United,Rasmus Højlund,,,rasmus-hojlund,R. Højlund,F,19,191,69881,M,RHøjlund,1086417,EUR,1044316800,F,9,9,False,13.0,8.0,,,0.0,3.0,6.0,7.0,1.0,,,90.0,22.0,6.7,9.0,1,5.0,3.0,,5.0,2.0,1.0,2.0,,,,,3.0,,1.0,,,,,,,,,,2.0,1.0,1.0,,,,,
