match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,player_lastName,captain,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_interceptionWon,stat_lastManTackle,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_bigChanceCreated,stat_totalOffside,stat_keyPass,stat_blockedScoringAttempt,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_keeperSaveValue,stat_errorLeadToAShot
14025057,home,Tottenham Hotspur,Guglielmo Vicario,guglielmo-vicario,G. Vicario,G,1,194,7123,M,guglielmovicario,553606,EUR,844646400,G,1,1,False,29.0,19.0,13.0,3.0,0.0,17.0,18.0,2.0,11.0,5.0,1.0,90.0,34.0,5.5,10.0,0.00066252,0,-0.7765,0.04,-0.02,-0.13,-0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025057,home,Tottenham Hotspur,Pedro Porro,pedro-porro,P. Porro,D,23,173,10890,M,pedroporro29,913654,EUR,937180800,D,23,23,False,47.0,30.0,7.0,1.0,0.0,10.0,16.0,20.0,31.0,4.0,,67.0,74.0,6.4,29.0,0.014812,0,,0.05,0.1,-0.15,,12.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025057,home,Tottenham Hotspur,Cristian Romero,cristian-romero,C. Romero,D,17,185,37910,M,cutiromero2,829932,EUR,893635200,D,17,17,False,54.0,50.0,2.0,2.0,0.0,31.0,33.0,19.0,21.0,8.0,,88.0,72.0,7.2,6.0,0.00935323,1,,0.2,0.12,-0.11,,,,1.0,1.0,4.0,8.0,1.0,1.0,2.0,5.0,,2.0,,,True,1.0,1.0,1.0,2.0,1.0,0.31,0.3098,0.15,,,,,,,,,,,,,,,,
14025057,home,Tottenham Hotspur,Micky van de Ven,micky-van-de-ven,M. van de Ven,D,37,193,12526,M,mickyvdven,998247,EUR,987638400,D,37,37,False,55.0,49.0,7.0,3.0,0.0,41.0,44.0,8.0,11.0,5.0,,90.0,67.0,6.5,7.0,0.00516139,0,,0.11,0.07,0.17,,,,2.0,,3.0,2.0,1.0,,3.0,2.0,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,
14025057,home,Tottenham Hotspur,Djed Spence,djed-spence,D. Spence,D,24,184,4534,M,,945798,EUR,965779200,D,24,24,False,40.0,32.0,5.0,2.0,0.0,17.0,18.0,15.0,22.0,5.0,,90.0,66.0,6.3,14.0,0.0107998,0,,-0.17,0.23,-0.23,,2.0,,3.0,2.0,6.0,6.0,2.0,1.0,3.0,3.0,3.0,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,
14025057,home,Tottenham Hotspur,João Palhinha,joao-palhinha,J. Palhinha,M,6,189,16491,M,Palhinha,364612,EUR,805248000,M,6,6,False,51.0,44.0,3.0,1.0,0.0,21.0,24.0,23.0,27.0,5.0,,79.0,64.0,7.0,8.0,0.017861,1,,0.22,0.1,-0.01,,,,1.0,,4.0,7.0,,,1.0,5.0,4.0,2.0,,,,,,1.0,,2.0,0.0519,0.2667,0.11,1.0,,1.0,,,,,,,,,,,,,
14025057,home,Tottenham Hotspur,Pape Matar Sarr,pape-matar-sarr,P. M. Sarr,M,29,185,32679,M,pape,1002711,EUR,1031961600,M,29,29,False,58.0,54.0,1.0,,0.0,20.0,21.0,34.0,37.0,4.0,,90.0,72.0,6.6,8.0,0.0550098,1,,0.26,0.34,0.25,,2.0,,3.0,,8.0,2.0,1.0,1.0,1.0,1.0,,2.0,,,,1.0,,,,,0.0113,,-0.02,1.0,,2.0,1.0,1.0,,,,,,,,,,,
14025057,home,Tottenham Hotspur,Brennan Johnson,brennan-johnson,B. Johnson,F,11,186,10704,M,brenjohnson_,1085180,EUR,990576000,M,22,22,False,23.0,16.0,2.0,,0.0,2.0,3.0,14.0,20.0,2.0,,90.0,45.0,6.6,18.0,0.0921289,0,,0.14,-0.56,0.43,,5.0,1.0,2.0,2.0,6.0,7.0,4.0,2.0,1.0,3.0,2.0,,,,,,,,1.0,,,,,,1.0,2.0,,,1.0,1.0,1.0,,,,,,,,
14025057,home,Tottenham Hotspur,Xavi Simons,xavi-simons,X. Simons,M,7,179,51062,M,XaviSimons,997183,EUR,1050883200,M,7,7,False,35.0,32.0,3.0,1.0,0.0,11.0,11.0,21.0,24.0,5.0,,79.0,63.0,6.9,17.0,0.0436062,1,,0.15,0.28,0.15,,2.0,,1.0,2.0,7.0,7.0,4.0,1.0,,2.0,2.0,,,,,,,,6.0,2.0,0.0351,,-0.01,2.0,,3.0,,,,,,1.0,,,,,,,
14025057,home,Tottenham Hotspur,Richarlison,richarlison,Richarlison,F,9,184,44707,M,Richarlison,840217,EUR,863222400,M,9,9,False,22.0,16.0,,,0.0,3.0,4.0,13.0,18.0,2.0,,90.0,38.0,6.7,11.0,0.0450579,3,,-0.28,0.18,-0.15,,,,2.0,2.0,6.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,0.212,0.6811,0.27,,,1.0,1.0,,,1.0,,1.0,1.0,,,,,,
