match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_sofascoreId,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,player_firstName,player_lastName,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_wasFouled,stat_bigChanceMissed,captain,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_errorLeadToAGoal
12530732,home,Fenerbahçe,İrfan Can Eğribayat,irfan-can-egribayat,İ. C. Eğribayat,G,71,193,1983,M,594618,EUR,891216000,G,1,1,False,29.0,25.0,13.0,9.0,0.0,23.0,23.0,2.0,6.0,8.0,90.0,34.0,6.9,4.0,0.00067206,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530732,home,Fenerbahçe,Mert Müldür,mert-muldur,M. Müldür,D,18,184,2870,M,836683,EUR,923097600,D,16,16,False,60.0,52.0,4.0,1.0,0.0,46.0,49.0,7.0,12.0,5.0,86.0,78.0,8.0,9.0,0.0846081,3,1.0,1.0,2.0,5.0,4.0,7.0,1.0,1.0,2.0,1.0,6.0,2.0,2.0,1.0,1.0,0.4248,0.8964,1.0,,,,,,,,,,,,,,,,,,
12530732,home,Fenerbahçe,Milan Škriniar,milan-skriniar,M. Škriniar,D,37,187,9862,M,187205,EUR,792460800,D,37,37,False,77.0,73.0,5.0,4.0,0.0,56.0,57.0,17.0,20.0,13.0,90.0,85.0,7.3,5.0,0.0200731,0,,,,4.0,2.0,4.0,1.0,,,,5.0,,,1.0,1.0,,,,milanskriniar,,,,,,,,,,,,,,,,,
12530732,home,Fenerbahçe,Çağlar Söyüncü,caglar-soyuncu,Ç. Söyüncü,D,4,187,4168,M,758608,EUR,832809600,D,4,4,False,42.0,31.0,5.0,,1.0,23.0,23.0,8.0,19.0,5.0,90.0,55.0,7.8,12.0,0.171718,0,,,3.0,4.0,4.0,8.0,,,,,3.0,4.0,2.0,1.0,1.0,,,1.0,soyuncu_caglar,1.0,1.0,1.0,,,,,,,,,,,,,,
12530732,home,Fenerbahçe,Oğuz Aydın,oguz-aydin,O. Aydın,M,70,183,3374,M,999396,EUR,972604800,M,70,70,False,44.0,37.0,3.0,,0.0,22.0,27.0,17.0,23.0,3.0,90.0,76.0,7.1,15.0,0.13426,2,6.0,2.0,1.0,,6.0,3.0,1.0,,,,2.0,2.0,2.0,1.0,1.0,0.0511,,2.0,,1.0,,,,,1.0,3.0,1.0,2.0,,,,,,,,
12530732,home,Fenerbahçe,Fred,fred,Fred,M,7,169,11619,M,243623,EUR,731289600,M,13,13,False,56.0,50.0,9.0,8.0,0.0,31.0,32.0,19.0,24.0,7.0,90.0,74.0,6.7,15.0,0.0217796,0,,,1.0,,8.0,8.0,2.0,,,,,5.0,1.0,4.0,1.0,,,,fred08,,,,,,2.0,4.0,1.0,,2.0,,,,,,,
12530732,home,Fenerbahçe,Sebastian Szymański,sebastian-szymanski,S. Szymański,M,17,174,10874,M,847983,EUR,926294400,M,53,53,False,19.0,16.0,2.0,2.0,1.0,9.0,11.0,10.0,17.0,5.0,80.0,42.0,7.2,15.0,0.58247,0,9.0,3.0,1.0,,8.0,3.0,5.0,,,,1.0,2.0,1.0,2.0,1.0,,,3.0,szymanski_11,1.0,,,,,,2.0,1.0,,,,,,,,,
12530732,home,Fenerbahçe,Filip Kostić,filip-kostic,F. Kostić,M,18,184,7055,M,126588,EUR,720576000,M,18,18,False,18.0,13.0,1.0,1.0,0.0,5.0,6.0,9.0,17.0,2.0,90.0,45.0,7.0,17.0,0.100158,1,5.0,1.0,2.0,,4.0,1.0,,1.0,,,1.0,,,3.0,,0.0443,0.2685,1.0,filipkostic,1.0,1.0,1.0,,,1.0,2.0,1.0,,,,,,,,,
12530732,home,Fenerbahçe,Dušan Tadić,dusan-tadic,D. Tadić,F,10,181,12216,M,38560,EUR,595987200,F,10,10,False,19.0,11.0,,,0.0,7.0,8.0,5.0,13.0,1.0,86.0,33.0,7.2,14.0,0.0420191,2,2.0,1.0,,1.0,4.0,2.0,,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,0.5604,0.5005,,dusantadic,,,,,,1.0,2.0,,1.0,,,,,,,,
12530732,home,Fenerbahçe,Youssef En-Nesyri,youssef-en-nesyri,Y. En-Nesyri,F,21,190,34492,M,846470,EUR,865123200,F,19,19,False,10.0,8.0,,,0.0,4.0,5.0,4.0,5.0,,69.0,16.0,7.4,2.0,0.0139555,4,,,4.0,3.0,4.0,3.0,,4.0,,1.0,,,,,,0.7946,1.4663,,ennesyri15,,,,,,,,,,,2.0,,,,,,
12530732,home,Fenerbahçe,Edin Džeko,edin-dzeko,E. Džeko,F,10,193,23278,M,14990,EUR,511401600,F,9,9,False,25.0,13.0,4.0,,0.0,8.0,11.0,5.0,15.0,2.0,80.0,39.0,6.8,17.0,0.0295115,1,1.0,,5.0,4.0,8.0,7.0,,,,,3.0,,,2.0,2.0,0.0272,,1.0,EDzeko,,,,,,2.0,2.0,2.0,1.0,1.0,,True,2.0,,,,
12530732,home,Fenerbahçe,Anderson Talisca,anderson-talisca,A. Talisca,M,94,191,20484,M,329245,EUR,760060800,M,94,94,True,7.0,5.0,,,0.0,2.0,2.0,3.0,5.0,1.0,21.0,13.0,6.3,5.0,0.00180899,1,,,1.0,,2.0,,,1.0,,,1.0,,,1.0,,0.1167,0.1734,,AndersonTalisca,,,,,,1.0,,,,,1.0,,,,,,
12530732,home,Fenerbahçe,Sofyan Amrabat,sofyan-amrabat,S. Amrabat,M,34,183,27456,M,359272,EUR,840585600,M,34,34,True,9.0,8.0,,,0.0,5.0,5.0,3.0,5.0,1.0,10.0,12.0,6.6,3.0,0.0172691,0,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,sofyanamrabat,,,,,,1.0,,,,,,,,,,,
12530732,home,Fenerbahçe,Cenk Tosun,cenk-tosun,C. Tosun,F,23,183,2904,M,72127,EUR,676252800,F,23,23,True,5.0,3.0,,,0.0,,2.0,3.0,3.0,,10.0,9.0,6.2,5.0,0.00141298,1,,,,,3.0,,,,1.0,,,,,1.0,1.0,0.0225,,,,,,,,,1.0,1.0,,,,,,,,,,
