match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalContest,captain,stat_wonContest,stat_bigChanceCreated,stat_errorLeadToAShot,stat_punches,stat_hitWoodwork
12436461,home,Chelsea,Robert Sánchez,robert-sanchez,R. Sánchez,G,1,197.0,18379,M,RS1,920546,EUR,879811200,G,1,1,False,35.0,19.0,20.0,4.0,0.0,16.0,22.0,3.0,13.0,1.0,2.0,1.0,14.0,1.0,6.0,2.0,3.0,2.0,2.0,90.0,57.0,7.4,16.0,0.00213292,0,0.7305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436461,home,Chelsea,Malo Gusto,gusto-malo,M. Gusto,D,27,179.0,19313,M,malogst,996958,EUR,1053302400,D,27,27,False,71.0,66.0,3.0,1.0,0.0,27.0,27.0,42.0,52.0,,2.0,2.0,9.0,,,,,,,90.0,92.0,7.5,12.0,0.270498,1,,8.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0273,2.0,,,,,,,,,,,,,,,,
12436461,home,Chelsea,Tosin Adarabioyo,tosin-adarabioyo,T. Adarabioyo,D,4,196.0,10523,M,tosinadarabioyo,352668,EUR,875059200,D,4,4,False,61.0,54.0,9.0,6.0,0.0,30.0,34.0,24.0,27.0,7.0,9.0,6.0,3.0,,,,,,,90.0,74.0,7.2,7.0,0.0113704,2,,,,,1.0,,1.0,,1.0,2.0,1.0,,,0.1267,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12436461,home,Chelsea,Levi Colwill,levi-colwill,L. Colwill,D,6,187.0,17899,M,LColwill,996911,EUR,1046217600,D,6,6,False,71.0,61.0,3.0,2.0,0.0,27.0,33.0,35.0,43.0,4.0,4.0,4.0,3.0,,,,,,,90.0,84.0,7.1,14.0,0.0492913,0,,5.0,1.0,3.0,3.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
12436461,home,Chelsea,Marc Cucurella,marc-cucurella,M. Cucurella,D,3,175.0,37239,M,cucurella3,794939,EUR,901065600,D,3,3,False,36.0,33.0,1.0,,0.0,13.0,14.0,20.0,25.0,3.0,7.0,2.0,5.0,2.0,,,,,,90.0,63.0,7.6,9.0,0.0176587,1,,3.0,,4.0,7.0,,,,1.0,2.0,2.0,1.0,3.0,0.1151,1.0,,,,,,,1.0,1.0,0.3461,,,,,,,
12436461,home,Chelsea,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178.0,79319,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,65.0,56.0,4.0,3.0,0.0,26.0,28.0,30.0,37.0,3.0,6.0,,13.0,1.0,,,,,,90.0,84.0,7.5,15.0,0.0597303,1,,,,1.0,8.0,2.0,,,4.0,2.0,2.0,2.0,2.0,0.0106,2.0,1.0,,,,,,1.0,,0.0355,2.0,,,,,,
12436461,home,Chelsea,Enzo Fernández,enzo-fernandez,E. Fernández,M,8,177.0,121227,M,Enzo8,974505,EUR,979689600,M,8,8,False,38.0,33.0,4.0,4.0,1.0,9.0,12.0,25.0,29.0,,3.0,1.0,2.0,,,,,,,90.0,54.0,7.4,10.0,0.0792863,2,,3.0,1.0,4.0,8.0,1.0,,,1.0,3.0,1.0,2.0,2.0,0.1085,3.0,1.0,,1.0,,,,1.0,,0.0611,,True,,,,,
12436461,home,Chelsea,Noni Madueke,noni-madueke,N. Madueke,M,20,182.0,40178,M,nonzinoo10,966547,EUR,1015718400,M,11,11,False,31.0,29.0,1.0,,1.0,5.0,5.0,26.0,31.0,1.0,3.0,,3.0,1.0,,,,,,90.0,54.0,7.8,10.0,0.110571,7,,5.0,2.0,3.0,6.0,,3.0,,,,,3.0,2.0,0.4761,2.0,,1.0,2.0,,,,2.0,,0.5079,3.0,,1.0,1.0,,,
12436461,home,Chelsea,Cole Palmer,cole-palmer,C. Palmer,M,10,185.0,363781,M,ColdPalmer,982780,EUR,1020643200,M,20,20,False,38.0,35.0,5.0,4.0,0.0,5.0,5.0,33.0,42.0,,3.0,1.0,2.0,1.0,,,,,,90.0,63.0,7.8,15.0,0.326975,4,,9.0,3.0,,1.0,,,,,1.0,,3.0,,0.2082,4.0,,,3.0,,,,1.0,,0.2277,2.0,,1.0,1.0,,,
12436461,home,Chelsea,Jadon Sancho,sancho-jadon,J. Sancho,M,19,180.0,68579,M,JSancho,851100,EUR,953942400,M,19,19,False,55.0,48.0,1.0,1.0,0.0,13.0,16.0,35.0,40.0,,3.0,,7.0,1.0,,,,,,90.0,69.0,7.4,14.0,0.563016,1,,1.0,,,4.0,1.0,1.0,,,,,2.0,,0.0254,4.0,,,,,,,,,,5.0,,2.0,1.0,,,
12436461,home,Chelsea,Nicolas Jackson,nicolas-jackson,N. Jackson,F,11,186.0,89434,M,NJackson11,1085381,EUR,992995200,F,15,15,False,17.0,9.0,,,0.0,4.0,6.0,5.0,11.0,1.0,5.0,2.0,2.0,,,,,,,83.0,36.0,7.4,14.0,0.0018948,7,,,,1.0,5.0,1.0,4.0,,,3.0,1.0,3.0,1.0,1.1334,,1.0,1.0,1.0,,Nicolas Jackson,,2.0,1.0,0.4621,3.0,,1.0,,,,
12436461,home,Chelsea,Christopher Nkunku,christopher-nkunku,C. Nkunku,F,18,175.0,49218,M,Nkunku,769333,EUR,879465600,F,18,18,True,,,,,0.0,,,,,,,1.0,,,,,,,,15.0,3.0,6.3,1.0,,0,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
12436461,home,Chelsea,Filip Jørgensen,filip-jorgensen,F. Jørgensen,G,12,190.0,13907,M,filipjorgensen1,962053,EUR,1018915200,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436461,home,Chelsea,Axel Disasi,axel-disasi,A. Disasi,D,4,190.0,9725,M,axel_disasi,827243,EUR,889574400,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
