match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_penaltyConceded,stat_fouls,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_wasFouled,stat_expectedGoalsOnTarget,stat_keyPass,stat_accurateCross,player_sofascoreId,stat_goals,captain,stat_blockedScoringAttempt,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside,stat_penaltyWon
12450945,home,Stade de Reims,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188.0,2968,M,845183,EUR,942710400,G,94,94,False,38.0,29.0,10.0,1.0,0.0,29.0,35.0,3.0,12.0,1.0,4.0,1.0,5.0,90.0,50.0,7.0,9.0,0.00014918,0,-0.6968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450945,home,Stade de Reims,Aurélio Buta,,,aurelio-buta,A. Buta,D,17,169.0,489,M,357752,EUR,855532800,D,23,23,False,30.0,26.0,2.0,2.0,0.0,10.0,10.0,21.0,2.0,,,,,82.0,42.0,7.1,6.0,0.0147872,1,,16.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0317,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450945,home,Stade de Reims,Joseph Okumu,,,joseph-okumu,J. Okumu,D,2,193.0,662,M,985933,EUR,864604800,D,2,2,False,64.0,52.0,16.0,6.0,0.0,32.0,34.0,30.0,2.0,,,,,77.0,78.0,6.7,12.0,0.0178146,0,,20.0,,2.0,4.0,,6.0,,1.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12450945,home,Stade de Reims,Cédric Kipré,,,cedric-kipre,C. Kipré,D,4,196.0,670,M,886802,EUR,850089600,D,21,21,False,94.0,84.0,6.0,1.0,0.0,63.0,66.0,28.0,6.0,,,,,90.0,104.0,6.1,11.0,0.021769,0,,21.0,,4.0,5.0,,5.0,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12450945,home,Stade de Reims,Sergio Akieme,,,sergio-akieme,S. Akieme,D,18,175.0,293,M,827942,EUR,882230400,D,18,18,False,44.0,42.0,1.0,,0.0,29.0,31.0,16.0,5.0,,,,,90.0,75.0,6.3,10.0,0.0147378,2,,13.0,3.0,,4.0,1.0,3.0,,,1.0,1.0,3.0,0.0365,5.0,,2.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0242,1.0,,,,,,,,,,,,,
12450945,home,Stade de Reims,Marshall Munetsi,,,marshall-munetsi,M. Munetsi,M,18,187.0,1937,M,894733,EUR,835401600,M,15,15,False,18.0,14.0,2.0,1.0,1.0,8.0,9.0,10.0,7.0,,,,,90.0,30.0,6.8,7.0,0.0344061,0,,7.0,1.0,,4.0,,1.0,,,4.0,2.0,3.0,,5.0,1.0,,,2.0,2.0,,,,,,,,4.0,1.0,,,,,,,,,,,,
12450945,home,Stade de Reims,Valentin Atangana Edoa,Valentin Atangana Edoa,,atangana-edoa-valentin,V. A. Edoa,M,6,173.0,1036,M,1154611,EUR,1124928000,M,6,6,False,32.0,28.0,1.0,1.0,0.0,14.0,16.0,16.0,4.0,,,,,71.0,43.0,6.5,7.0,0.00624124,1,,14.0,,3.0,6.0,1.0,2.0,,,2.0,1.0,2.0,0.0921,5.0,,1.0,,3.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,
12450945,home,Stade de Reims,Junya Ito,,,junya-ito,J. Ito,M,10,176.0,4867,M,783278,EUR,731635200,M,7,7,False,32.0,26.0,1.0,,0.0,9.0,9.0,29.0,5.0,,,,,90.0,54.0,7.3,15.0,0.103787,2,,19.0,6.0,1.0,4.0,1.0,1.0,,,,,1.0,0.2706,5.0,,,,,1.0,3.0,3.0,2.0,1.0,,2.0,0.4264,1.0,2.0,ItouJky,1.0,,,,,,,,,,
12450945,home,Stade de Reims,Teddy Teuma,,,teddy-teuma,T. Teuma,M,80,176.0,885,M,829643,EUR,749347200,M,10,10,False,62.0,56.0,3.0,3.0,0.0,28.0,29.0,38.0,3.0,,,,,82.0,82.0,6.5,17.0,0.297023,1,,29.0,5.0,1.0,2.0,1.0,,,,1.0,,2.0,0.0242,11.0,3.0,2.0,,2.0,1.0,3.0,2.0,,,,,,1.0,1.0,,,True,,,,,,,,,
12450945,home,Stade de Reims,Keito Nakamura,,,keito-nakamura,K. Nakamura,M,17,180.0,3846,M,905352,EUR,964742400,M,17,17,False,22.0,20.0,2.0,2.0,0.0,4.0,5.0,18.0,2.0,,,,,71.0,33.0,6.3,9.0,0.0401054,1,,16.0,1.0,2.0,2.0,1.0,1.0,,,,,1.0,0.0589,4.0,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,
12450945,home,Stade de Reims,Oumar Diakité,,,oumar-diakite,O. Diakité,F,10,181.0,8439,M,1188191,EUR,1071878400,F,22,22,False,28.0,24.0,1.0,1.0,0.0,10.0,10.0,18.0,5.0,,,,,90.0,40.0,6.4,9.0,0.0190069,2,,14.0,,2.0,2.0,1.0,1.0,,,,,2.0,0.0998,8.0,1.0,,,2.0,2.0,2.0,1.0,,,,,,,,cheick_diakite,,,1.0,,,,,,,,
12450945,home,Stade de Reims,Nhoa Sangui,,,nhoa-sangui,N. Sangui,D,19,178.0,286,M,1426221,EUR,1140998400,D,55,55,True,12.0,12.0,,,0.0,5.0,5.0,8.0,2.0,,,,,19.0,16.0,6.3,3.0,0.00697194,0,,7.0,1.0,,,,,,,,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12450945,home,Stade de Reims,Mamadou Diakhon,,,diakhon-mamadou,M. Diakhon,F,67,180.0,1701,M,1495876,EUR,1127347200,F,67,67,True,10.0,10.0,,,0.0,2.0,2.0,12.0,2.0,,,,,19.0,24.0,7.1,9.0,0.00237533,1,,8.0,4.0,,3.0,,,,,1.0,,2.0,0.036,3.0,,,,,,,4.0,1.0,1.0,,1.0,0.2808,,,,1.0,,,,,,,,,,
12450945,home,Stade de Reims,Thibault De Smet,,,thibault-de-smet,T. D. Smet,D,28,182.0,215,M,844744,EUR,897004800,D,25,25,True,21.0,20.0,2.0,1.0,0.0,11.0,11.0,10.0,,,,,,13.0,24.0,6.5,1.0,0.00360545,1,,9.0,,,1.0,1.0,,,,1.0,,,0.1425,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450945,home,Stade de Reims,Abdoul Kone,Abdoul Koné,,abdoul-kone,A. Koné,D,92,191.0,290,M,1859949,EUR,1114128000,D,92,92,True,9.0,7.0,1.0,,0.0,3.0,3.0,6.0,,,,,,8.0,15.0,6.4,3.0,0.00205257,0,,4.0,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
12450945,home,Stade de Reims,Mohamed Bamba,Mohamed,Bamba,mohamed-bamba,M. Bamba,M,8,188.0,181,M,1537180,EUR,1097193600,M,63,63,True,17.0,15.0,2.0,2.0,0.0,8.0,9.0,8.0,,,,,,8.0,19.0,6.6,2.0,0.00655192,0,,7.0,,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12450945,home,Stade de Reims,Alexandre Olliero,,,olliero-alexandre,A. Olliero,G,20,193.0,64,M,814358,EUR,824342400,G,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450945,home,Stade de Reims,Niama Pape Sissoko,Niama,Pape Sissoko,niama-pape-sissoko,N. P. Sissoko,F,9,,133,M,1901842,EUR,1134691200,F,74,74,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
