match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_wasFouled,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_fouls,stat_totalOffside,stat_keyPass,stat_aerialWon,stat_interceptionWon,stat_wonTackle,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_outfielderBlock,captain,stat_shotOffTarget,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_goodHighClaim,stat_goals,stat_goalAssist,stat_hitWoodwork
10434108,home,MKE Ankaragücü,Gökhan Akkan,gokhan-akkan,G. Akkan,G,22,188,109,M,225012,EUR,788918400,G,32,32,False,21.0,19.0,5.0,3.0,18.0,18.0,1.0,3.0,2.0,4.0,5.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,1.0,90.0,36.0,7.4,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434108,home,MKE Ankaragücü,Atakan Çankaya,atakan-cankaya,A. Çankaya,D,35,180,44,M,1066338,EUR,898732800,D,4,4,False,23.0,15.0,2.0,,8.0,11.0,8.0,13.0,3.0,,4.0,,,,,,,,,82.0,47.0,6.2,15.0,0,Atakan Cankaya,,1.0,1.0,2.0,9.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,
10434108,home,MKE Ankaragücü,Uroš Radaković,uros-radakovic,U. Radaković,D,26,194,313,M,151900,EUR,765072000,D,26,26,False,68.0,65.0,3.0,2.0,48.0,50.0,17.0,18.0,3.0,2.0,3.0,,,,,,,,,90.0,77.0,6.6,3.0,0,,,,,2.0,3.0,1.0,,,,1.0,,,,2.0,3.0,,,,,,,,,,,,,
10434108,home,MKE Ankaragücü,Nihad Mujakić,nihad-mujakic,N. Mujakić,D,5,189,775,M,858004,EUR,892598400,D,18,18,False,62.0,52.0,5.0,2.0,38.0,43.0,14.0,19.0,6.0,2.0,6.0,1.0,2.0,,,,,,,90.0,74.0,6.6,11.0,0,,,,,,2.0,1.0,,,,1.0,1.0,,,3.0,2.0,1.0,,,,,,,,,,,,
10434108,home,MKE Ankaragücü,Marlon,marlon,Marlon,D,23,178,1921,M,870787,EUR,864086400,D,3,3,False,48.0,36.0,8.0,3.0,18.0,22.0,18.0,30.0,11.0,3.0,7.0,,1.0,,,,,,,82.0,83.0,7.9,17.0,1,,,4.0,,3.0,4.0,,1.0,4.0,4.0,5.0,,,1.0,1.0,,3.0,1.0,1.0,1.0,,,,,,,,,
10434108,home,MKE Ankaragücü,Tolga Ciğerci,tolga-cigerci,T. Ciğerci,M,38,185,114,M,120298,EUR,701308800,M,30,30,False,84.0,73.0,12.0,9.0,29.0,32.0,44.0,53.0,4.0,2.0,9.0,1.0,,,,,,,,90.0,104.0,7.2,17.0,2,,,1.0,,,5.0,,3.0,2.0,2.0,2.0,2.0,,1.0,,2.0,2.0,,,,True,2.0,,,,,,,
10434108,home,MKE Ankaragücü,Lamine Diack,lamine-diack,L. Diack,M,25,186,193,M,982317,EUR,974246400,M,14,14,False,49.0,43.0,4.0,4.0,16.0,17.0,27.0,32.0,6.0,2.0,7.0,,2.0,,,,,,,72.0,67.0,7.3,7.0,0,,,,,1.0,2.0,,1.0,1.0,1.0,3.0,,,,,2.0,3.0,,,2.0,,,,,,,,,
10434108,home,MKE Ankaragücü,Taylan Antalyalı,taylan-antalyali,T. Antalyalı,M,14,180,286,M,190197,EUR,789523200,M,48,48,False,10.0,6.0,,,3.0,5.0,3.0,5.0,2.0,1.0,1.0,4.0,1.0,,,,,,,59.0,26.0,6.5,10.0,1,,,,,2.0,4.0,,1.0,1.0,,,,1.0,,1.0,2.0,,,,,,1.0,,,,,,,
10434108,home,MKE Ankaragücü,Emre Kılınç,emre-kilinc,E. Kılınç,M,11,174,320,M,202032,EUR,777600000,F,54,54,False,43.0,28.0,,,7.0,11.0,21.0,33.0,5.0,,9.0,1.0,2.0,,,,,,,90.0,58.0,7.8,19.0,1,,,1.0,,1.0,2.0,1.0,,1.0,1.0,1.0,,,2.0,1.0,2.0,1.0,,,,,,1.0,1.0,,,,,
10434108,home,MKE Ankaragücü,Ali Sowe,ali-sowe,A. Sowe,F,9,186,1037,M,238394,EUR,771552000,F,22,22,False,20.0,14.0,1.0,,7.0,9.0,7.0,11.0,5.0,1.0,7.0,,,,,,,,,90.0,41.0,6.5,12.0,5,,,,,,7.0,1.0,4.0,3.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,,2.0,,1.0,1.0,,,,
