match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_aerialLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_accurateCross,stat_keyPass,stat_shotOffTarget,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_wonContest,stat_totalOffside,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_bigChanceMissed
12514235,home,Famalicão,Lazar Carević,lazar-carevic,L. Carević,G,25,195,237,M,886204,EUR,921542400,G,25,25,False,21.0,16.0,11.0,6.0,0.0,11.0,11.0,5.0,10.0,2.0,3.0,3.0,9.0,1.0,1.0,2.0,3.0,90.0,33.0,7.8,5.0,0.00154744,0,0.7367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514235,home,Famalicão,Rodrigo Pinheiro,pinheiro-rodrigo,R. Pinheiro,D,17,181,262,M,991924,EUR,1030492800,D,17,17,False,18.0,11.0,3.0,,0.0,8.0,11.0,3.0,8.0,1.0,2.0,5.0,1.0,,,,,90.0,51.0,7.0,15.0,0.0122127,0,,1.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12514235,home,Famalicão,Enea Mihaj,enea-mihaj,E. Mihaj,D,4,186,414,M,850828,EUR,899596800,D,4,4,False,30.0,24.0,8.0,2.0,0.0,21.0,22.0,3.0,9.0,3.0,3.0,5.0,1.0,,,,,90.0,43.0,7.5,8.0,0.00123676,1,,1.0,2.0,,,,2.0,,,1.0,1.0,True,1.0,1.0,2.0,0.0226,0.1178,,,,,,,,,,,,,,
12514235,home,Famalicão,Justin De Haas,justin-de-haas,J. De Haas,D,16,192,307,M,876255,EUR,949363200,D,16,16,False,31.0,25.0,8.0,4.0,0.0,23.0,23.0,2.0,8.0,4.0,4.0,9.0,2.0,,,,,90.0,42.0,7.1,6.0,0.00125582,0,,,6.0,1.0,,,1.0,,,,3.0,,2.0,,1.0,,,,,,,,,,,,,,,,
12514235,home,Famalicão,Rafa Soares,rafa-soares,R. Soares,D,5,177,195,M,190137,EUR,799977600,D,5,5,False,20.0,16.0,4.0,2.0,0.0,6.0,7.0,12.0,17.0,,3.0,5.0,2.0,2.0,,,,90.0,43.0,7.5,7.0,0.0677293,0,,4.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,
12514235,home,Famalicão,Tom Van De Looi,tom-van-de-looi,T. V. D. Looi,M,6,186,105,M,836676,EUR,930873600,M,6,6,False,34.0,22.0,8.0,1.0,0.0,17.0,22.0,5.0,12.0,1.0,6.0,5.0,4.0,2.0,,,,90.0,48.0,6.4,13.0,0.0059581,1,,,5.0,,1.0,,,3.0,2.0,,2.0,,2.0,,,0.0199,,,,,,1.0,1.0,,,,,,,,
12514235,home,Famalicão,Mathias De Amorim,de-amorim-mathias,M. D. Amorim,M,14,178,237,M,1511656,EUR,1102636800,M,14,14,False,7.0,7.0,,,0.0,2.0,2.0,5.0,6.0,,5.0,,2.0,1.0,,,,71.0,20.0,7.0,3.0,0.00256941,1,,1.0,3.0,,,,,4.0,2.0,2.0,2.0,,1.0,,,0.125,,,,,,1.0,,,,,,,,,
12514235,home,Famalicão,Sorriso,sorriso,Sorriso,M,7,175,556,M,1105595,EUR,982886400,M,7,7,False,21.0,15.0,,,0.0,6.0,9.0,10.0,17.0,1.0,5.0,,4.0,3.0,,,,85.0,39.0,6.8,15.0,0.0528793,2,,5.0,4.0,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,,,,,0.0501,,Sorriso,,1.0,,1.0,,1.0,,,,,,,
12514235,home,Famalicão,Gustavo Sá,gustavo-sa,G. Sá,M,20,186,1268,M,1563665,EUR,1100131200,M,20,20,False,20.0,15.0,2.0,1.0,0.0,7.0,8.0,8.0,13.0,2.0,7.0,1.0,4.0,3.0,,,,85.0,33.0,7.1,10.0,0.0222333,1,,1.0,4.0,,1.0,1.0,1.0,1.0,,3.0,1.0,,2.0,1.0,,0.082,0.0638,,,,,,,,1.0,1.0,,,,,
12514235,home,Famalicão,Óscar Aranda,oscar-aranda,Ó. Aranda,F,11,178,568,M,984626,EUR,1020038400,M,11,11,False,14.0,9.0,4.0,3.0,0.0,2.0,4.0,8.0,11.0,1.0,6.0,1.0,6.0,3.0,,,,78.0,29.0,6.9,9.0,0.14733,2,,1.0,4.0,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,0.0814,,,,1.0,1.0,1.0,,1.0,,,,,,,
