match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_interceptionWon,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_onTargetScoringAttempt,stat_wonTackle,stat_expectedGoalsOnTarget,stat_shotOffTarget,captain,stat_bigChanceCreated,stat_outfielderBlock,player_sofascoreId,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_totalOffside
13472705,home,Fluminense,Fábio,,,fabio,Fábio,G,1,188,4344,M,17785,EUR,339120000,G,1,1,False,22.0,19.0,10.0,7.0,0.0,18.0,21.0,1.0,1.0,1.0,5.0,90.0,25.0,6.4,3.0,0.00032672,0,-0.5356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472705,home,Fluminense,Júlio Fidelis,Julio Fidelis,,julio-fidelis,J. Fidelis,D,46,179,353,M,1561524,EUR,1162771200,D,46,46,False,44.0,38.0,2.0,1.0,0.0,17.0,19.0,21.0,25.0,1.0,3.0,90.0,67.0,6.8,11.0,0.0520192,1,,2.0,1.0,1.0,2.0,4.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0807,2.0,,,,,,,,,,,,,,,,,
13472705,home,Fluminense,Ignácio,,,ignacio,Ignácio,D,4,192,1704,M,958382,EUR,849398400,D,4,4,False,72.0,69.0,5.0,3.0,0.0,60.0,61.0,9.0,11.0,,3.0,90.0,86.0,6.9,3.0,0.00431345,1,,,,2.0,1.0,6.0,5.0,,,,,4.0,3.0,,1.0,4.0,0.0411,,1.0,1.0,2.0,0.0254,,,,,,,,,,,,,
13472705,home,Fluminense,Igor Rabello,,,igor-rabello,I. Rabello,D,21,190,883,M,753662,EUR,799027200,D,21,21,False,84.0,78.0,5.0,3.0,0.0,53.0,55.0,25.0,29.0,1.0,3.0,90.0,93.0,6.9,7.0,0.0108223,0,,,,2.0,5.0,5.0,6.0,,,,,4.0,1.0,1.0,,3.0,,,,,1.0,,,,,,,,,,,,,,
13472705,home,Fluminense,Gabriel Fuentes,,,gabriel-fuentes,G. Fuentes,D,18,180,1577,M,927551,EUR,855446400,D,12,12,False,60.0,50.0,2.0,1.0,0.0,22.0,24.0,28.0,36.0,1.0,2.0,90.0,79.0,6.6,18.0,0.0357207,2,,3.0,,,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0345,,,,,,1.0,,,,,,,,,,,,
13472705,home,Fluminense,Facundo Bernal,,,bernal-facundo,F. Bernal,M,5,187,1705,M,1177404,EUR,1061424000,M,5,5,False,67.0,61.0,12.0,9.0,0.0,31.0,32.0,30.0,35.0,1.0,4.0,85.0,79.0,7.1,7.0,0.0206097,0,,,,,,4.0,5.0,,,,,,4.0,1.0,1.0,3.0,,,1.0,,3.0,,,,,,,,,,,,,,
13472705,home,Fluminense,Otávio,,,otavio,Otávio,M,94,173,1027,M,552686,EUR,768009600,M,94,94,False,92.0,88.0,7.0,6.0,0.0,45.0,46.0,43.0,46.0,3.0,6.0,90.0,107.0,7.4,6.0,0.0184178,0,,1.0,,,1.0,1.0,4.0,1.0,,,,3.0,,,3.0,,,1.0,,,,,,,,,,,,,,,,,
13472705,home,Fluminense,Santiago Moreno,,,santiago-moreno,S. Moreno,M,30,171,1030,M,100203,EUR,956275200,M,30,30,False,35.0,26.0,2.0,,0.0,10.0,14.0,16.0,21.0,1.0,6.0,65.0,49.0,6.7,13.0,0.0391266,0,,,,1.0,1.0,3.0,2.0,,1.0,,,1.0,1.0,3.0,,1.0,,1.0,,,,,,,,,,,,,,,,,
13472705,home,Fluminense,Ganso,,,ganso,Ganso,M,10,184,3271,M,116853,EUR,624153600,M,10,10,False,35.0,33.0,3.0,3.0,0.0,14.0,14.0,19.0,21.0,,2.0,42.0,43.0,7.1,2.0,0.142745,1,,,,,1.0,1.0,5.0,,1.0,1.0,1.0,,,,3.0,1.0,0.0279,1.0,,,,,,True,1.0,,,,,,,,,,
13472705,home,Fluminense,Lima,,,lima,Lima,M,45,181,1368,M,807850,EUR,834451200,M,45,45,False,41.0,38.0,,,0.0,23.0,23.0,15.0,18.0,,3.0,65.0,57.0,6.7,7.0,0.0132079,4,,,,1.0,1.0,5.0,5.0,1.0,4.0,2.0,3.0,,,1.0,2.0,1.0,0.2163,,,1.0,,0.2735,,,,1.0,,,,,,,,,
13472705,home,Fluminense,Germán Cano,,,german-cano,G. Cano,F,14,176,8244,M,33238,EUR,568080000,F,14,14,False,29.0,23.0,3.0,2.0,0.0,12.0,14.0,11.0,15.0,,3.0,90.0,39.0,6.4,8.0,0.0479311,3,,,,,1.0,1.0,3.0,,,,1.0,,1.0,2.0,1.0,1.0,0.2716,1.0,,1.0,1.0,0.0711,1.0,,,,germancano14,1.0,,,,,,,
13472705,home,Fluminense,Luciano Acosta,,,luciano-acosta,L. F. Acosta,M,32,160,3376,M,548030,EUR,770342400,M,32,32,True,37.0,34.0,1.0,,0.0,6.0,6.0,28.0,31.0,,2.0,48.0,56.0,7.3,12.0,0.156788,2,,6.0,1.0,1.0,,2.0,3.0,1.0,,,1.0,,2.0,3.0,1.0,,0.14,4.0,,1.0,1.0,0.1831,,,,,,,,,,,,,
13472705,home,Fluminense,Yeferson Soteldo,,,yeferson-soteldo,Y. Soteldo,M,7,160,11184,M,789960,EUR,867628800,F,7,7,True,11.0,8.0,2.0,1.0,0.0,3.0,5.0,5.0,6.0,,1.0,25.0,20.0,6.7,10.0,0.011079,0,,6.0,,,,,2.0,,2.0,2.0,,,,1.0,,,,,,,,,,,,,yefersonsoteldo1006,,,,,,,,
13472705,home,Fluminense,Riquelme Felipe,,,riquelme-felipe-silva,R. Felipe,M,28,175,1002,M,1884803,EUR,1173744000,F,28,28,True,15.0,13.0,1.0,1.0,0.0,2.0,2.0,11.0,13.0,,2.0,25.0,26.0,7.2,4.0,0.166179,1,,1.0,1.0,2.0,,4.0,6.0,1.0,2.0,2.0,1.0,,3.0,1.0,1.0,,0.0186,1.0,1.0,,2.0,,,,,,,,,,,,,,
13472705,home,Fluminense,John Kennedy,,,john-kennedy,John Kennedy,F,99,173,5275,M,1087399,EUR,1021680000,F,99,99,True,,,,,0.0,,,,,,,10.0,4.0,6.6,1.0,,1,,,,,,1.0,2.0,,2.0,1.0,,,,,1.0,,0.0143,,,,,,1.0,,,,,,,,,,,,
13472705,home,Fluminense,Vitor Eudes,,,vitor-eudes,Vitor Eudes,G,98,195,588,M,927666,EUR,908928000,G,98,98,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472705,home,Fluminense,Renê,,,rene,Renê,D,6,174,1464,M,243113,EUR,716428800,D,6,6,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472705,home,Fluminense,Guga,,,guga,Guga,D,23,173,1100,M,928134,EUR,904348800,D,23,23,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472705,home,Fluminense,Manoel,,,manoel,Manoel,D,26,182,614,M,84845,EUR,635990400,D,26,26,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472705,home,Fluminense,Thiago Santos,,,thiago-santos,T. Santos,D,29,181,954,M,378590,EUR,620956800,M,29,29,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472705,home,Fluminense,Rubén Lezcano,,,ruben-lezcano,R. Lezcano,M,18,175,1157,M,1393308,EUR,1076284800,M,18,18,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472705,home,Fluminense,Keno,,,keno,Keno,M,11,174,1898,M,787607,EUR,621388800,F,11,11,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472705,home,Fluminense,Joaquín Lavega,,,joaquin-lavega,J. Lavega,F,7,172,1189,M,1122737,EUR,1107388800,F,19,19,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
