match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_ownGoals,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialWon,stat_shotOffTarget,stat_wasFouled,stat_fouls,stat_aerialLost,stat_accurateCross,stat_totalContest,stat_wonContest,captain,stat_dispossessed,stat_keyPass,stat_onTargetScoringAttempt,stat_totalOffside,stat_goals,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_bigChanceMissed
12388509,home,SV Meppen,Julius Punt,,,punt-julius,J. Punt,G,44,194.0,8,M,1163863,EUR,1080777600.0,G,44,44,False,19.0,13.0,10.0,4.0,0.0,10.0,12.0,3.0,7.0,3.0,1.0,4.0,4.0,90.0,26.0,5.2,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12388509,home,SV Meppen,Nikell Touglo,Nikell Touglo,,nikell-touglo,N. Touglo,D,20,186.0,21,M,1049699,EUR,1006214400.0,D,20,20,False,19.0,15.0,4.0,2.0,0.0,7.0,9.0,8.0,11.0,2.0,,,,78.0,35.0,6.3,8.0,0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,
12388509,home,SV Meppen,Luis Sprekelmeyer,,,sprekelmeyer-luis,L. Sprekelmeyer,D,19,187.0,7,M,1105174,EUR,1018828800.0,D,19,19,False,37.0,26.0,12.0,5.0,0.0,18.0,23.0,8.0,14.0,2.0,,,,90.0,53.0,6.0,12.0,1,,2.0,6.0,1.0,3.0,1.0,2.0,3.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,
12388509,home,SV Meppen,Stefan Rankić,,,stefan-rankic,S. Rankić,D,33,189.0,4,M,934635,EUR,979344000.0,D,33,33,False,39.0,32.0,3.0,1.0,0.0,24.0,24.0,8.0,15.0,,,,,90.0,52.0,6.4,7.0,0,,1.0,4.0,,4.0,2.0,5.0,1.0,,,3.0,,,,1.0,,,,,,,,,,,,
12388509,home,SV Meppen,Tobias Missner,,,missner-tobias,T. Missner,D,3,179.0,9,M,914754,EUR,950745600.0,D,3,3,False,23.0,16.0,3.0,,0.0,11.0,15.0,6.0,12.0,5.0,,,,90.0,51.0,5.7,14.0,0,4.0,2.0,6.0,1.0,1.0,,1.0,3.0,,,,,2.0,,,1.0,2.0,1.0,,,,,,,,,
12388509,home,SV Meppen,Jonas Fedl,,,jonas-fedl,J. Fedl,D,5,188.0,5,M,940748,EUR,918172800.0,M,5,5,False,33.0,25.0,5.0,2.0,1.0,10.0,14.0,15.0,19.0,2.0,,,,90.0,40.0,6.2,9.0,1,,4.0,1.0,1.0,,,2.0,,,,1.0,1.0,,2.0,,,,,True,1.0,1.0,,,,,,
12388509,home,SV Meppen,Willi Evseev,,,willi-evseev,W. Evseev,M,,179.0,9,M,125605,EUR,698025600.0,M,8,8,False,27.0,19.0,2.0,1.0,0.0,10.0,11.0,10.0,17.0,2.0,,,,62.0,34.0,6.0,12.0,0,1.0,5.0,2.0,,,,,1.0,,2.0,1.0,,,2.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,
12388509,home,SV Meppen,Jonathan Wensing,,,wensing-jonathan,J. Wensing,F,13,187.0,5,M,1516459,EUR,1081123200.0,M,13,13,False,18.0,13.0,,,0.0,5.0,7.0,8.0,14.0,4.0,,,,62.0,27.0,6.4,9.0,0,3.0,5.0,3.0,1.0,1.0,,,2.0,1.0,,1.0,,,2.0,2.0,,,,,,1.0,,,,,,
12388509,home,SV Meppen,Mika Harald Stuhlmacher,,,mika-harald-stuhlmacher,M. H. Stuhlmacher,,17,,2,M,1135909,EUR,,M,17,17,False,11.0,7.0,,,0.0,3.0,3.0,4.0,8.0,,,,,45.0,16.0,6.4,5.0,0,,1.0,2.0,,1.0,,,,,1.0,2.0,,,,1.0,,,,,,,,,,,,
12388509,home,SV Meppen,Luca Prasse,,,prasse-luca,L. Prasse,F,44,180.0,30,M,1445486,EUR,1086912000.0,M,31,31,False,8.0,5.0,1.0,1.0,0.0,2.0,4.0,3.0,4.0,1.0,,,,70.0,22.0,6.3,8.0,1,,4.0,4.0,,,,1.0,2.0,1.0,1.0,,1.0,2.0,,,,2.0,,,2.0,,,,,,,
12388509,home,SV Meppen,Marek Janssen,,,marek-janssen,M. Janssen,F,20,195.0,26,M,989060,EUR,861062400.0,F,10,10,False,17.0,14.0,1.0,1.0,0.0,12.0,12.0,2.0,6.0,,,,,90.0,28.0,6.8,7.0,3,1.0,3.0,2.0,,,,,,,2.0,2.0,2.0,,,2.0,,,,,1.0,1.0,1.0,1.0,,,,
12388509,home,SV Meppen,Christopher Schepp,,,christopher-schepp,C. Schepp,F,,192.0,6,M,988151,EUR,955670400.0,F,11,11,True,7.0,3.0,2.0,1.0,0.0,2.0,2.0,1.0,7.0,2.0,,,,45.0,12.0,6.3,8.0,1,2.0,5.0,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,2.0,,,,,,,
12388509,home,SV Meppen,Tim Möller,,,tim-moller,T. Möller,M,,180.0,2,M,888604,EUR,921801600.0,M,6,6,True,16.0,14.0,2.0,1.0,0.0,8.0,8.0,6.0,8.0,1.0,,,,28.0,18.0,6.4,3.0,0,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,
12388509,home,SV Meppen,Leon Demaj,,,leon-demaj,L. Demaj,F,28,181.0,9,M,839687,EUR,880675200.0,M,9,9,True,2.0,1.0,,,0.0,,,1.0,2.0,1.0,,,,28.0,3.0,6.2,1.0,0,,3.0,,,,,1.0,,,,,,,,3.0,,,,,,,,,,,,
12388509,home,SV Meppen,Lasse Zumdieck,,,zumdieck-lasse,L. Zumdieck,F,27,,7,M,1908015,EUR,1109289600.0,D,27,27,True,8.0,6.0,,,0.0,,,7.0,10.0,1.0,,,,20.0,10.0,6.1,3.0,0,2.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,
12388509,home,SV Meppen,Daniel Haritonov,,,daniel-haritonov,D. Haritonov,D,,176.0,5,M,988139,EUR,955670400.0,D,30,30,True,4.0,3.0,,,0.0,2.0,3.0,1.0,1.0,,,,,12.0,6.0,7.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,
12388509,home,SV Meppen,Bennet Schmidt,,,bennet-schmidt,B. Schmidt,G,,195.0,6,M,913582,EUR,952992000.0,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12388509,home,SV Meppen,Felix Lange,Felix Lange,,felix-lange,F. Lange,D,,187.0,7,M,1142155,EUR,1079136000.0,D,4,4,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12388509,home,SV Meppen,Niclas Wessels,,,wessels-niclas,N. Wessels,M,23,,5,M,1651645,EUR,1100390400.0,M,23,23,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
