match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_accurateLongBalls,stat_totalCross,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_penaltyWon,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,player_firstName,stat_interceptionWon,stat_penaltyConceded,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_goalsPrevented,player_lastName,stat_lastManTackle
13637082,home,Barcelona,Wojciech Szczęsny,wojciech-szczesny,W. Szczęsny,G,25,196,95111,M,wojciech.szczesny1,50490,EUR,640396800,G,25,25,False,28.0,27.0,1.0,0.0,26.0,27.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,90.0,34.0,6.8,2.0,0.0001624,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13637082,home,Barcelona,Jules Koundé,jules-kounde,J. Koundé,D,23,180,147044,M,JKoundé,827212,EUR,910828800,D,23,23,False,76.0,69.0,3.0,0.0,33.0,37.0,36.0,40.0,7.0,3.0,2.0,4.0,,90.0,107.0,7.6,11.0,0.04684,0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13637082,home,Barcelona,Eric García,eric-garcia,E. García,D,24,182,56393,M,ericgm3,876214,EUR,978998400,D,24,24,False,91.0,86.0,1.0,0.0,61.0,63.0,25.0,28.0,3.0,1.0,1.0,4.0,,90.0,105.0,7.2,8.0,0.0138967,0,,,1.0,5.0,1.0,5.0,1.0,1.0,,,1.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,
13637082,home,Barcelona,Iñigo Martínez,inigo-martinez,I. Martínez,D,26,181,62317,M,IñigoMartínez,173883,EUR,674438400,D,5,5,False,97.0,86.0,7.0,0.0,48.0,53.0,38.0,44.0,4.0,,,7.0,,90.0,104.0,7.0,13.0,0.0223434,0,1.0,,4.0,3.0,1.0,3.0,,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
13637082,home,Barcelona,Alejandro Balde,alejandro-balde,A. Balde,D,3,175,128076,M,AlejandroBalde,997035,EUR,1066435200,D,3,3,False,45.0,43.0,1.0,1.0,14.0,16.0,30.0,32.0,4.0,1.0,1.0,6.0,,83.0,60.0,7.6,7.0,0.678642,0,,3.0,,1.0,,,1.0,1.0,2.0,,3.0,,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
13637082,home,Barcelona,Dani Olmo,dani-olmo,D. Olmo,M,20,179,191682,M,DaniOlmo,789071,EUR,894499200,M,20,20,False,5.0,5.0,,0.0,4.0,4.0,1.0,3.0,1.0,,,,,28.0,10.0,7.6,2.0,0.00069427,2,,2.0,,1.0,,,,,1.0,,,1.0,,,,,,,1.0,1.0,1.0,1.0,0.8918,0.7173,,,,,,,,,,,,,
13637082,home,Barcelona,Frenkie de Jong,frenkie-de-jong,F. de Jong,M,21,180,192664,M,Frenkie,795222,EUR,863395200,M,21,21,False,52.0,49.0,3.0,0.0,23.0,24.0,26.0,28.0,5.0,,,2.0,,45.0,60.0,7.1,4.0,0.0371894,0,3.0,,2.0,3.0,1.0,,3.0,2.0,,,,1.0,,,1.0,,,,,,,,,,True,,,,,,,,,,,,
13637082,home,Barcelona,Pedri,pedri,Pedri,M,8,174,636700,M,Pedri,992587,EUR,1038182400,M,8,8,False,98.0,89.0,6.0,0.0,33.0,35.0,56.0,63.0,4.0,1.0,1.0,7.0,,84.0,109.0,8.0,12.0,0.753888,1,6.0,,1.0,2.0,1.0,,2.0,1.0,,,2.0,,,2.0,,1.0,,1.0,1.0,,,,0.0317,,,,,,,,,,,,,,
13637082,home,Barcelona,Lamine Yamal,lamine-yamal,L. Yamal,M,10,180,1693852,M,Lamiyamal,1402912,EUR,1184284800,F,19,19,False,49.0,35.0,3.0,0.0,5.0,7.0,30.0,44.0,9.0,19.0,9.0,4.0,,90.0,83.0,8.1,30.0,0.857636,4,,2.0,,12.0,1.0,,,,,,4.0,,,3.0,,1.0,,2.0,3.0,,,,0.125,,,1.0,,,,,,,,,,,
13637082,home,Barcelona,Ferran Torres,ferran-torres,F. Torres,F,7,185,144391,M,FerranTorres,855833,EUR,951782400,F,7,7,False,20.0,17.0,,0.0,6.0,8.0,11.0,12.0,5.0,1.0,,,,68.0,33.0,6.9,6.0,0.0938207,4,,,1.0,4.0,,,,,4.0,1.0,,2.0,,2.0,,1.0,,,1.0,2.0,1.0,,1.5264,0.7957,,1.0,2.0,1.0,,,,,,,,,
