match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_interceptionWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_sofascoreId,stat_totalClearance,stat_wasFouled,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,captain,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10411456,home,Fiorentina,Michele Cerofolini,michele-cerofolini,M. Cerofolini,G,31,191.0,126,M,869273,EUR,915408000,G,31,31,False,25.0,22.0,12.0,9.0,17.0,18.0,5.0,7.0,1.0,3.0,1.0,1.0,90.0,30.0,7.2,3.0,0.0,0.0,0.00062352,0,0.0182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411456,home,Fiorentina,Dodô,dodo,Dodô,D,2,166.0,3348,M,822518,EUR,911260800,D,2,2,False,40.0,31.0,6.0,2.0,17.0,18.0,14.0,25.0,2.0,10.0,,,71.0,64.0,7.8,14.0,0.1281,0.0693,0.0169198,1,,,,3.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10411456,home,Fiorentina,Nikola Milenković,nikola-milenkovic,N. Milenković,D,31,195.0,5064,M,836168,EUR,876614400,D,4,4,False,61.0,56.0,4.0,3.0,48.0,50.0,8.0,11.0,1.0,9.0,,,90.0,73.0,7.2,6.0,0.0,0.0,0.00397094,0,,,,,5.0,5.0,5.0,10.0,,,,,3.0,3.0,1.0,,,milenkovicn_4,3.0,2.0,,,,,,,,,,,,,,
10411456,home,Fiorentina,Luca Ranieri,luca-ranieri,L. Ranieri,D,6,187.0,1115,M,893998,EUR,924825600,D,16,16,False,74.0,68.0,4.0,2.0,56.0,57.0,12.0,17.0,3.0,6.0,,,90.0,85.0,7.3,8.0,0.0746,0.0,0.00374392,1,,,,,3.0,1.0,7.0,2.0,,,,,1.0,1.0,,3.0,,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,
10411456,home,Fiorentina,Cristiano Biraghi,cristiano-biraghi,C. Biraghi,D,34,184.0,1338,M,122848,EUR,715305600,D,3,3,False,70.0,66.0,7.0,5.0,37.0,38.0,31.0,43.0,,4.0,,,87.0,99.0,7.8,16.0,0.021,0.0,0.0971777,1,,,,11.0,1.0,1.0,6.0,5.0,1.0,,,,3.0,2.0,1.0,2.0,4.0,,1.0,1.0,2.0,,,,True,1.0,2.0,1.0,1.0,,,,,
10411456,home,Fiorentina,Sofyan Amrabat,sofyan-amrabat,S. Amrabat,M,34,183.0,27708,M,359272,EUR,840585600,M,34,34,False,90.0,86.0,10.0,10.0,51.0,51.0,35.0,40.0,1.0,6.0,,,90.0,99.0,7.9,5.0,0.04,0.0,0.0356876,1,,,,1.0,2.0,,6.0,2.0,,,,,2.0,2.0,,4.0,1.0,sofyanamrabat,1.0,,,,1.0,,,1.0,,1.0,,,,,,
10411456,home,Fiorentina,Alfred Duncan,alfred-duncan,A. Duncan,M,32,178.0,572,M,232224,EUR,731721600,M,32,32,False,53.0,46.0,2.0,1.0,23.0,23.0,23.0,32.0,1.0,7.0,,,90.0,66.0,7.9,12.0,0.1463,0.216,0.0401681,3,,,,2.0,,,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,3.0,,,,,,,,,,,,2.0,,,,,
10411456,home,Fiorentina,Nicolás González,nicolas-gonzalez,N. González,M,23,180.0,17229,M,901325,EUR,891820800,M,22,22,False,31.0,21.0,3.0,2.0,9.0,9.0,12.0,22.0,2.0,5.0,,,70.0,46.0,6.8,13.0,0.1741,0.2519,0.0166976,4,,,,,2.0,4.0,4.0,6.0,1.0,,1.0,,1.0,1.0,1.0,,,nicoigonzalez,1.0,1.0,1.0,,2.0,,,,,,1.0,,,,,
10411456,home,Fiorentina,Gaetano Castrovilli,gaetano-castrovilli,G. Castrovilli,M,8,185.0,640,M,587628,EUR,856137600,M,10,10,False,25.0,19.0,3.0,1.0,6.0,7.0,13.0,19.0,1.0,3.0,,,78.0,43.0,7.4,12.0,0.2591,0.5715,0.0229777,5,,,,1.0,2.0,,5.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,2.0,,3.0,1.0,,,,,,1.0,1.0,,,,
10411456,home,Fiorentina,Riccardo Sottil,riccardo-sottil,R. Sottil,M,23,180.0,1381,M,893640,EUR,928368000,M,33,33,False,26.0,22.0,,,3.0,3.0,19.0,26.0,,4.0,,,78.0,40.0,6.6,12.0,0.0419,0.0,0.0542279,2,,,,3.0,,,3.0,3.0,2.0,1.0,,,2.0,1.0,2.0,,2.0,,,,,2.0,1.0,,,,,,1.0,1.0,,,,
