match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,captain,stat_totalCross,stat_duelLost,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_accurateCross,stat_aerialLost,stat_totalContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_keyPass,stat_dispossessed,stat_wonContest,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_errorLeadToAGoal,player_sofascoreId,stat_bigChanceMissed
10407475,home,Sint-Truidense VV,Jo Coppens,,,jo-coppens,J. Coppens,G,12,190,46,M,45854,EUR,661737600,G,12,12,False,32.0,17.0,25.0,10.0,12.0,14.0,5.0,18.0,6.0,1.0,1.0,90.0,34.0,6.4,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407475,home,Sint-Truidense VV,Wolke Janssens,,,janssens-wolke,W. Janssens,D,22,185,39,M,794418,EUR,789782400,D,22,22,False,47.0,38.0,12.0,4.0,25.0,26.0,13.0,21.0,7.0,,,90.0,58.0,7.0,10.0,0,1.0,1.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
10407475,home,Sint-Truidense VV,Toni Leistner,,,toni-leistner,T. Leistner,D,37,190,101,M,137053,EUR,651024000,D,37,37,False,50.0,39.0,15.0,8.0,24.0,26.0,15.0,25.0,8.0,,,90.0,60.0,7.1,12.0,0,3.0,5.0,3.0,1.0,2.0,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10407475,home,Sint-Truidense VV,Ameen Al-Dakhil,Ameen,Al-Dakhil,al-dhakil,A. Al-Dakhil,D,2,185,551,M,1979970,EUR,1015372800,D,3,3,False,42.0,36.0,7.0,5.0,24.0,26.0,12.0,16.0,9.0,,,90.0,47.0,6.6,6.0,0,,1.0,2.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
10407475,home,Sint-Truidense VV,Daiki Hashioka,,,daiki-hashioka,D. Hashioka,D,4,185,1033,M,897334,EUR,926899200,M,4,4,False,34.0,16.0,6.0,5.0,7.0,11.0,10.0,28.0,2.0,,,90.0,66.0,7.1,25.0,2,6.0,8.0,5.0,,2.0,,5.0,5.0,,,2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,
10407475,home,Sint-Truidense VV,Shinji Kagawa,,,shinji-kagawa,S. Kagawa,M,8,175,1076,M,34853,EUR,606096000,M,10,10,False,26.0,19.0,3.0,2.0,7.0,8.0,13.0,22.0,5.0,,,57.0,38.0,7.1,11.0,2,,2.0,,,,,4.0,7.0,1.0,,1.0,1.0,1.0,3.0,1.0,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,
10407475,home,Sint-Truidense VV,Mory Konate,,,mory-konate,M. Konate,M,8,191,1286,M,889927,EUR,753321600,M,6,6,False,27.0,23.0,2.0,2.0,13.0,15.0,10.0,12.0,5.0,,,90.0,37.0,6.6,6.0,1,,2.0,1.0,,2.0,,,3.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,
10407475,home,Sint-Truidense VV,Frank Boya,,,frank-boya,F. Boya,M,34,190,311,M,865796,EUR,836179200,M,27,27,False,26.0,19.0,4.0,3.0,10.0,13.0,9.0,13.0,9.0,,,90.0,46.0,7.6,12.0,1,1.0,7.0,1.0,1.0,1.0,,,8.0,2.0,2.0,2.0,1.0,,4.0,4.0,,2.0,,1.0,,1.0,1.0,1.0,2.0,,,,,,
10407475,home,Sint-Truidense VV,Eric Bocat,,,eric-bocat,E. Bocat,D,17,182,70,M,1017684,EUR,932083200,M,77,77,False,19.0,15.0,3.0,2.0,6.0,7.0,9.0,14.0,5.0,,,90.0,55.0,7.0,15.0,1,1.0,10.0,2.0,,,,2.0,6.0,2.0,2.0,3.0,,,2.0,7.0,1.0,3.0,1.0,,,,1.0,,4.0,,,,,,
10407475,home,Sint-Truidense VV,Shinji Okazaki,,,shinji-okazaki,S. Okazaki,F,,174,438,M,19303,EUR,513993600,F,30,30,False,23.0,19.0,1.0,1.0,5.0,5.0,14.0,18.0,3.0,,,88.0,44.0,7.0,17.0,3,3.0,4.0,1.0,,,,,7.0,,,2.0,2.0,,2.0,3.0,2.0,8.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,
