match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,captain,stat_onTargetScoringAttempt,stat_interceptionWon,stat_keyPass,stat_outfielderBlock,stat_ownGoals,stat_totalCross,stat_bigChanceCreated,stat_totalContest,stat_wonContest,stat_accurateCross,stat_challengeLost,stat_errorLeadToAShot,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wasFouled,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_goals,stat_penaltyWon
10664219,home,Hannover 96,Leo Weinkauf,,,leo-weinkauf,L. Weinkauf,G,30,196,43,M,797700,EUR,836697600,G,30,30,False,42.0,26.0,23.0,7.0,23.0,25.0,3.0,17.0,11.0,2.0,1.0,5.0,2.0,2.0,90.0,52.0,7.0,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10664219,home,Hannover 96,Phil Neumann,,,phil-neumann,P. Neumann,D,5,191,133,M,843108,EUR,868320000,D,5,5,False,44.0,34.0,10.0,5.0,22.0,26.0,12.0,18.0,9.0,,,,,,90.0,65.0,6.4,13.0,0,1.0,1.0,6.0,5.0,2.0,6.0,4.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
10664219,home,Hannover 96,Julian Börner,,,julian-borner,J. Börner,D,,188,18,M,74574,EUR,664416000,D,31,31,False,53.0,37.0,9.0,4.0,26.0,29.0,11.0,24.0,6.0,,,,,,90.0,59.0,6.6,16.0,1,2.0,3.0,4.0,3.0,,2.0,,,,,2.0,True,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10664219,home,Hannover 96,Bright Arrey-Mbi,,,bright-arrey-mbi,B. Arrey-Mbi,D,26,187,792,M,997173,EUR,1048636800,D,4,4,False,37.0,30.0,4.0,2.0,26.0,28.0,4.0,9.0,7.0,,,,,,90.0,45.0,6.7,7.0,0,1.0,1.0,1.0,4.0,,,3.0,3.0,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,
10664219,home,Hannover 96,Jannik Dehm,,,jannik-dehm,J. Dehm,D,23,176,35,M,572922,EUR,830995200,M,20,20,False,27.0,22.0,4.0,2.0,13.0,13.0,9.0,16.0,3.0,,,,,,75.0,44.0,7.1,8.0,0,3.0,,4.0,3.0,,1.0,3.0,1.0,1.0,,1.0,,,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,
10664219,home,Hannover 96,Fabian Kunze,,,fabian-kunze,F. Kunze,M,6,190,74,M,823226,EUR,897782400,M,6,6,False,30.0,21.0,3.0,1.0,8.0,12.0,13.0,18.0,8.0,,,,,,75.0,37.0,6.6,10.0,0,,,5.0,5.0,1.0,,4.0,3.0,,,4.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,
10664219,home,Hannover 96,Max Besuschkow,Max,Besuschkow,max-besuschkow,M. Besuschkow,M,17,188,35,M,548092,EUR,865036800,M,7,7,False,39.0,27.0,7.0,2.0,8.0,9.0,21.0,40.0,5.0,,,,,,90.0,60.0,7.2,23.0,1,1.0,,4.0,1.0,1.0,2.0,1.0,1.0,2.0,,1.0,,1.0,1.0,4.0,,,10.0,1.0,,,2.0,1.0,1.0,,,,,,,,,
10664219,home,Hannover 96,Sei Muroya,,,sei-muroya,S. Muroya,D,2,174,167,M,155792,EUR,765504000,M,21,21,False,25.0,14.0,5.0,1.0,3.0,3.0,12.0,25.0,5.0,,,,,,90.0,55.0,6.6,20.0,3,1.0,,4.0,4.0,2.0,,1.0,1.0,2.0,,,,,,1.0,,,3.0,,2.0,1.0,1.0,,,2.0,1.0,2.0,,,,,,
10664219,home,Hannover 96,Håvard Nielsen,,,havard-nielsen,H. Nielsen,F,16,187,132,M,94002,EUR,742694400,F,16,16,False,20.0,13.0,,,3.0,5.0,10.0,16.0,7.0,,,,,,82.0,41.0,6.4,17.0,3,2.0,,12.0,4.0,2.0,1.0,1.0,1.0,4.0,,6.0,,3.0,1.0,1.0,,,1.0,,2.0,,,1.0,,,,3.0,1.0,,,,,
10664219,home,Hannover 96,Maximilian Beier,,,maximilian-beier,M. Beier,F,14,183,4892,M,980628,EUR,1034812800,F,14,14,False,17.0,9.0,1.0,,1.0,2.0,8.0,15.0,3.0,,,,,,90.0,32.0,6.6,16.0,3,1.0,1.0,6.0,5.0,1.0,,1.0,1.0,4.0,,1.0,,1.0,,,,,,,5.0,2.0,,,,1.0,1.0,1.0,,2.0,,,,
10664219,home,Hannover 96,Hendrik Weydandt,,,hendrik-weydandt,H. Weydandt,F,,195,44,,844388,EUR,805852800,F,9,9,False,19.0,12.0,1.0,1.0,6.0,6.0,6.0,14.0,2.0,,,,,,75.0,34.0,6.4,14.0,1,3.0,1.0,5.0,2.0,,,1.0,1.0,4.0,,1.0,,,2.0,1.0,,,1.0,,1.0,,,,,1.0,,,1.0,,,,,
10664219,home,Hannover 96,Derrick Köhn,,,derrick-kohn,D. Köhn,D,39,180,1915,M,886737,EUR,918086400,D,18,18,True,3.0,3.0,,,2.0,2.0,1.0,1.0,,,,,,,15.0,9.0,7.1,,1,,,,3.0,,,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,,
10664219,home,Hannover 96,Sebastian Stolze,,,sebastian-stolze,S. Stolze,M,22,182,19,M,202156,EUR,791337600,M,22,22,True,3.0,1.0,,,,,1.0,5.0,1.0,,,,,,15.0,7.0,6.8,4.0,0,,,,1.0,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,
10664219,home,Hannover 96,Enzo Leopold,,,enzo-leopold,E. Leopold,M,8,174,409,M,1009161,EUR,964137600,M,8,8,True,7.0,6.0,,,1.0,2.0,5.0,6.0,1.0,,,,,,15.0,12.0,6.8,2.0,0,,1.0,,2.0,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,
10664219,home,Hannover 96,Sebastian Kerk,Sebastian,Kerk,sebastian-kerk,S. Kerk,M,37,184,107,M,146924,EUR,766540800,M,37,37,True,1.0,1.0,,,,,1.0,2.0,,,,,,,8.0,5.0,5.9,3.0,1,,,4.0,,1.0,,,,1.0,,1.0,,,,,,,1.0,,,,,2.0,,,1.0,,,,,,,
10664219,home,Hannover 96,Ron-Robert Zieler,,,ron-robert-zieler,R. Zieler,G,20,188,174,M,41615,EUR,603244800,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10664219,home,Hannover 96,Ekin Çelebi,,,ekin-celebi,E. Çelebi,D,11,184,29,M,989833,EUR,960249600,D,3,3,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10664219,home,Hannover 96,António Fóti,Antonio Foti,,antonio-foti,A. Fóti,M,35,180,175,M,1147334,EUR,1067817600,M,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10664219,home,Hannover 96,Louis Schaub,,,louis-schaub,L. Schaub,M,21,177,185,M,138146,EUR,788659200,M,11,11,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10664219,home,Hannover 96,Nicolò Tresoldi,,,nicolo-tresoldi,N. Tresoldi,F,7,183,3038,M,1177167,EUR,1092960000,F,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10664219,away,Borussia Dortmund,Gregor Kobel,,,gregor-kobel,G. Kobel,G,1,193,6863,M,556866,EUR,881366400,G,1,1,False,34.0,27.0,17.0,10.0,24.0,28.0,3.0,6.0,8.0,5.0,,7.0,,,90.0,48.0,8.6,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gregorkobel,1.0,,
10664219,away,Borussia Dortmund,Thomas Meunier,,,thomas-meunier,T. Meunier,D,12,190,2758,M,128587,EUR,684633600,D,24,24,False,27.0,17.0,3.0,2.0,12.0,16.0,5.0,11.0,3.0,,,,,,62.0,43.0,6.3,14.0,0,1.0,2.0,6.0,3.0,1.0,,1.0,1.0,1.0,,2.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,
10664219,away,Borussia Dortmund,Niklas Süle,,,niklas-sule,N. Süle,D,25,195,4028,M,168937,EUR,810086400,D,25,25,False,59.0,44.0,11.0,4.0,27.0,33.0,18.0,27.0,8.0,,,,,,90.0,77.0,7.3,15.0,0,,,1.0,4.0,,4.0,2.0,2.0,,,,True,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,NiklasSule,,,
