match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_penaltyConceded,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_goals,stat_keyPass,captain,stat_accurateCross,stat_challengeLost,player_sofascoreId,stat_wonContest,stat_bigChanceMissed,stat_hitWoodwork,stat_bigChanceCreated
14065067,home,VfL Wolfsburg,Kamil Grabara,grabara-kamil,K. Grabara,G,1,195,3175,M,902080,EUR,915753600,G,1,1,False,39.0,22.0,20.0,3.0,0.0,20.0,22.0,2.0,17.0,1.0,1.0,1.0,15.0,4.0,2.0,1.0,2.0,90.0,55.0,7.1,17.0,0.00122418,0.1638,0,0.0822,0.04,0.0,0.24,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065067,home,VfL Wolfsburg,Kilian Fischer,kilian-fischer,K. Fischer,D,2,179,189,M,995316,EUR,971308800,D,2,2,False,29.0,22.0,2.0,2.0,0.0,13.0,16.0,9.0,13.0,4.0,7.0,5.0,1.0,,,,,90.0,56.0,6.7,12.0,0.0169301,,0,,-0.31,0.08,-0.06,,,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
14065067,home,VfL Wolfsburg,Moritz Jenz,jenz-moritz,M. Jenz,D,15,190,340,M,920525,EUR,925430400,D,15,15,False,31.0,27.0,4.0,1.0,0.0,19.0,20.0,8.0,11.0,2.0,5.0,11.0,1.0,,,,,90.0,45.0,6.9,4.0,0.00616387,,0,,0.08,0.01,0.16,,,,,,1.0,,,,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
14065067,home,VfL Wolfsburg,Konstantinos Koulierakis,konstantinos-koulierakis,K. Koulierakis,D,4,188,3369,M,1184855,EUR,1069977600,D,4,4,False,48.0,37.0,13.0,7.0,0.0,25.0,31.0,12.0,17.0,1.0,2.0,8.0,2.0,,,,,90.0,66.0,7.0,11.0,0.0135652,,3,,0.12,0.12,0.54,,,,,4.0,5.0,,,1.0,1.0,1.0,,,2.0,1.0,1.0,1.0,2.0,1.0,0.1751,0.0216,-0.44,,,,,,,,,,
14065067,home,VfL Wolfsburg,Aaron Zehnter,aaron-zehnter,A. Zehnter,M,25,180,593,M,1127788,EUR,1099180800,D,25,25,False,32.0,21.0,11.0,5.0,0.0,12.0,21.0,9.0,11.0,2.0,3.0,2.0,4.0,,,,,89.0,57.0,8.1,12.0,0.00927442,,2,,0.0,0.12,-0.05,,,,1.0,,,,,4.0,1.0,,,,,1.0,1.0,,2.0,,0.0815,0.1969,0.53,1.0,1.0,,,,,,,,
14065067,home,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,M. Arnold,M,27,184,898,M,147289,EUR,769996800,M,27,27,False,27.0,21.0,5.0,2.0,0.0,12.0,12.0,9.0,15.0,1.0,1.0,8.0,2.0,,,,,90.0,47.0,6.9,10.0,0.0881499,,0,,0.2,0.03,0.27,,,,5.0,,1.0,,,4.0,,,,,,,,,1.0,,,,,,3.0,True,1.0,1.0,,,,,
14065067,home,VfL Wolfsburg,Vinícius Souza,vinicius-souza,Vinicius,M,5,187,1714,M,979290,EUR,929577600,M,5,5,False,25.0,20.0,4.0,,0.0,11.0,14.0,9.0,11.0,3.0,8.0,7.0,1.0,,,,,89.0,44.0,7.3,6.0,0.0132859,,0,,0.1,0.12,0.43,,,,,2.0,4.0,,,,2.0,1.0,1.0,3.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,
14065067,home,VfL Wolfsburg,Andreas Skov Olsen,andreas-skov-olsen,A. Skov Olsen,M,7,187,2523,M,888537,EUR,946425600,M,7,7,False,12.0,10.0,,,0.0,5.0,5.0,5.0,7.0,1.0,1.0,2.0,1.0,,,,,45.0,16.0,7.0,3.0,0.00663204,,0,,0.28,0.03,0.25,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
14065067,home,VfL Wolfsburg,Lovro Majer,lovro-majer,L. Majer,M,10,179,4795,M,841947,EUR,884995200,M,10,10,False,19.0,14.0,2.0,2.0,1.0,3.0,5.0,11.0,14.0,,3.0,2.0,4.0,,,,,70.0,33.0,6.8,9.0,0.0390393,,1,,0.23,0.23,0.23,,,,,4.0,9.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,,,,,0.0433,,-0.31,,4.0,,,,lovromajer,,,,
14065067,home,VfL Wolfsburg,Patrick Wimmer,patrick-wimmer,P. Wimmer,M,39,182,1034,M,987504,EUR,991180800,M,39,39,False,19.0,12.0,2.0,1.0,0.0,4.0,8.0,8.0,11.0,3.0,8.0,3.0,4.0,,,,,90.0,45.0,6.4,19.0,0.0331481,,1,,-0.13,0.34,-0.01,,,,1.0,5.0,12.0,4.0,3.0,1.0,1.0,,4.0,3.0,1.0,1.0,,,,,0.134,,-0.44,,,,,,,1.0,,,
14065067,home,VfL Wolfsburg,Dženan Pejčinović,dzenan-pejcinovic,D. Pejčinović,F,17,188,1114,M,1127790,EUR,1108425600,F,17,17,False,12.0,7.0,,,0.0,4.0,6.0,3.0,6.0,2.0,5.0,2.0,1.0,,,,,70.0,25.0,6.4,9.0,0.00195191,,2,,0.0,0.04,0.16,,,,,7.0,8.0,,1.0,,1.0,1.0,3.0,1.0,2.0,1.0,,1.0,,,0.0685,,-0.26,,,,,,,1.0,,,
14065067,home,VfL Wolfsburg,Václav Černý,vaclav-cerny,V. Černý,M,18,182,3495,M,280631,EUR,877046400,M,18,18,True,6.0,5.0,,,0.0,4.0,4.0,1.0,2.0,,3.0,2.0,2.0,,,,,45.0,17.0,6.7,4.0,0.0146751,,1,,-0.23,0.45,-0.02,,,,2.0,1.0,3.0,,2.0,,,,,2.0,,,,1.0,,,0.0334,,-0.28,,,,,1.0,,1.0,,,
14065067,home,VfL Wolfsburg,Mattias Svanberg,svanberg-mattias,M. Svanberg,M,32,185,641,M,796987,EUR,915494400,M,32,32,True,3.0,1.0,1.0,,0.0,,,1.0,3.0,1.0,2.0,1.0,,,,,,30.0,7.0,6.3,2.0,0.00120757,,1,,0.0,-0.05,0.13,,,,,1.0,4.0,,,,,,,1.0,3.0,,1.0,,,,0.08,0.1274,-0.06,,,,,,,,,,
14065067,home,VfL Wolfsburg,Mohamed Amoura,mohamed-el-amine-amoura,M. E. A. Amoura,F,9,169,31367,M,1107591,EUR,957830400,F,9,9,True,5.0,4.0,,,0.0,1.0,2.0,3.0,3.0,1.0,1.0,,1.0,,,,,20.0,9.0,6.5,3.0,0.0250659,,0,,0.04,0.12,0.13,,Mohamed El Amine Amoura,,,,2.0,1.0,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,amoura9,,,,
