match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,player_lastName,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_totalOffside,player_sofascoreId,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_fouls,stat_keyPass,stat_blockedScoringAttempt,stat_goalAssist,stat_totalCross,stat_accurateCross,captain,stat_goals,stat_errorLeadToAShot
11067620,home,São Paulo,Rafael,rafael,Rafael,G,23,192,4239,M,33132,EUR,614563200,G,23,23,False,28.0,24.0,5.0,1.0,24.0,25.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,90.0,36.0,7.5,4.0,3.255e-05,0,0.1263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067620,home,São Paulo,Nathan Mendes,nathan-mendes,N. Mendes,D,45,182,358,M,1116955,EUR,1029715200,D,45,45,False,41.0,33.0,6.0,3.0,25.0,30.0,11.0,,2.0,1.0,1.0,,,,,90.0,58.0,6.5,14.0,0.00488465,0,,Nathan,8.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
11067620,home,São Paulo,Robert Arboleda,robert-arboleda,R. Arboleda,D,5,187,3954,M,338937,EUR,688089600,D,5,5,False,65.0,59.0,5.0,2.0,53.0,53.0,12.0,2.0,4.0,7.0,4.0,,,,,90.0,83.0,7.5,8.0,0.00220457,0,,,6.0,,,,,,,2.0,2.0,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,
11067620,home,São Paulo,Lucas Beraldo,lucas-beraldo,L. Beraldo,D,4,182,17540,M,1108441,EUR,1069632000,D,35,35,False,40.0,35.0,4.0,2.0,33.0,35.0,5.0,1.0,1.0,3.0,5.0,,,,,90.0,49.0,7.1,5.0,0.00129747,2,,Lucas Beraldo,2.0,2.0,4.0,2.0,,,,,,,,2.0,,,,lberaldo,1.0,1.0,0.0696,0.0627,,,,,,,,,
11067620,home,São Paulo,Welington,welington,Welington,M,34,170,939,M,1009920,EUR,982540800,D,6,6,False,26.0,18.0,1.0,1.0,10.0,12.0,14.0,1.0,6.0,1.0,5.0,,,,,76.0,54.0,6.7,14.0,0.0100742,0,,,8.0,1.0,7.0,,4.0,1.0,1.0,,,2.0,,1.0,2.0,2.0,,,,,,,2.0,1.0,,,,,,,
11067620,home,São Paulo,Alisson,alisson,Alisson,M,25,174,2789,M,291723,EUR,740966400,M,25,25,False,50.0,45.0,3.0,2.0,31.0,32.0,18.0,,5.0,2.0,5.0,,,,,90.0,63.0,7.1,5.0,0.0256178,1,,,14.0,,3.0,2.0,,,,1.0,,2.0,,,3.0,1.0,,,1.0,,0.012,,1.0,1.0,,,,,,,
11067620,home,São Paulo,Pablo Maia,pablo-maia,P. Maia,M,29,178,3211,M,1120721,EUR,1010620800,M,29,29,False,46.0,42.0,6.0,4.0,30.0,31.0,15.0,1.0,4.0,1.0,10.0,,,,,90.0,54.0,7.0,7.0,0.0151768,1,,Pablo Maia,12.0,,2.0,,,,,,2.0,1.0,,,2.0,1.0,,,,,0.0161,,2.0,1.0,1.0,,,,,,
11067620,home,São Paulo,Wellington Rato,wellington-rato,W. Rato,M,10,172,1278,M,865356,EUR,708825600,M,27,27,False,32.0,25.0,5.0,3.0,10.0,13.0,23.0,1.0,3.0,,5.0,,,,,86.0,47.0,7.2,14.0,0.295326,0,,,17.0,,3.0,,3.0,,,,2.0,2.0,,,,,1.0,,,,,,,3.0,,1.0,4.0,2.0,,,
11067620,home,São Paulo,Luciano,luciano,Luciano,M,10,181,8486,M,282557,EUR,737683200,M,10,10,False,35.0,27.0,4.0,3.0,10.0,13.0,22.0,,8.0,1.0,7.0,,,,,76.0,53.0,7.5,13.0,0.0415085,2,,,17.0,,5.0,1.0,2.0,1.0,1.0,,3.0,5.0,,,2.0,1.0,,luciano10,1.0,1.0,0.2276,0.2377,2.0,,,,,,True,1.0,
11067620,home,São Paulo,Caio Paulista,caio-paulista,C. Paulista,D,38,184,1649,M,931591,EUR,894844800,M,38,38,False,23.0,21.0,,,9.0,9.0,17.0,,2.0,,3.0,,,,,64.0,37.0,6.7,8.0,0.112775,2,,,14.0,,3.0,,1.0,3.0,1.0,,2.0,,,,1.0,1.0,,,,1.0,0.1727,0.1302,,,1.0,,3.0,2.0,,,
