match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_clearanceOffLine,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_wasFouled,stat_accurateCross,stat_blockedScoringAttempt,captain,stat_totalOffside,stat_savedShotsFromInsideTheBox
14053788,home,FC Volendam,Kayne van Oevelen,Kayne van Oevelen,,kayne-van-oevelen,K. v. Oevelen,G,1,199.0,269,M,1393970,EUR,1060300800,G,1,1,False,25.0,14.0,12.0,1.0,0.0,13.0,15.0,1.0,10.0,9.0,1.0,1.0,1.0,90.0,31.0,6.6,11.0,0.00068378,0.0135,0,0.0691,0.0,0.0,0.19,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053788,home,FC Volendam,Deron Payne,Deron Payne,,payne-deron,D. Payne,D,2,182.0,39,M,1423743,EUR,1032912000,D,2,2,False,30.0,27.0,2.0,1.0,0.0,15.0,15.0,12.0,15.0,5.0,,,,75.0,45.0,7.5,7.0,0.0280181,,0,,0.18,0.13,0.35,,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14053788,home,FC Volendam,Mawouna Amevor,Mawouna,Amevor,mawouna-amevor,M. Amevor,D,3,191.0,225,M,106154,EUR,692841600,D,3,3,False,61.0,57.0,4.0,2.0,1.0,37.0,39.0,20.0,22.0,5.0,,,,90.0,69.0,7.4,4.0,0.0136714,,1,,0.26,0.07,0.22,,,3.0,4.0,,1.0,,,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,0.1049,-0.2,,,,,,,,,,,,,,
14053788,home,FC Volendam,Nick Verschuren,Nick Verschuren,,nick-verschuren,N. Verschuren,D,20,180.0,198,M,1523582,EUR,1105574400,D,20,20,False,75.0,73.0,5.0,5.0,1.0,36.0,37.0,37.0,38.0,5.0,,,,90.0,87.0,8.9,2.0,0.0207936,,0,,0.37,0.07,1.0,,,3.0,6.0,3.0,1.0,,,1.0,5.0,2.0,6.0,,,,1.0,,,1.0,,,,,,,,,,,,,
14053788,home,FC Volendam,Yannick Leliendal,Yannick,Leliendal,yannick-leliendal,Y. Leliendal,D,32,168.0,172,M,996982,EUR,1019520000,D,32,32,False,51.0,43.0,3.0,1.0,0.0,22.0,23.0,21.0,28.0,5.0,,,,76.0,73.0,8.4,13.0,0.0313777,,2,,0.19,0.35,0.28,,1.0,6.0,4.0,,2.0,,1.0,,2.0,2.0,6.0,,,2.0,,0.0418,0.55,,1.0,1.0,4.0,2.0,2.0,1.0,0.3757,,,,,,
14053788,home,FC Volendam,Gibson Yah,Gibson Yah,,gibson-yah,G. Yah,M,8,178.0,170,M,1095753,EUR,1064620800,M,8,8,False,65.0,58.0,6.0,6.0,0.0,33.0,36.0,25.0,29.0,7.0,,,,90.0,83.0,7.3,11.0,0.0266829,,0,,0.19,0.07,0.0,,,7.0,4.0,,2.0,,3.0,,2.0,1.0,4.0,,,2.0,,,,,1.0,,1.0,,,,,4.0,,,,,
14053788,home,FC Volendam,Nordin Bukala,Nordin Bukala,,nordin-bukala,N. Bukala,M,18,184.0,73,M,1511723,EUR,1127001600,M,18,18,False,33.0,25.0,2.0,,1.0,9.0,9.0,16.0,24.0,5.0,,,,90.0,40.0,7.7,9.0,0.0477122,,1,,0.09,0.27,0.13,,,3.0,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,4.0,,,2.0,,0.7895,0.32,,1.0,,,,1.0,1.0,0.9922,1.0,,,,,
14053788,home,FC Volendam,Brandley Kuwas,Brandley,Kuwas,brandley-kuwas,B. Kuwas,M,10,181.0,116,M,252885,EUR,716860800,M,10,10,False,22.0,20.0,,,0.0,4.0,4.0,16.0,18.0,5.0,,,,87.0,50.0,7.5,14.0,0.2444,,2,,0.42,0.42,0.21,,2.0,6.0,2.0,,2.0,1.0,5.0,1.0,,,6.0,,,,,0.0666,-0.13,,1.0,3.0,3.0,1.0,,,,3.0,1.0,2.0,,,
14053788,home,FC Volendam,Robin van Cruijsen,Robin,van Cruijsen,van-cruijsen-robin,R. v. Cruijsen,M,40,,90,M,2216656,EUR,1140393600,M,40,40,False,26.0,21.0,2.0,1.0,0.0,7.0,10.0,14.0,16.0,1.0,,,,75.0,42.0,6.9,13.0,0.200315,,2,,0.28,-0.05,-0.04,,4.0,1.0,1.0,1.0,,,4.0,4.0,,,2.0,,,1.0,,0.237,-0.12,,1.0,,2.0,1.0,1.0,,0.0903,,1.0,1.0,,,
14053788,home,FC Volendam,Ozan Kökçü,Ozan,Kökçü,ozan-kokcu,O. Kökçü,M,7,176.0,832,M,1100399,EUR,903398400,M,7,7,False,21.0,18.0,,,0.0,5.0,5.0,13.0,16.0,2.0,,,,45.0,31.0,6.8,8.0,0.127924,,0,,0.32,0.05,0.14,,3.0,1.0,1.0,,,,1.0,1.0,,,3.0,,,1.0,,,,,,,3.0,,,,,1.0,2.0,,,,
