match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_interceptionWon,stat_fouls,stat_shotOffTarget,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_errorLeadToAShot,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_clearanceOffLine,stat_ownGoals,stat_goals,stat_bigChanceCreated,player_sofascoreId
14573095,home,Samsunspor,Okan Kocuk,okan-kocuk,O. Koçuk,G,1,187,289,M,190179,EUR,806803200,G,1,1,False,29.0,25.0,9.0,5.0,0.0,23.0,24.0,2.0,5.0,4.0,1.0,90.0,34.0,6.5,4.0,0.00055363,24.933853716383,6.0,12.81,3.78,0.0084,0,-0.7611,0.02,0.0,-0.17,-0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573095,home,Samsunspor,Zeki Yavru,zeki-yavru,Z. Yavru,D,18,178,204,M,140735,EUR,684028800,D,18,18,False,44.0,38.0,5.0,3.0,0.0,17.0,18.0,21.0,26.0,5.0,,78.0,64.0,6.7,11.0,0.0500301,54.20152125668,8.0,45.15,20.79,,0,,0.25,0.04,-0.22,,True,6.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14573095,home,Samsunspor,Ľubomír Šatka,ubomir-satka,Ľ. Šatka,D,37,185,293,M,187231,EUR,817862400,D,37,37,False,53.0,49.0,5.0,3.0,0.0,37.0,40.0,12.0,13.0,1.0,,90.0,60.0,6.4,4.0,0.024048,139.82716718945,24.0,27.51,14.385,,0,,0.25,0.03,0.13,,,,,3.0,,4.0,1.0,,2.0,1.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14573095,home,Samsunspor,Rick Van Drongelen,rick-van-drongelen,R. V. Drongelen,D,4,185,366,M,803023,EUR,914112000,D,4,4,False,75.0,62.0,11.0,4.0,0.0,38.0,40.0,24.0,35.0,7.0,,90.0,92.0,7.4,15.0,0.0239893,347.16685425924,35.0,171.675,26.985,,1,,0.22,0.21,-0.03,,,,,1.0,2.0,1.0,8.0,,5.0,1.0,5.0,2.0,,2.0,,1.0,1.0,1.0,0.0275,-0.09,,,,,,,,,,,,,,,,,,
14573095,home,Samsunspor,Logi Tomasson,logi-tomasson,L. Tómasson,D,17,182,205,M,858266,EUR,968803200,D,17,17,False,45.0,35.0,1.0,,0.0,15.0,19.0,20.0,26.0,5.0,,85.0,64.0,5.9,17.0,0.0507411,147.94651127986,17.0,85.155,19.635,,0,,0.08,0.1,-0.55,,,7.0,1.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
14573095,home,Samsunspor,Antoine Makoumbou,antoine-makoumbou,A. Makoumbou,M,29,186,539,M,920391,EUR,900720000,M,29,29,False,58.0,53.0,1.0,,0.0,28.0,31.0,25.0,27.0,6.0,,90.0,72.0,6.3,12.0,0.023937,191.18251166803,27.0,47.88,21.84,,0,,-0.03,0.19,-0.11,,,,,1.0,,5.0,2.0,,,,1.0,1.0,,1.0,,,3.0,1.0,,,,,,4.0,,,,,,,,,,,,,,
14573095,home,Samsunspor,Emre Kılınç,emre-kilinc,E. Kılınç,M,11,174,320,M,202032,EUR,777600000,M,11,11,False,31.0,28.0,,,0.0,8.0,10.0,20.0,21.0,6.0,,90.0,50.0,6.5,9.0,0.0234004,80.25961311326,11.0,40.425,12.075,,0,,-0.08,0.1,-0.14,,,3.0,,2.0,2.0,7.0,6.0,2.0,1.0,,3.0,3.0,1.0,1.0,1.0,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,
14573095,home,Samsunspor,Carlo Holse,carlo-holse,C. Holse,M,21,177,633,M,837012,EUR,928281600,M,21,21,False,56.0,52.0,1.0,1.0,0.0,24.0,24.0,28.0,32.0,5.0,,90.0,78.0,6.2,11.0,0.14082,155.39792909907,21.0,34.86,22.89,,3,,0.01,0.16,-0.25,,,4.0,1.0,,1.0,6.0,4.0,2.0,,,1.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,0.0687,-0.51,,,,1.0,2.0,1.0,,,,,,,,,,,,
14573095,home,Samsunspor,Olivier Ntcham,olivier-ntcham,O. Ntcham,M,10,180,801,M,352676,EUR,823824000,M,10,10,False,46.0,43.0,3.0,3.0,0.0,19.0,19.0,24.0,27.0,2.0,,78.0,61.0,7.0,6.0,0.0463594,161.04057400858,20.0,76.125,26.04,,8,,0.21,0.18,-0.15,,,,,,,4.0,2.0,1.0,,,,,,1.0,1.0,3.0,1.0,1.0,0.3655,-0.55,,,,2.0,1.0,1.0,2.0,3.0,0.505,,,,,,,,,
14573095,home,Samsunspor,Anthony Musaba,anthony-musaba,A. Musaba,F,20,182,2507,M,979473,EUR,976060800,M,7,7,False,16.0,11.0,,,0.0,2.0,4.0,9.0,12.0,1.0,,74.0,31.0,6.8,12.0,0.344189,175.91508933564,14.0,143.64,31.605,,1,,0.23,0.48,-0.19,,,1.0,,1.0,,5.0,5.0,1.0,,,,,2.0,,1.0,,3.0,3.0,0.0873,-0.15,,,,,4.0,2.0,1.0,,0.1016,,,,,,,,,
