match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_outfielderBlock,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_clearanceOffLine,captain,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_goals
12765034,home,Heart of Midlothian,Craig Gordon,craig-gordon,C. Gordon,G,1,193,232,M,9370,EUR,410140800,G,1,1,False,23.0,9.0,16.0,3.0,0.0,6.0,9.0,3.0,14.0,1.0,1.0,1.0,4.0,1.0,90.0,26.0,6.0,14.0,0.00101635,0,-0.8527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765034,home,Heart of Midlothian,Adam Forrester,adam-forrester,A. Forrester,D,35,183,25,M,1904647,EUR,1112227200,D,35,35,False,40.0,31.0,10.0,5.0,0.0,13.0,14.0,18.0,28.0,,,1.0,4.0,,77.0,61.0,6.5,15.0,0.0750642,0,,Adam,Forrester,2.0,3.0,8.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12765034,home,Heart of Midlothian,Frankie Kent,frankie-kent,F. Kent,D,2,188,54,M,374386,EUR,816912000,D,2,2,False,57.0,50.0,4.0,3.0,0.0,36.0,38.0,14.0,19.0,7.0,10.0,4.0,4.0,,90.0,71.0,7.0,8.0,0.123031,2,,,,,2.0,4.0,,1.0,,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.2577,,,,,,,,,,,,,,,,
12765034,home,Heart of Midlothian,Stephen Kingsley,stephen-kingsley,S. Kingsley,D,3,178,59,M,151118,EUR,774921600,D,3,3,False,61.0,51.0,6.0,2.0,0.0,32.0,35.0,19.0,26.0,9.0,10.0,3.0,1.0,,90.0,70.0,6.9,10.0,0.00622124,0,,,,,2.0,3.0,,,,2.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,
12765034,home,Heart of Midlothian,James Penrice,james-penrice,J. Penrice,D,29,175,344,M,829190,EUR,914284800,D,29,29,False,43.0,36.0,6.0,4.0,0.0,11.0,12.0,30.0,41.0,2.0,7.0,3.0,5.0,,90.0,86.0,8.2,25.0,0.586982,2,,,,10.0,1.0,5.0,1.0,2.0,2.0,1.0,3.0,,,2.0,,4.0,3.0,,0.1447,,5.0,1.0,1.0,4.0,,,,,,,,,,,
12765034,home,Heart of Midlothian,Alan Forrest,forrest-alan,A. Forrest,M,17,175,57,M,843626,EUR,842227200,M,17,17,False,40.0,34.0,3.0,2.0,0.0,9.0,11.0,25.0,34.0,1.0,4.0,,6.0,,90.0,61.0,7.1,18.0,0.0353,3,,,,5.0,3.0,7.0,1.0,3.0,3.0,1.0,4.0,,,1.0,1.0,,,,0.1048,,,3.0,,1.0,1.0,1.0,0.013,,,,,,,,
12765034,home,Heart of Midlothian,Beni Baningime,beni-baningime,B. Baningime,M,6,178,119,M,909274,EUR,905299200,M,6,6,False,18.0,17.0,,,0.0,9.0,10.0,8.0,8.0,,4.0,1.0,3.0,,64.0,26.0,6.7,3.0,0.00413516,0,,,,,1.0,2.0,,1.0,1.0,,1.0,,,,,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,
12765034,home,Heart of Midlothian,Malachi Boateng,malachi-boateng,M. Boateng,M,19,182,122,M,1020669,EUR,1025827200,M,18,18,False,30.0,22.0,1.0,,0.0,5.0,7.0,17.0,23.0,2.0,6.0,2.0,5.0,,77.0,48.0,7.5,12.0,0.0189228,1,,,,,2.0,5.0,2.0,1.0,,1.0,3.0,,,,1.0,4.0,4.0,,0.0304,1.0,,,,,,1.0,,1.0,,,,,,,
12765034,home,Heart of Midlothian,Yan Dhanda,yan-dhanda,Y. Dhanda,M,21,173,202,M,920396,EUR,913593600,F,20,20,False,23.0,20.0,1.0,1.0,0.0,6.0,6.0,14.0,20.0,2.0,5.0,,2.0,,64.0,32.0,7.1,6.0,0.031358,1,,,,3.0,2.0,3.0,,,,,,1.0,,,,1.0,1.0,3.0,0.0566,,,,,,1.0,,0.0608,,,,,,,,
12765034,home,Heart of Midlothian,Lawrence Shankland,lawrence-shankland,L. Shankland,F,9,185,1307,M,237098,EUR,808012800,F,9,9,False,34.0,23.0,3.0,2.0,0.0,7.0,9.0,16.0,26.0,7.0,12.0,,9.0,,90.0,56.0,7.1,19.0,0.480906,6,,,,1.0,6.0,10.0,1.0,2.0,1.0,,5.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0142,,,1.0,,3.0,2.0,,0.5494,,True,,,,,,
