match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_wonTackle,player_firstName,player_lastName,captain,stat_goalAssist,stat_bigChanceCreated,stat_keyPass,stat_wasFouled,stat_penaltyConceded,stat_totalOffside,stat_dispossessed,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goodHighClaim,stat_punches,player_sofascoreId,stat_penaltyWon
11451042,home,Hatayspor,Erce Kardeşler,erce-kardesler,E. Kardeşler,G,31,186,93,M,758606,EUR,763603200,G,1,1,False,34.0,26.0,16.0,8.0,23.0,28.0,3.0,6.0,1.0,9.0,1.0,1.0,4.0,1.0,1.0,90.0,45.0,6.8,8.0,0.00072682,0,-0.6214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451042,home,Hatayspor,Kerim Alıcı,kerim-alici,K. Alıcı,D,27,183,22,M,758870,EUR,867110400,D,22,22,False,20.0,16.0,2.0,,11.0,14.0,6.0,8.0,1.0,,,,,,,90.0,48.0,7.2,9.0,0.014632,2,,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.1487,0.4414,,,,,,,,,,,,,,,,,,,,
11451042,home,Hatayspor,Guy-Marcelin Kilama,guy-marcelin-kilama,G. M. Kilama,D,,180,314,M,944222,EUR,928022400,D,3,3,False,54.0,46.0,9.0,4.0,39.0,40.0,7.0,14.0,,2.0,,,,,,90.0,61.0,7.2,8.0,0.00829087,2,,,,1.0,2.0,2.0,6.0,,1.0,1.0,,,2.0,,1.0,0.5706,0.7457,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
11451042,home,Hatayspor,Cengiz Demir,demir-cengiz,C. Demir,D,5,186,15,M,1015360,EUR,987552000,D,27,27,False,53.0,47.0,14.0,10.0,24.0,26.0,23.0,29.0,5.0,2.0,,,,,,90.0,63.0,6.6,8.0,0.0126233,1,,2.0,,2.0,,4.0,,1.0,1.0,,,1.0,,,1.0,0.0774,0.1978,,,,,,,,,,,,,,,,,,,,
11451042,home,Hatayspor,Faouzi Ghoulam,faouzi-ghoulam,F. Ghoulam,D,,188,1996,M,133236,EUR,665366400,D,13,13,False,35.0,25.0,3.0,1.0,12.0,15.0,16.0,27.0,1.0,3.0,,,,,,83.0,65.0,7.1,20.0,0.452591,1,,7.0,3.0,2.0,2.0,7.0,4.0,2.0,,,1.0,,2.0,2.0,3.0,0.0192,,,,1.0,,Faouzi,Ghoulam,True,1.0,1.0,3.0,,,,,,,,,,
11451042,home,Hatayspor,Chandrel Massanga,chandrel-massanga,C. Massanga,M,8,172,201,M,1083138,EUR,934848000,M,4,4,False,48.0,43.0,8.0,5.0,24.0,25.0,19.0,23.0,2.0,7.0,,,,,,89.0,56.0,6.8,5.0,0.0185432,1,,,,,1.0,,2.0,,,,,2.0,,,,0.0184,,,,1.0,,Chandrel Massanga,,,,,,1.0,,,,,,,,,
11451042,home,Hatayspor,Rigoberto Rivas,rigoberto-rivas,R. Rivas,M,99,178,347,M,837742,EUR,901843200,M,99,99,False,13.0,8.0,1.0,1.0,5.0,6.0,5.0,13.0,,,,,,,,89.0,24.0,5.9,11.0,0.0545029,0,,6.0,2.0,2.0,1.0,7.0,2.0,,,,1.0,,,,5.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,
11451042,home,Hatayspor,Fisayo Dele-Bashiru,dele-bashiru-oluwafisayo,F. Dele-Bashiru,M,7,186,3768,M,910121,EUR,981417600,M,17,17,False,24.0,22.0,1.0,,6.0,7.0,16.0,18.0,,4.0,,,,,,90.0,29.0,6.8,3.0,0.0220682,0,,1.0,,2.0,1.0,2.0,3.0,,,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,
11451042,home,Hatayspor,Ömer Faruk Beyaz,omer-faruk-beyaz,Ö. F. Beyaz,M,99,171,399,M,1022881,EUR,1062115200,M,7,7,False,30.0,23.0,3.0,,10.0,11.0,13.0,19.0,,9.0,,,,,,75.0,37.0,6.6,8.0,0.00598399,0,,,,1.0,,2.0,4.0,,,,,,2.0,1.0,1.0,,,1.0,1.0,,2.0,,,,,,,1.0,,,,,,,,,
11451042,home,Hatayspor,Didier Lamkel Zé,didier-lamkel-ze,D. L. Zé,F,60,193,625,M,845272,EUR,842918400,M,11,11,False,34.0,27.0,4.0,4.0,8.0,9.0,21.0,30.0,,2.0,,,,,,90.0,56.0,6.9,19.0,0.157335,1,,5.0,2.0,2.0,3.0,8.0,8.0,2.0,1.0,,,,1.0,5.0,1.0,0.3375,0.4599,4.0,3.0,,,,,,1.0,,2.0,1.0,,,2.0,1.0,,,,,
