match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_totalOffside,stat_bigChanceCreated,stat_shotOffTarget,stat_dispossessed,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_errorLeadToAShot,stat_punches,stat_outfielderBlock,stat_penaltyWon
10434110,home,Konyaspor,Ibrahim Šehić,ibrahim-sehic,I. Šehić,G,13,190,350,M,63952,EUR,589161600,G,13,13,False,True,31.0,29.0,11.0,9.0,24.0,25.0,5.0,6.0,1.0,1.0,12.0,1.0,1.0,1.0,4.0,1.0,5.0,4.0,4.0,90.0,44.0,6.8,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434110,home,Konyaspor,Ahmet Oğuz,ahmet-oguz,A. Oğuz,D,22,175,120,M,603902,EUR,727142400,D,22,22,False,,55.0,42.0,8.0,5.0,12.0,15.0,32.0,48.0,4.0,,10.0,,2.0,,,,,,,90.0,92.0,7.1,22.0,1,,,8.0,2.0,5.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,
10434110,home,Konyaspor,Uğurcan Yazğılı,ugurcan-yazgili,U. Yazğılı,D,5,184,99,M,904303,EUR,923616000,D,5,5,False,,51.0,48.0,1.0,1.0,26.0,28.0,22.0,23.0,7.0,3.0,7.0,,3.0,,,,,,,90.0,61.0,6.3,3.0,0,,,,,4.0,3.0,1.0,1.0,,4.0,,,,1.0,,1.0,2.0,,,,,,,,,,,,
10434110,home,Konyaspor,Francisco Calvo,francisco-calvo,F. Calvo,D,5,181,677,M,156400,EUR,710553600,D,15,15,False,,52.0,48.0,5.0,2.0,26.0,26.0,22.0,26.0,6.0,3.0,9.0,,1.0,,,,,,,90.0,63.0,6.4,6.0,0,,,,,2.0,2.0,1.0,,,3.0,1.0,1.0,,,,2.0,1.0,2.0,,,,,,,,,,,
10434110,home,Konyaspor,Guilherme Haubert Sityá,guilherme-haubert-sitya,G. H. Sityá,D,12,179,254,M,224112,EUR,638928000,D,12,12,False,,57.0,50.0,7.0,5.0,11.0,13.0,39.0,53.0,5.0,,2.0,,1.0,,,,,,,90.0,86.0,6.9,20.0,1,,,9.0,,5.0,2.0,1.0,,,,4.0,1.0,1.0,1.0,2.0,1.0,,,1.0,1.0,,,,,,,,,
10434110,home,Konyaspor,Soner Dikmen,soner-dikmen,S. Dikmen,M,6,179,82,M,847782,EUR,746841600,M,14,14,False,,40.0,36.0,4.0,2.0,11.0,11.0,25.0,29.0,4.0,1.0,3.0,,2.0,,,,,,,90.0,48.0,6.4,7.0,1,,,,,1.0,1.0,,,,1.0,1.0,1.0,2.0,,,1.0,,2.0,,1.0,,,,,,,,,
10434110,home,Konyaspor,Andreas Bouchalakis,andreas-bouchalakis,A. Bouchalakis,M,41,185,233,M,211116,EUR,733881600,M,32,32,False,,26.0,22.0,3.0,3.0,11.0,15.0,11.0,11.0,5.0,,3.0,,1.0,,,,,,,60.0,34.0,6.4,6.0,0,,,,,1.0,,,,,1.0,,,1.0,1.0,,3.0,,,,,1.0,,,,,,,,
10434110,home,Konyaspor,Mahir Emreli,mahir-emreli,M. Emreli,F,10,188,4990,M,286071,EUR,867715200,M,19,19,False,,14.0,12.0,,,6.0,7.0,6.0,7.0,6.0,,2.0,,3.0,,,,,,,60.0,22.0,6.8,5.0,1,,,,,3.0,1.0,2.0,,,,2.0,1.0,1.0,1.0,,,,,,,,emreli11,1.0,1.0,,,,,
10434110,home,Konyaspor,Alejandro Pozuelo,alejandro-pozuelo,A. Pozuelo,F,10,170,264,M,153964,EUR,685238400,M,24,24,False,,31.0,24.0,,,10.0,11.0,14.0,23.0,4.0,,2.0,,1.0,,,,,,,60.0,45.0,6.5,14.0,0,Alejandro,Pozuelo,3.0,,4.0,1.0,3.0,3.0,,,,,1.0,1.0,,,,,,,2.0,,,,,,,,
10434110,home,Konyaspor,Marlos Moreno,marlos-moreno,M. Moreno,F,7,173,1658,M,818942,EUR,843177600,M,70,70,False,,29.0,18.0,2.0,1.0,5.0,8.0,13.0,21.0,5.0,,6.0,,1.0,,,,,,,74.0,43.0,6.2,14.0,1,,,,,5.0,1.0,4.0,3.0,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,,1.0,,,,,,,,
