match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_shotOffTarget,captain,stat_onTargetScoringAttempt,stat_interceptionWon,stat_fouls,player_sofascoreId,stat_challengeLost,stat_dispossessed,stat_accurateCross,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_blockedScoringAttempt,stat_hitWoodwork
10381998,home,Excelsior,Stijn van Gassel,,,stijn-van-gassel,S. van Gassel,G,1,185.0,166,M,367118,EUR,845596800,G,1,1,False,29.0,15.0,20.0,7.0,11.0,13.0,4.0,16.0,13.0,4.0,5.0,1.0,1.0,90.0,44.0,7.4,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381998,home,Excelsior,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186.0,201,M,794990,EUR,896745600,D,2,2,False,38.0,29.0,17.0,12.0,19.0,22.0,10.0,19.0,4.0,,,,,90.0,66.0,8.1,15.0,0,1.0,3.0,2.0,1.0,2.0,9.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,,,,,,,,,,,,,,
10381998,home,Excelsior,Sven Nieuwpoort,Sven,Nieuwpoort,sven-nieuwpoort,S. Nieuwpoort,D,16,184.0,8,M,97412,EUR,734659200,D,16,16,False,22.0,21.0,2.0,1.0,15.0,15.0,6.0,7.0,2.0,,,,,90.0,34.0,7.1,1.0,1,,,,3.0,,6.0,,,,7.0,,2.0,2.0,,1.0,,1.0,,,,,,,,,,,,,
10381998,home,Excelsior,Redouan El Yaakoubi,,,redouan-el-yaakoubi,R. E. Yaakoubi,D,,182.0,100,M,887617,EUR,822528000,D,4,4,False,31.0,18.0,9.0,3.0,11.0,13.0,7.0,18.0,6.0,,,,,90.0,46.0,7.3,14.0,1,,,2.0,3.0,3.0,5.0,,,,4.0,1.0,2.0,1.0,,,,,True,1.0,3.0,1.0,,,,,,,,,
10381998,home,Excelsior,Nathan Tjoe-A-On,,,tjoe-a-on-nathan,N. Tjoe-A-On,M,24,182.0,7235,M,992651,EUR,1008979200,D,28,28,False,37.0,29.0,9.0,6.0,17.0,21.0,12.0,16.0,9.0,,,,,90.0,63.0,7.1,12.0,0,,,1.0,,4.0,3.0,,,,6.0,,3.0,1.0,1.0,,,,,,6.0,,nathantjoeaon,2.0,1.0,,,,,,
10381998,home,Excelsior,Marouan Azarkan,,,marouan-azarkan,M. Azarkan,M,17,165.0,221,M,987524,EUR,1007769600,M,10,10,False,20.0,16.0,2.0,2.0,6.0,8.0,11.0,14.0,5.0,,,,,86.0,38.0,7.3,9.0,0,1.0,2.0,,1.0,4.0,7.0,2.0,,1.0,1.0,,,,1.0,6.0,2.0,,,,1.0,,,1.0,1.0,1.0,1.0,,,,
10381998,home,Excelsior,Joshua Eijgenraam,,,joshua-eijgenraam,J. Eijgenraam,M,20,180.0,30,M,1090204,EUR,1013990400,M,6,6,False,25.0,21.0,3.0,3.0,9.0,11.0,12.0,15.0,3.0,,,,,90.0,38.0,6.9,6.0,0,,1.0,1.0,1.0,3.0,3.0,1.0,1.0,,3.0,,1.0,1.0,1.0,,,,,,2.0,2.0,,,,,,,,,
10381998,home,Excelsior,Julian Baas,,,julian-baas,J. Baas,M,16,184.0,147,M,1046143,EUR,1018915200,M,33,33,False,13.0,8.0,1.0,,5.0,8.0,5.0,7.0,4.0,,,,,65.0,28.0,6.9,6.0,1,,2.0,4.0,,5.0,2.0,,,,2.0,,1.0,,1.0,1.0,1.0,1.0,,,4.0,1.0,,1.0,,2.0,,,,,
10381998,home,Excelsior,Couhaib Driouech,,,couhaib-driouech,C. Driouech,F,11,175.0,4625,M,1047395,EUR,1019001600,M,14,14,False,27.0,18.0,4.0,2.0,7.0,12.0,11.0,17.0,13.0,,,,,90.0,47.0,6.1,17.0,2,,2.0,3.0,1.0,13.0,4.0,3.0,2.0,,2.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,4.0,,2.0,4.0,,1.0,1.0,,,
10381998,home,Excelsior,Reda Kharchouch,,,reda-kharchouch,R. Kharchouch,F,99,192.0,100,M,907909,EUR,809481600,F,9,9,False,22.0,12.0,1.0,,7.0,9.0,5.0,14.0,3.0,,,,,86.0,45.0,8.5,22.0,2,1.0,1.0,,1.0,6.0,4.0,3.0,1.0,1.0,,,,,7.0,2.0,1.0,,,2.0,,1.0,,1.0,2.0,,,,2.0,,
