match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_interceptionWon,stat_fouls,stat_outfielderBlock,stat_wasFouled,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalOffside,stat_blockedScoringAttempt,stat_goals,stat_goodHighClaim,stat_punches,stat_errorLeadToAShot,stat_bigChanceMissed
11369289,home,Sevilla,Bono,,,bono,Bono,G,37,195,54576,M,BonoY,360938,EUR,670809600,G,13,13,False,27.0,16.0,18.0,7.0,11.0,13.0,5.0,14.0,6.0,1.0,1.0,90.0,32.0,6.4,11.0,0.0,0.0,0.0033979,0,-0.8848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369289,home,Sevilla,Jesús Navas,,,jesus-navas,J. Navas,D,16,170,1580,M,,11869,EUR,501379200,D,16,16,False,31.0,24.0,10.0,5.0,16.0,18.0,8.0,15.0,4.0,,,69.0,49.0,6.6,13.0,0.0,0.0,0.0127063,0,,True,2.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11369289,home,Sevilla,Loïc Badé,,,loic-bade,L. Badé,D,5,191,3177,M,,1006489,EUR,955411200,D,22,22,False,46.0,40.0,4.0,3.0,33.0,36.0,7.0,10.0,1.0,,,81.0,49.0,6.0,6.0,0.0,0.0,0.0022513,0,,,,7.0,3.0,,1.0,,,,3.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,
11369289,home,Sevilla,Nemanja Gudelj,,,nemanja-gudelj,N. Gudelj,M,6,187,1647,M,,68332,EUR,690249600,D,6,6,False,59.0,42.0,9.0,3.0,32.0,42.0,10.0,18.0,8.0,,,90.0,72.0,6.5,20.0,0.0,0.0,0.00337913,0,,,1.0,2.0,4.0,,3.0,2.0,2.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
11369289,home,Sevilla,Marcos Acuña,,,marcos-acuna,M. Acuña,D,21,172,8244,M,marcos.acuna10,578560,EUR,688608000,D,19,19,False,46.0,35.0,14.0,8.0,16.0,20.0,21.0,33.0,10.0,,,90.0,85.0,6.8,24.0,0.0547,0.0,0.122581,2,,,7.0,7.0,4.0,1.0,,2.0,1.0,2.0,2.0,,1.0,3.0,1.0,,1.0,2.0,3.0,1.0,2.0,1.0,,,,,,,,,,
11369289,home,Sevilla,Fernando,,,fernando-reges,Fernando,M,5,183,1112,M,,41837,EUR,554169600,M,20,20,False,29.0,25.0,,,14.0,14.0,11.0,16.0,6.0,,,69.0,42.0,6.8,7.0,0.0,0.0,0.0335775,0,,,1.0,7.0,4.0,2.0,,2.0,1.0,,1.0,1.0,3.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,
11369289,home,Sevilla,Ivan Rakitić,,,ivan-rakitic,I. Rakitić,M,,184,13189,M,ivan_rakitic,7635,EUR,573955200,M,10,10,False,55.0,41.0,4.0,1.0,22.0,25.0,20.0,39.0,11.0,,,90.0,87.0,6.6,29.0,0.0331,0.0,0.0364665,1,,,9.0,8.0,8.0,4.0,,3.0,2.0,1.0,,2.0,1.0,1.0,3.0,,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,
11369289,home,Sevilla,Lucas Ocampos,,,lucas-ocampos,L. Ocampos,M,29,187,3431,M,Locampos15,155702,EUR,773884800,M,5,5,False,24.0,14.0,1.0,,4.0,6.0,10.0,19.0,7.0,,,90.0,44.0,6.5,20.0,0.0404,0.0,0.0109326,1,,,1.0,8.0,6.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,,,3.0,,1.0,,1.0,1.0,,,,,,,,,,
11369289,home,Sevilla,Suso,,,suso,Suso,M,11,176,1350,M,,96370,EUR,753667200,M,7,7,False,29.0,20.0,4.0,4.0,5.0,7.0,17.0,31.0,5.0,,,90.0,53.0,7.5,22.0,0.014,0.1795,0.340865,1,,,9.0,5.0,7.0,2.0,,1.0,,3.0,1.0,2.0,1.0,,,,3.0,2.0,2.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,
11369289,home,Sevilla,Erik Lamela,,,erik-lamela,E. Lamela,M,,183,2389,M,,122702,EUR,699667200,M,17,17,False,5.0,5.0,,,1.0,1.0,4.0,5.0,,,,56.0,24.0,6.8,6.0,0.0,0.0,0.00487655,0,,,1.0,7.0,6.0,1.0,,6.0,3.0,4.0,1.0,,,,5.0,,,,,,,1.0,,,,1.0,,,,,,
11369289,home,Sevilla,Youssef En-Nesyri,,,youssef-en-nesyri,Y. En-Nesyri,F,21,190,34177,M,ennesyri15,846470,EUR,865123200,F,15,15,False,6.0,3.0,,,3.0,4.0,,2.0,1.0,,,82.0,20.0,7.1,9.0,0.5808,0.7726,0.0001157,4,,,,9.0,5.0,3.0,,,,2.0,3.0,3.0,1.0,,1.0,,2.0,,1.0,,1.0,,,,2.0,2.0,1.0,1.0,,,,
11369289,home,Sevilla,Óliver Torres,,,oliver-torres,Ó. Torres,M,8,178,952,M,,231776,EUR,784425600,M,21,21,True,15.0,11.0,,,4.0,5.0,8.0,12.0,1.0,,,34.0,22.0,6.4,7.0,0.0,0.0,0.0386179,0,,,2.0,5.0,3.0,1.0,,1.0,,,3.0,2.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,
11369289,home,Sevilla,Djibril Sow,,,djibril-sow,D. Sow,M,20,184,1941,M,,799054,EUR,855187200,M,18,18,True,10.0,8.0,,,4.0,5.0,4.0,5.0,1.0,,,21.0,13.0,6.6,2.0,0.0,0.0,0.00514286,0,,,,1.0,2.0,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,
11369289,home,Sevilla,Juanlu Sánchez,,,juanlu-sanchez,J. Sánchez,M,16,186,1123,M,,1010655,EUR,1060905600,M,26,26,True,9.0,8.0,1.0,1.0,6.0,7.0,2.0,3.0,2.0,,,21.0,20.0,6.9,3.0,0.0,0.0,0.0032104,0,,,1.0,1.0,4.0,2.0,,,,1.0,1.0,,,,,,2.0,,,2.0,,1.0,,,,,,,,,,
