match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,player_sofascoreId,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,captain,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_wonContest,stat_blockedScoringAttempt,stat_fouls,stat_totalCross,stat_accurateCross,stat_goals,stat_outfielderBlock,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,player_firstName,player_lastName,stat_savedShotsFromInsideTheBox,stat_saves,stat_hitWoodwork
11369318,home,Real Betis,Claudio Bravo,claudio-bravo,C. Bravo,G,184,2223,M,13249,EUR,419040000,G,1,1,False,18.0,14.0,9.0,5.0,11.0,11.0,3.0,7.0,1.0,2.0,1.0,90.0,19.0,6.5,4.0,0.0,0.0,0.00025873,0,-0.3062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369318,home,Real Betis,Héctor Bellerín,hector-bellerin,H. Bellerín,D,178,3870,M,188365,EUR,795571200,D,2,2,False,50.0,47.0,5.0,4.0,16.0,17.0,31.0,33.0,3.0,4.0,,87.0,72.0,6.9,9.0,0.0,0.0,0.106138,0,,2,Bellerín,6.0,4.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11369318,home,Real Betis,Germán Pezzella,german-pezzella,G. Pezzella,D,187,3493,M,158241,EUR,677980800,D,6,6,False,46.0,41.0,4.0,2.0,31.0,33.0,10.0,13.0,8.0,6.0,,90.0,65.0,7.7,6.0,0.0694,0.033,0.00976016,2,,6,germanpezzella,2.0,13.0,,,1.0,5.0,3.0,,,True,1.0,8.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11369318,home,Real Betis,Marc Bartra,marc-bartra,M. Bartra,D,183,1917,M,99519,EUR,663897600,D,15,15,False,43.0,38.0,4.0,2.0,25.0,28.0,13.0,15.0,2.0,5.0,,90.0,53.0,6.7,6.0,0.0429,0.0,0.0105869,1,,5,,6.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,,,4.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,
11369318,home,Real Betis,Juan Miranda,juan-miranda,J. Miranda,D,185,2208,M,855829,EUR,948240000,D,3,3,False,23.0,21.0,1.0,1.0,7.0,8.0,16.0,18.0,2.0,3.0,,61.0,44.0,7.1,6.0,0.0,0.0,0.136925,0,,33,,2.0,7.0,,,,2.0,1.0,2.0,,,,3.0,,,,,,,2.0,3.0,2.0,,,,,,,,,,
11369318,home,Real Betis,Guido Rodríguez,guido-rodriguez,G. Rodríguez,M,185,3908,M,609752,EUR,766108800,M,5,5,False,61.0,57.0,3.0,1.0,26.0,27.0,31.0,35.0,4.0,12.0,,90.0,75.0,7.6,5.0,0.0621,0.3188,0.0315728,1,,2,guiido_rodriguez,6.0,7.0,,,,3.0,1.0,2.0,,,2.0,2.0,3.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,
11369318,home,Real Betis,Marc Roca,marc-roca,M. Roca,M,184,1491,M,847128,EUR,848966400,M,21,21,False,38.0,36.0,2.0,1.0,13.0,13.0,23.0,26.0,,3.0,,61.0,44.0,7.2,3.0,0.0252,0.031,0.0192062,1,,21,,,3.0,,,,3.0,3.0,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,
11369318,home,Real Betis,Rodri Sánchez,rodri-sanchez,R. Sánchez,M,175,565,M,1031421,EUR,958435200,M,17,17,False,38.0,32.0,2.0,,9.0,12.0,24.0,31.0,,6.0,,61.0,55.0,7.2,12.0,0.0825,0.0,0.11991,2,,10,,1.0,6.0,,3.0,,2.0,,2.0,2.0,,,,,1.0,,1.0,2.0,1.0,,5.0,1.0,,,,,,,,,,
11369318,home,Real Betis,Isco,isco,Isco,M,176,26276,M,103417,EUR,703814400,M,22,22,False,73.0,67.0,2.0,1.0,10.0,11.0,59.0,69.0,,5.0,,90.0,99.0,7.4,20.0,0.7608,0.776,0.208337,5,,22,iscoalarcon,9.0,4.0,4.0,6.0,,,,1.0,2.0,,1.0,,,4.0,1.0,1.0,3.0,,1.0,7.0,2.0,,,,1.0,1.0,,,,,
11369318,home,Real Betis,Ayoze Pérez,ayoze-perez,A. Pérez,F,180,3785,M,345195,EUR,743385600,M,10,10,False,21.0,17.0,,,4.0,4.0,13.0,18.0,,3.0,,90.0,43.0,5.9,13.0,0.6831,0.323,0.0216987,5,,22,,5.0,7.0,2.0,2.0,,2.0,1.0,2.0,,,,1.0,2.0,3.0,2.0,6.0,2.0,,1.0,1.0,,,,,,3.0,,,,,
