match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_blockedScoringAttempt,stat_fouls,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_totalOffside,stat_dispossessed,stat_bigChanceCreated,player_firstName,player_lastName,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_lastManTackle
14844295,home,Napoli,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202.0,6222,M,356160,EUR,856396800,G,32,32,False,23.0,19.0,5.0,1.0,0.0,18.0,19.0,1.0,4.0,1.0,1.0,6.0,1.0,1.0,90.0,30.0,6.8,4.0,0.00046973,51.593929673924,8.0,26.775,7.35,-0.0005,0,0.0496,0.0,0.0,0.22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14844295,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182.0,6986,M,153257,EUR,744422400,D,22,22,False,107.0,96.0,5.0,1.0,0.0,25.0,26.0,71.0,81.0,1.0,6.0,11.0,4.0,,90.0,126.0,7.7,13.0,0.284705,253.97142758038,37.0,145.32,19.53,,2,,0.35,0.25,0.35,,dilorenzo22,True,4.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0938,15.71737649864,1.0,3.0,-0.38,,,,,,,,,,,,,,,,,
14844295,home,Napoli,Amir Rrahmani,amir-rrahmani,A. Rrahmani,D,13,190.0,3520,M,332155,EUR,762048000,D,13,13,False,129.0,120.0,2.0,1.0,0.0,39.0,42.0,81.0,87.0,7.0,8.0,5.0,,,90.0,138.0,7.8,9.0,0.0555485,297.01836059808,38.0,127.26,32.76,,2,,0.37,0.18,0.36,,,,,,2.0,4.0,,,,1.0,2.0,1.0,1.0,0.0639,52.577447942611,2.0,,-0.37,2.0,2.0,,,,,,,,,,,,,,,
14844295,home,Napoli,Alessandro Buongiorno,alessandro-buongiorno,A. Buongiorno,D,4,191.0,3972,M,870263,EUR,928627200,D,4,4,False,103.0,93.0,3.0,,0.0,31.0,35.0,62.0,68.0,3.0,4.0,3.0,,,90.0,109.0,7.0,12.0,0.0298385,221.42475180061,34.0,117.6,15.54,,1,,0.07,0.12,0.13,,,,2.0,,,,,,1.0,,,1.0,1.0,0.454,,,,-0.51,,,1.0,1.0,0.2274,,,,,,,,,,,,
14844295,home,Napoli,Pasquale Mazzocchi,pasquale-mazzocchi,P. Mazzocchi,M,30,183.0,1368,M,377512,EUR,806803200,M,30,30,False,47.0,42.0,,,0.0,12.0,12.0,30.0,35.0,2.0,3.0,4.0,,,58.0,59.0,6.6,10.0,0.0156104,103.65323552722,16.0,36.015,24.57,,0,,-0.42,0.11,0.13,,,,4.0,1.0,,,,,1.0,,,,,,24.906450971586,1.0,,,,,,,,1.0,1.0,2.0,1.0,,,,,,,,
14844295,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170.0,4661,M,150383,EUR,785721600,M,68,68,False,71.0,67.0,3.0,2.0,0.0,14.0,14.0,53.0,57.0,,3.0,2.0,,,90.0,81.0,7.2,5.0,0.072612,103.51444881864,15.0,20.37,11.655,,1,,0.31,0.11,-0.03,,StanLobotka,,,,,2.0,1.0,,,,2.0,3.0,3.0,0.1415,,,2.0,-0.26,,1.0,,1.0,0.3573,,,,,,,,,,,,
14844295,home,Napoli,Scott McTominay,scott-mctominay,S. McTominay,M,8,193.0,25748,M,879346,EUR,850003200,M,8,8,False,43.0,39.0,2.0,2.0,0.0,9.0,9.0,30.0,34.0,2.0,4.0,6.0,1.0,,90.0,53.0,7.0,6.0,0.142827,176.49789975284,20.0,76.545,21.0,,4,,0.27,0.28,0.22,,ScottMcTominay,,1.0,,2.0,3.0,,,1.0,,,1.0,1.0,0.2227,22.0115246178,1.0,,-0.53,3.0,,,1.0,0.0262,,,,,1.0,,,,,,,
14844295,home,Napoli,Mathías Olivera,mathias-olivera,M. Olivera,D,17,184.0,3517,M,805078,EUR,878256000,M,17,17,False,30.0,27.0,1.0,,0.0,12.0,13.0,15.0,17.0,,4.0,3.0,1.0,,58.0,47.0,6.5,5.0,0.0286089,146.49847386147,15.0,84.42,28.455,,0,,0.05,-0.2,-0.03,,,,1.0,1.0,2.0,4.0,1.0,,,,1.0,3.0,1.0,,57.810971431428,3.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,
14844295,home,Napoli,Matteo Politano,matteo-politano,M. Politano,F,21,171.0,4493,M,235672,EUR,744336000,F,21,21,False,35.0,29.0,2.0,,0.0,3.0,4.0,26.0,31.0,,2.0,3.0,,,78.0,61.0,6.7,21.0,0.143404,190.85214537344,24.0,85.365,16.38,,1,,0.12,0.29,-0.02,,,,13.0,3.0,2.0,3.0,,1.0,1.0,,,,,0.0766,47.817336469211,3.0,2.0,-0.14,,,,,,3.0,2.0,4.0,,,,,,,,,
14844295,home,Napoli,Noa Lang,noa-lang,N. Lang,F,77,173.0,13002,M,875136,EUR,929577600,F,70,70,False,29.0,24.0,1.0,1.0,0.0,3.0,4.0,21.0,25.0,,4.0,1.0,2.0,,58.0,50.0,7.7,16.0,0.599235,185.9210897257,19.0,48.195,22.26,,1,,0.63,0.28,-0.02,,noano,,9.0,2.0,,4.0,,,,,,,,0.0417,58.627978665119,3.0,2.0,-0.06,1.0,2.0,,,,3.0,2.0,2.0,,1.0,1.0,,,,,,
