match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_dispossessed,stat_totalCross,stat_unsuccessfulTouch,stat_accurateCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,captain,stat_goals,stat_totalOffside,stat_bigChanceCreated,stat_goodHighClaim,stat_penaltyFaced,player_sofascoreId,stat_goalAssist,stat_penaltyConceded
10407188,home,KV Kortrijk,Marko Ilić,,,marko-ilic,M. Ilić,G,31,190,336,M,843151,EUR,886464000,G,31,31,False,29.0,24.0,12.0,8.0,21.0,24.0,3.0,5.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,90.0,35.0,5.5,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407188,home,KV Kortrijk,Tsuyoshi Watanabe,,,tsuyoshi-watanabe,T. Watanabe,D,4,187,1359,M,942213,EUR,855100800,D,4,4,False,42.0,33.0,13.0,5.0,22.0,23.0,11.0,19.0,3.0,1.0,7.0,,,,,90.0,58.0,6.2,10.0,3,2.0,3.0,4.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10407188,home,KV Kortrijk,João Silva,,,joao-silva,J. Silva,D,44,187,281,M,1068519,EUR,916272000,D,44,44,False,15.0,13.0,4.0,3.0,13.0,13.0,,2.0,2.0,,1.0,,,,,73.0,27.0,6.5,2.0,0,1.0,1.0,4.0,,,,6.0,1.0,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,
10407188,home,KV Kortrijk,Dorian Dessoleil,,,dorian-dessoleil,D. Dessoleil,D,24,188,42,M,149584,EUR,713145600,D,24,24,False,37.0,32.0,8.0,5.0,18.0,21.0,14.0,16.0,2.0,,3.0,,,,,90.0,51.0,6.9,5.0,0,2.0,1.0,3.0,,,,4.0,5.0,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,
10407188,home,KV Kortrijk,Nayel Mehssatou,,,nayel-mehssatou,N. Mehssatou,M,8,172,538,M,1064174,EUR,1018569600,M,25,25,False,16.0,9.0,4.0,2.0,2.0,7.0,7.0,9.0,1.0,,4.0,,,,,45.0,28.0,6.6,8.0,0,,,1.0,,,,4.0,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,
10407188,home,KV Kortrijk,Kevin Vandendriessche,,,kevin-vandendriessche,K. Vandendriessche,D,31,183,10,M,144847,EUR,618451200,M,26,26,False,41.0,30.0,8.0,4.0,10.0,12.0,20.0,30.0,3.0,1.0,7.0,,,,,73.0,48.0,6.5,14.0,0,1.0,1.0,3.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,
10407188,home,KV Kortrijk,Stjepan Lončar,,,stjepan-loncar,S. Lončar,M,10,187,320,M,842571,EUR,847584000,M,33,33,False,18.0,16.0,3.0,1.0,6.0,7.0,11.0,17.0,3.0,,2.0,,,,,73.0,38.0,6.5,12.0,2,,1.0,5.0,,1.0,,1.0,,,,1.0,2.0,,,,6.0,2.0,1.0,5.0,2.0,1.0,,,,,,,,,
10407188,home,KV Kortrijk,Satoshi Tanaka,,,tanaka-satoshi,S. Tanaka,M,16,175,410,M,981067,EUR,1029196800,M,32,32,False,36.0,32.0,6.0,5.0,15.0,16.0,17.0,20.0,2.0,1.0,7.0,,,,,90.0,43.0,6.6,5.0,0,,,3.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,
10407188,home,KV Kortrijk,Kristof D'Haene,,,kristof-dhaene,K. D'Haene,M,,171,15,,121602,EUR,644630400,M,30,30,False,43.0,34.0,7.0,3.0,9.0,10.0,25.0,39.0,2.0,1.0,4.0,,,,,90.0,67.0,6.4,17.0,1,,,1.0,,,,1.0,,,,2.0,1.0,1.0,,,6.0,1.0,,,,1.0,True,,,,,,,,
10407188,home,KV Kortrijk,Didier Lamkel Zé,,,didier-lamkel-ze,D. L. Zé,F,60,193,627,M,845272,EUR,842918400,F,22,22,False,35.0,22.0,1.0,,7.0,11.0,15.0,27.0,12.0,,5.0,,,,,90.0,62.0,6.8,30.0,4,2.0,6.0,10.0,,1.0,2.0,,,,,,3.0,1.0,,3.0,3.0,4.0,,8.0,2.0,1.0,,1.0,1.0,,,,,,
10407188,home,KV Kortrijk,Billal Messaoudi,,,billal-messaoudi,B. Messaoudi,M,9,184,643,M,1125840,EUR,882662400,F,9,9,False,16.0,12.0,1.0,1.0,3.0,4.0,9.0,12.0,11.0,1.0,2.0,,,,,78.0,33.0,6.4,11.0,2,1.0,,4.0,,1.0,,,,,,1.0,,2.0,,1.0,,,,10.0,4.0,1.0,,,1.0,,,,,,
10407188,home,KV Kortrijk,Dylan Mbayo,Dylan,Mbayo,dylan-mbayo,D. Mbayo,M,15,175,263,M,923968,EUR,1002758400,F,7,7,True,3.0,3.0,,,,,3.0,7.0,3.0,,,,,,,45.0,17.0,6.4,9.0,0,,,3.0,,,,,,,,,,,,,4.0,1.0,,6.0,3.0,,,,,,,,,,
10407188,home,KV Kortrijk,Aleksandar Radovanović,,,aleksandar-radovanovic,A. Radovanović,D,16,189,129,M,823996,EUR,752976000,D,66,66,True,10.0,7.0,1.0,,6.0,7.0,1.0,3.0,,,1.0,,,,,17.0,11.0,6.5,3.0,0,,1.0,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10407188,home,KV Kortrijk,Massimo Bruno,,,massimo-bruno,M. Bruno,M,17,177,59,M,94298,EUR,748224000,F,70,70,True,8.0,7.0,,,4.0,4.0,4.0,7.0,,,1.0,,,,,17.0,14.0,6.7,4.0,0,,,,,,,,,,,1.0,,,,,3.0,1.0,1.0,,,,,,,,,,,,
10407188,home,KV Kortrijk,Habib Keita,Habib Keita,,habib-keita,H. Keita,M,8,182,539,M,1082953,EUR,1012867200,M,12,12,True,11.0,9.0,2.0,1.0,5.0,5.0,4.0,6.0,,,1.0,,,,,17.0,14.0,6.8,2.0,0,,,1.0,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,
10407188,home,KV Kortrijk,Felipe Avenatti,,,felipe-avenatti,F. Avenatti,F,9,194,144,M,308058,EUR,767318400,F,20,20,True,9.0,9.0,1.0,1.0,2.0,2.0,7.0,7.0,,,1.0,,,,,12.0,11.0,7.1,,0,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,
