match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_wasFouled,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_totalCross,stat_shotOffTarget,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_hitWoodwork,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_accurateCross
14109792,home,Fatih Karagümrük,Ivo Grbić,,,ivo-grbic,I. Grbić,G,13,195.0,1121,M,283847,EUR,821923200,G,13,13,False,True,43.0,33.0,20.0,10.0,0.0,26.0,27.0,7.0,16.0,1.0,1.0,9.0,3.0,1.0,2.0,90.0,55.0,7.8,11.0,0.00224307,23.725624289288,6.0,3.1351851682116,0.167,0,0.5471,0.16,0.01,0.24,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109792,home,Fatih Karagümrük,Ricardo Esgaio,,,ricardo-esgaio,R. Esgaio,D,47,171.0,675,M,97000,EUR,737510400,D,47,47,False,,21.0,12.0,7.0,,0.0,6.0,7.0,6.0,14.0,2.0,8.0,1.0,,,,90.0,43.0,6.9,13.0,0.0214089,21.595728672035,4.0,-1.5682023789044,,0,,0.26,0.06,-0.1,,2.0,9.0,4.0,1.0,1.0,2.0,1.0,5.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
14109792,home,Fatih Karagümrük,Davide Biraschi,,,davide-biraschi,D. Biraschi,D,4,182.0,102,M,233252,EUR,773107200,D,4,4,False,,24.0,20.0,6.0,2.0,0.0,14.0,15.0,6.0,9.0,1.0,3.0,5.0,,,,90.0,33.0,6.8,4.0,0.0100736,104.64725649849,11.0,62.203381778584,,0,,0.17,0.06,0.14,,2.0,5.0,1.0,,,5.0,1.0,1.0,1.0,2.0,1.0,22.986029146551,26.122951766598,1.0,,,,,,,,,,,,,,,,,,,
14109792,home,Fatih Karagümrük,Igor Lichnovsky,,,igor-lichnovsky,I. Lichnovsky,D,3,187.0,879,M,221566,EUR,762998400,D,3,3,False,,25.0,24.0,1.0,,0.0,21.0,22.0,3.0,3.0,2.0,3.0,1.0,,,,90.0,37.0,7.0,1.0,0.00113356,63.780754773629,7.0,42.21249887049,,0,,0.03,0.05,0.43,,2.0,4.0,,,,8.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
14109792,home,Fatih Karagümrük,Filip Mladenović,,,filip-mladenovic,F. Mladenović,D,25,180.0,921,M,126680,EUR,682214400,D,25,25,False,,23.0,17.0,7.0,3.0,0.0,12.0,12.0,5.0,11.0,1.0,4.0,1.0,,,,67.0,40.0,6.9,10.0,0.00560362,27.400168603723,6.0,-11.3722349989,,1,,0.06,-0.38,0.13,,,1.0,,,,2.0,1.0,,,1.0,3.0,,,,3.0,1.0,1.0,0.0397,-0.1,,,,,,,,,,,,,,
14109792,home,Fatih Karagümrük,Matías Kranevitter,,,matias-kranevitter,M. Kranevitter,M,5,179.0,496,M,295159,EUR,737942400,M,5,5,False,,37.0,27.0,7.0,4.0,0.0,13.0,17.0,14.0,20.0,1.0,7.0,3.0,,,,90.0,49.0,7.3,12.0,0.0275839,73.747538524944,8.0,49.788056891625,,1,,0.27,0.26,0.19,,1.0,6.0,2.0,,,2.0,1.0,5.0,2.0,2.0,1.0,15.173367392537,16.924682596728,1.0,,,1.0,0.0103,0.0,1.0,1.0,,,,,,,,,,,,
14109792,home,Fatih Karagümrük,Berkay Özcan,,,berkay-ozcan,B. Özcan,M,8,178.0,161,M,806964,EUR,887500800,M,8,8,False,,33.0,29.0,2.0,1.0,0.0,21.0,22.0,8.0,11.0,1.0,3.0,5.0,,,,90.0,44.0,6.5,8.0,0.0155318,118.29799661268,12.0,51.941361490593,,1,,0.04,0.18,0.15,,2.0,7.0,,2.0,1.0,,,,,3.0,1.0,14.620902635352,18.617562273295,1.0,1.0,,1.0,0.0396,-0.17,1.0,1.0,1.0,,,,,,,,,,,
14109792,home,Fatih Karagümrük,Shavy Warren Babicka,,,babicka-shavy-warren,S. W. Babicka,F,80,180.0,1199,M,1136280,EUR,959817600,M,80,80,False,,15.0,7.0,,,1.0,,,7.0,15.0,,2.0,1.0,,,,73.0,31.0,6.5,13.0,0.0114527,68.898280074852,8.0,39.008451237404,,4,,-0.34,0.54,-0.06,,2.0,7.0,1.0,3.0,1.0,,,1.0,,1.0,,14.90451733199,27.229491899347,2.0,,,2.0,0.6146,-0.54,1.0,2.0,,1.0,2.0,0.0839,2.0,,,,,,,
14109792,home,Fatih Karagümrük,Sam Larsson,,,sam-larsson,S. Larsson,M,23,179.0,231,M,229800,EUR,734400000,M,23,23,False,,27.0,21.0,2.0,,0.0,8.0,9.0,13.0,18.0,1.0,5.0,7.0,,,,73.0,37.0,6.7,9.0,0.152339,80.637108910901,11.0,24.002155199981,,2,,0.26,0.22,-0.02,,3.0,4.0,,3.0,3.0,,,1.0,,1.0,,,,,,,3.0,0.2824,-0.53,,2.0,,,,,1.0,,,,,,,
14109792,home,Fatih Karagümrük,Baris Kalayci,Baris Kalayci,,baris-kalayci,B. Kalaycı,F,72,175.0,76,M,1534046,EUR,1125360000,M,72,72,False,,26.0,20.0,1.0,,0.0,7.0,9.0,13.0,17.0,2.0,5.0,3.0,,,,90.0,42.0,6.7,15.0,0.202911,101.11429594197,12.0,25.900997286216,,3,,0.33,0.26,-0.02,,1.0,6.0,,1.0,,,,1.0,1.0,2.0,2.0,19.467534587248,27.754209005313,2.0,5.0,1.0,1.0,0.3509,-0.56,2.0,2.0,,,,,4.0,1.0,,,,,,
