match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_jerseyNumber,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_wasFouled,stat_fouls,player_lastName,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_keyPass,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,player_sofascoreId,captain,stat_totalOffside,stat_punches,stat_outfielderBlock
12624875,home,Al-Shabab,Abdullah Al-Mayouf,abdullah-al-mayouf,A. Al-Mayouf,G,187.0,197,M,118159,EUR,538358400,G,33,33,False,25.0,18.0,16.0,9.0,0.0,13.0,13.0,5.0,12.0,1.0,7.0,2.0,2.0,2.0,2.0,90.0,31.0,7.4,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624875,home,Al-Shabab,Mohammed Al Shwirekh,mohammed-al-shwirekh,M. A. Shwirekh,D,179.0,63,M,1519331,EUR,883612800,D,2,2,False,43.0,40.0,2.0,2.0,0.0,23.0,24.0,17.0,19.0,5.0,6.0,,,,,90.0,62.0,8.4,3.0,3,Mohammed Al Shwirekh,2,1.0,3.0,2.0,9.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
12624875,home,Al-Shabab,Wesley Hoedt,wesley-hoedt,W. Hoedt,D,188.0,354,M,336813,EUR,762912000,D,4,4,False,50.0,48.0,8.0,6.0,0.0,28.0,28.0,20.0,22.0,10.0,6.0,,,,,90.0,64.0,7.6,3.0,0,,4,,1.0,1.0,3.0,,,,,1.0,2.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,
12624875,home,Al-Shabab,Robert Renan,robert-renan,R. Renan,D,186.0,3212,M,1191278,EUR,1065830400,D,30,30,False,64.0,59.0,3.0,1.0,0.0,24.0,24.0,35.0,42.0,2.0,7.0,,,,,90.0,76.0,7.2,7.0,1,Robert Renan,30,1.0,1.0,4.0,2.0,,,1.0,,2.0,1.0,1.0,,,3.0,,,2.0,,,,,,,,,,,,,,
12624875,home,Al-Shabab,Mohammed Al-Thani,mohammed-al-thain,M. Al-Thani,M,174.0,72,M,954643,EUR,855532800,M,71,71,False,29.0,28.0,1.0,1.0,0.0,9.0,10.0,21.0,22.0,3.0,6.0,,,,,76.0,54.0,7.1,7.0,1,,17,,,7.0,2.0,2.0,,1.0,,1.0,1.0,1.0,,1.0,3.0,,3.0,3.0,2.0,2.0,1.0,2.0,,,,,,,,,,
12624875,home,Al-Shabab,Musab Al Juwayr,musab-fahd-aljuwayr,M. A. Juwayr,M,175.0,850,M,1106234,EUR,1056067200,M,15,15,False,115.0,97.0,4.0,2.0,0.0,42.0,45.0,58.0,79.0,,6.0,,,,,90.0,141.0,7.6,32.0,1,Musab Fahz Aljuwayr,10,,,5.0,3.0,1.0,1.0,,,1.0,2.0,1.0,,,1.0,,3.0,9.0,3.0,2.0,,3.0,2.0,1.0,,,,,,,,
12624875,home,Al-Shabab,Cristian Guanca,cristian-guanca,C. Guanca,M,177.0,565,M,789438,EUR,733190400,M,11,11,False,93.0,87.0,4.0,1.0,1.0,40.0,40.0,50.0,57.0,,9.0,,,,,89.0,111.0,8.5,13.0,4,,10,,,4.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,1.0,,,2.0,4.0,3.0,2.0,,4.0,1.0,,1.0,,,,,,,
12624875,home,Al-Shabab,Leandrinho,leandrinho,Leandrinho,M,170.0,995,M,1589416,EUR,1111017600,M,3,3,False,47.0,43.0,1.0,,0.0,14.0,16.0,30.0,35.0,3.0,3.0,,,,,89.0,69.0,7.3,11.0,1,Leandro Viana,12,3.0,1.0,8.0,3.0,2.0,1.0,,,1.0,2.0,2.0,,,2.0,da Silva Gama,3.0,4.0,1.0,,1.0,2.0,1.0,,,,,,,,,
12624875,home,Al-Shabab,Giacomo Bonaventura,giacomo-bonaventura,G. Bonaventura,M,180.0,1098,M,36784,EUR,619747200,F,7,7,False,41.0,37.0,5.0,5.0,0.0,11.0,12.0,26.0,31.0,,6.0,,,,,89.0,60.0,7.2,11.0,3,,,,2.0,5.0,7.0,1.0,2.0,,,1.0,2.0,1.0,,1.0,,,1.0,2.0,,2.0,,1.0,4.0,2.0,1.0,1.0,1.0,,,,,
12624875,home,Al-Shabab,Daniel Podence,daniel-podence,D. Podence,F,165.0,3019,M,308764,EUR,814233600,F,56,56,False,42.0,32.0,1.0,,0.0,4.0,4.0,29.0,42.0,,6.0,,,,,75.0,64.0,7.6,20.0,0,,56,,,5.0,6.0,,,,,,1.0,1.0,,1.0,,,2.0,4.0,1.0,5.0,,4.0,4.0,4.0,,,,,,,,
