match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_outfielderBlock,captain,stat_challengeLost,stat_keyPass,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_aerialLost,player_sofascoreId,stat_goals,stat_totalOffside,stat_lastManTackle,stat_errorLeadToAShot,stat_accurateCross,stat_bigChanceMissed
12499301,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,17.0,7.0,15.0,5.0,0.0,4.0,5.0,3.0,12.0,1.0,10.0,1.0,2.0,5.0,8.0,90.0,33.0,8.4,11.0,0.0027839,0,0.2647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499301,home,Lecce,Frédéric Guilbert,,,frederic-guilbert,F. Guilbert,D,,178,402,M,372430,EUR,788227200,D,12,12,False,24.0,17.0,2.0,,0.0,13.0,16.0,4.0,9.0,6.0,4.0,,,,,47.0,38.0,5.9,11.0,0.00149096,1,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0129,,,,,,,,,,,,,,,,
12499301,home,Lecce,Kialonda Gaspar,Kialonda Gaspar,,kialonda-gaspar,K. Gaspar,D,4,193,1228,M,1090374,EUR,875318400,D,4,4,False,44.0,35.0,5.0,2.0,0.0,27.0,32.0,8.0,12.0,6.0,1.0,1.0,,,,90.0,56.0,7.2,9.0,0.00258378,0,,,4.0,1.0,,,,,2.0,2.0,1.0,,,1.0,,4.0,,,,,,,,,,,,,,,
12499301,home,Lecce,Federico Baschirotto,,,federico-baschirotto,F. Baschirotto,D,6,187,1366,M,786175,EUR,843177600,D,6,6,False,28.0,23.0,3.0,1.0,0.0,16.0,20.0,7.0,8.0,3.0,3.0,,,,,90.0,40.0,7.1,5.0,0.00168781,0,,,1.0,,,,,,5.0,3.0,2.0,1.0,,,,2.0,True,,,,,,,,,,,,,,
12499301,home,Lecce,Antonino Gallo,,,antonino-gallo,A. Gallo,D,25,183,673,M,945616,EUR,947030400,D,25,25,False,23.0,18.0,5.0,3.0,0.0,5.0,8.0,13.0,19.0,2.0,6.0,1.0,,,,86.0,48.0,7.3,15.0,0.111692,0,,4.0,,2.0,,,,,2.0,1.0,1.0,1.0,1.0,,,1.0,,2.0,2.0,,,,,,,,,,,,
12499301,home,Lecce,Ylber Ramadani,,,ylber-ramadani,Y. Ramadani,M,20,185,1041,M,841977,EUR,829267200,M,20,20,False,35.0,33.0,2.0,2.0,1.0,15.0,17.0,18.0,18.0,3.0,12.0,,,,,75.0,51.0,7.5,8.0,0.141439,2,,,2.0,6.0,3.0,1.0,,,1.0,,1.0,1.0,,1.0,0.0627,2.0,,1.0,2.0,1.0,1.0,1.0,0.0145,,,,,,,,
12499301,home,Lecce,Lassana Coulibaly,,,coulibaly-lassana,L. Coulibaly,M,29,183,2761,M,804621,EUR,829094400,M,29,29,False,24.0,23.0,1.0,1.0,0.0,11.0,12.0,12.0,12.0,3.0,2.0,,,,,64.0,32.0,6.8,2.0,0.00616741,0,,,1.0,3.0,,,,,,1.0,2.0,1.0,1.0,2.0,,,,1.0,,,,,,1.0,,,,,,,
12499301,home,Lecce,Patrick Dorgu,,,dorgu-patrick,P. Dorgu,M,13,185,26643,M,1397168,EUR,1098748800,M,13,13,False,33.0,24.0,4.0,2.0,0.0,13.0,16.0,11.0,20.0,8.0,5.0,4.0,,,,90.0,63.0,7.5,18.0,0.0192545,2,,3.0,,6.0,1.0,3.0,,,3.0,1.0,4.0,3.0,1.0,1.0,0.4376,,,,1.0,,1.0,1.0,0.6164,1.0,Odogwu,1.0,1.0,,,,
12499301,home,Lecce,Ante Rebić,,,ante-rebic,A. Rebić,F,9,185,4196,M,152769,EUR,748569600,M,3,3,False,17.0,10.0,,,0.0,3.0,4.0,7.0,13.0,4.0,2.0,2.0,,,,65.0,30.0,6.8,11.0,0.0247694,2,,,1.0,7.0,1.0,2.0,,2.0,1.0,,1.0,1.0,1.0,1.0,0.2021,1.0,,1.0,1.0,,,,,2.0,_anterebic,,1.0,,,,
12499301,home,Lecce,Tete Morente,,,tete-morente,T. Morente,F,15,180,435,M,605374,EUR,849657600,M,7,7,False,23.0,22.0,3.0,3.0,0.0,5.0,5.0,17.0,21.0,4.0,,1.0,,,,75.0,36.0,6.9,7.0,0.0238222,1,,3.0,1.0,2.0,,2.0,1.0,,,,1.0,,2.0,,0.0169,,,1.0,1.0,,,1.0,,,,,,,,,
