match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,stat_fouls,player_firstName,player_lastName,stat_aerialWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,captain,stat_challengeLost,stat_dispossessed,stat_errorLeadToAShot,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,player_sofascoreId,stat_goals
13472864,home,Juventude,Gustavo,gustavo,Gustavo,G,1,186,199,M,124766,EUR,731721600,G,1,1,False,27.0,18.0,15.0,6.0,0.0,17.0,18.0,1.0,9.0,4.0,6.0,2.0,2.0,1.0,90.0,41.0,7.0,9.0,0.00037157,0,0.8702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472864,home,Juventude,Reginaldo,reginaldo,Reginaldo,D,93,174,102,M,555456,EUR,730339200,D,93,93,False,38.0,26.0,3.0,2.0,0.0,17.0,22.0,9.0,16.0,3.0,5.0,,,,90.0,58.0,7.0,16.0,0.104684,0,,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
13472864,home,Juventude,Wilker Ángel,wilker-angel,W. Ángel,D,4,190,807,M,147358,EUR,732412800,D,4,4,False,26.0,25.0,1.0,1.0,0.0,22.0,22.0,3.0,4.0,5.0,1.0,,,,90.0,36.0,6.9,1.0,0.00048495,0,,,,2.0,3.0,2.0,1.0,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
13472864,home,Juventude,Marcos Paulo,marcos-paulo,M. Paulo,D,47,183,176,M,1170913,EUR,1042848000,D,47,47,False,17.0,13.0,3.0,,0.0,11.0,12.0,2.0,5.0,4.0,1.0,,,,45.0,25.0,7.0,4.0,0.00063249,0,,,,,1.0,3.0,,,,,2.0,1.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,
13472864,home,Juventude,Marcelo Hermes,marcelo-hermes,M. Hermes,D,22,177,288,M,783490,EUR,791596800,D,22,22,False,29.0,21.0,5.0,4.0,0.0,11.0,13.0,10.0,16.0,3.0,3.0,,,,90.0,63.0,6.9,20.0,0.0291381,3,,7.0,1.0,1.0,3.0,1.0,1.0,,,1.0,,,1.0,,,,1.0,,1.0,2.0,3.0,0.1437,,,,,,,,,
13472864,home,Juventude,Jádson,jadson,Jádson,M,16,171,454,M,243651,EUR,746668800,M,16,16,False,39.0,34.0,4.0,2.0,0.0,17.0,17.0,17.0,22.0,1.0,5.0,,,,90.0,52.0,6.7,9.0,0.0423136,1,,2.0,1.0,,3.0,,,,,,1.0,1.0,,,,,1.0,,1.0,,1.0,0.0326,True,1.0,1.0,,,,,,
13472864,home,Juventude,Caique Gonçalves,caique-goncalves,Caique,M,95,178,364,M,871032,EUR,813283200,M,95,95,False,41.0,34.0,7.0,2.0,0.0,21.0,24.0,13.0,17.0,1.0,7.0,,,,90.0,59.0,6.4,10.0,0.0169958,1,,,,,7.0,9.0,1.0,1.0,5.0,,,1.0,6.0,,,3.0,,,,1.0,2.0,0.0598,,,1.0,1.0,,,,,
13472864,home,Juventude,Luis Mandaca,luis-mandaca,L. Mandaca,M,44,178,388,M,1116677,EUR,1001980800,M,44,44,False,16.0,12.0,,,0.0,3.0,7.0,9.0,9.0,3.0,3.0,,,,76.0,34.0,6.9,12.0,0.0211562,0,,4.0,,2.0,5.0,2.0,1.0,,,1.0,1.0,1.0,,Luis Mandaca,,,2.0,1.0,,,1.0,,,,2.0,,,,,,
13472864,home,Juventude,Emerson Batalla,emerson-batalla,E. Batalla,M,27,171,428,M,1022945,EUR,993859200,F,27,27,False,11.0,10.0,,,0.0,2.0,2.0,8.0,9.0,1.0,4.0,,,,62.0,27.0,6.8,8.0,0.0137098,0,,1.0,,,3.0,6.0,1.0,,3.0,,,,2.0,,,2.0,1.0,,,,5.0,,,1.0,,,,,,,
13472864,home,Juventude,Gilberto,gilberto,Gilberto,F,9,178,814,M,158561,EUR,613008000,F,9,9,False,13.0,9.0,,,0.0,3.0,3.0,6.0,10.0,1.0,3.0,,,,61.0,20.0,6.6,7.0,0.0104535,0,,1.0,1.0,4.0,5.0,3.0,2.0,1.0,,1.0,,,1.0,,,1.0,,,,,3.0,,,,,,,,,,
