match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_wasFouled,stat_keyPass,stat_accurateCross,player_firstName,player_lastName,stat_goalAssist,stat_bigChanceCreated,stat_dispossessed,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_outfielderBlock,captain,stat_shotOffTarget,player_sofascoreId,stat_goals,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork
10408514,home,Espanyol,Álvaro Fernández,alvaro-fernandez,Á. Fernández,G,25,186,269,M,852412,EUR,892425600,G,25,25,False,23.0,15.0,15.0,7.0,9.0,9.0,6.0,14.0,1.0,3.0,3.0,3.0,90.0,27.0,6.4,8.0,0.0,0.0,0.00545404,0,-0.3098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408514,home,Espanyol,Óscar Gil,oscar-gil,Ó. Gil,D,27,175,90,M,959820,EUR,893548800,D,2,2,False,23.0,18.0,3.0,1.0,9.0,11.0,9.0,14.0,1.0,3.0,,,84.0,47.0,5.8,13.0,0.0,0.0,0.0047539,0,,2.0,1.0,6.0,5.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10408514,home,Espanyol,Sergi Gómez,sergi-gomez,S. Gómez,D,5,185,195,M,125625,EUR,701740800,D,24,24,False,44.0,37.0,8.0,1.0,29.0,31.0,8.0,13.0,2.0,9.0,,,90.0,49.0,6.5,7.0,0.0,0.0,0.109069,0,,,2.0,2.0,2.0,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10408514,home,Espanyol,Leandro Cabrera,leandro-cabrera,L. Cabrera,D,6,190,819,M,81992,EUR,677116800,D,4,4,False,51.0,41.0,13.0,8.0,26.0,30.0,16.0,22.0,2.0,7.0,,,90.0,65.0,7.0,12.0,0.0,0.0,0.0734298,0,,1.0,1.0,2.0,5.0,,,,2.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10408514,home,Espanyol,Brian Oliván,brian-olivan,B. Oliván,D,12,179,147,M,351500,EUR,765158400,D,14,14,False,41.0,34.0,5.0,3.0,18.0,19.0,17.0,28.0,3.0,6.0,,,84.0,68.0,7.6,18.0,0.0,0.0,0.499184,0,,6.0,2.0,3.0,4.0,,1.0,1.0,,3.0,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,
10408514,home,Espanyol,Edu Expósito,edu-exposito,E. Expósito,M,8,175,1017,M,877262,EUR,838857600,M,20,20,False,13.0,10.0,1.0,1.0,5.0,6.0,5.0,9.0,,2.0,,,50.0,18.0,6.2,6.0,0.0391,0.0,0.0669584,1,,2.0,1.0,4.0,1.0,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,
10408514,home,Espanyol,Fernando Calero,fernando-calero,F. Calero,D,5,183,302,M,857205,EUR,811036800,M,5,5,False,29.0,22.0,2.0,,6.0,8.0,16.0,21.0,3.0,12.0,,,84.0,44.0,6.8,8.0,0.1927,0.2186,0.0103409,1,,,2.0,6.0,5.0,1.0,1.0,,,2.0,2.0,,,2.0,2.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,
10408514,home,Espanyol,Sergi Darder,sergi-darder,S. Darder,M,10,180,979,M,110783,EUR,756518400,M,10,10,False,43.0,34.0,11.0,4.0,11.0,12.0,25.0,36.0,1.0,8.0,,,90.0,60.0,7.2,13.0,0.0275,0.0,0.355422,1,,5.0,1.0,5.0,9.0,2.0,3.0,2.0,,1.0,1.0,,,2.0,,6.0,3.0,2.0,,,,,,,,,True,1.0,,,,,,,,
10408514,home,Espanyol,Nicolás Melamed,nicolas-melamed,N. Melamed,M,10,173,234,M,989878,EUR,986947200,F,21,21,False,16.0,13.0,,,5.0,7.0,8.0,9.0,,5.0,,,57.0,23.0,6.3,7.0,0.0,0.0,0.00317536,0,,,,6.0,4.0,2.0,3.0,1.0,,1.0,1.0,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10408514,home,Espanyol,Joselu,joselu,Joselu,F,9,191,18060,M,69418,EUR,638496000,F,9,9,False,17.0,8.0,1.0,,3.0,3.0,5.0,16.0,1.0,1.0,,,90.0,37.0,7.4,16.0,0.9594,1.0918,0.019262,4,,2.0,6.0,11.0,10.0,2.0,1.0,,1.0,,,,3.0,1.0,7.0,3.0,,,,,,,1.0,1.0,2.0,,,1.0,joselumato,1.0,,,,,,
